IDENTIDADE;STATUS;UF;SEXO;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA;REGIAO;IDADE
LC_13134;admpl;SP;M;posgrad;solt;670;empregado;D;62
LC_13135;admpl;SP;M;superior;solt;1720;outros;F;41
LC_13136;admpl;SP;F;posgrad;solt;2144;empregado;F;40
LC_13137;admpl;SP;F;secundario;solt;2007;empregado;B;56
LC_13138;admpl;SP;F;superior;solt;3309;empregado;F;56
LC_13139;inad;SP;F;secundario;divorciado;1651;empregado;B;30
LC_13140;inad;SP;F;primario;solt;162;empregado;C;38
LC_13141;inad;SP;M;superior;solt;968;autonomo;F;44
LC_13142;admpl;SP;F;superior;solt;4020;empregado;B;57
LC_13143;admpl;SP;F;secundario;solt;1686;empregado;B;63
LC_13144;admpl;MT;F;primario;solt;4084;empregado;F;69
LC_13145;admpl;SP;F;superior;casado;2881;outros;F;55
LC_13146;admpl;SP;F;superior;solt;2278;empregado;E;68
LC_13147;admpl;SP;M;primario;solt;1772;empregado;F;51
LC_13148;admpl;SP;F;superior;solt;1149;empregado;B;49
LC_13149;admpl;SP;M;superior;solt;1340;empregado;E;47
LC_13150;admpl;SP;F;secundario;casado;4791;empregado;B;47
LC_13151;admpl;SP;F;secundario;solt;5360;empregado;F;48
LC_13152;inad;SP;F;secundario;solt;2977;empregado;B;66
LC_13153;admpl;SP;M;secundario;solt;8040;autonomo;B;68
LC_13154;admpl;SP;F;superior;solt;1619;empregado;E;39
LC_13155;admpl;SP;M;primario;solt;469;empregado;D;48
LC_13156;admpl;SP;F;secundario;casado;804;outros;C;43
LC_13157;admpl;SP;F;secundario;casado;3752;outros;C;51
LC_13158;admpl;SP;F;secundario;casado;3135;empregado;B;58
LC_13159;inad;SP;M;superior;solt;3350;empregado;B;69
LC_13160;inad;SP;F;superior;solt;951;autonomo;D;44
LC_13161;admpl;SP;F;secundario;casado;4950;empregado;C;35
LC_13162;admpl;SP;M;superior;solt;10284;empregado;E;44
LC_13163;admpl;SP;F;secundario;solt;4020;empregado;B;53
LC_13164;inad;SP;M;superior;solt;2412;empregado;C;64
LC_13165;admpl;SP;F;primario;casado;822;outros;E;31
LC_13166;admpl;SP;M;superior;viuvo;4573;empregado;E;62
LC_13167;inad;SP;M;superior;solt;2680;empregado;F;66
LC_13168;admpl;SP;F;posgrad;solt;804;empregado;E;62
LC_13169;inad;SP;M;secundario;solt;19759;outros;C;61
LC_13170;admpl;SP;F;secundario;casado;804;outros;B;37
LC_13171;admpl;SP;F;superior;casado;1338;autonomo;B;55
LC_13172;admpl;SP;M;secundario;casado;3630;outros;B;39
LC_13173;admpl;SP;F;primario;solt;330;empregado;E;68
LC_13174;admpl;SP;F;primario;solt;1593;outros;C;48
LC_13175;admpl;SP;F;secundario;solt;670;empregado;B;66
LC_13176;inad;SP;F;superior;divorciado;944;autonomo;E;43
LC_13177;admpl;SP;F;secundario;casado;2972;empregado;B;51
LC_13178;admpl;SP;F;posgrad;solt;3223;empregado;B;47
LC_13179;inad;SP;F;secundario;casado;1374;empregado;B;34
LC_13180;admpl;SP;M;posgrad;solt;1771;empregado;D;62
LC_13181;admpl;SP;M;primario;solt;495;empregado;E;43
LC_13182;inad;MG;M;primario;solt;3244;outros;C;44
LC_13183;admpl;SP;F;secundario;solt;971;empregado;D;51
LC_13184;inad;SP;F;primario;casado;2278;autonomo;A;47
LC_13185;admpl;SP;F;primario;solt;3084;empregado;D;36
LC_13186;admpl;SP;M;superior;casado;23;empregado;E;57
LC_13187;admpl;SP;M;primario;casado;1002;empregado;E;61
LC_13188;admpl;SP;M;superior;solt;3202;empregado;C;65
LC_13189;admpl;SP;F;secundario;solt;17;empregado;D;66
LC_13190;admpl;SP;M;superior;casado;670;outros;E;36
LC_13191;admpl;SP;M;superior;solt;1608;empregado;C;32
LC_13192;admpl;SP;F;superior;solt;518;empregado;E;60
LC_13193;admpl;SP;M;secundario;solt;5030;empregado;B;62
LC_13194;admpl;SP;F;secundario;viuvo;2881;empregado;E;53
LC_13195;inad;SP;M;secundario;solt;9331;empregado;B;59
LC_13196;inad;SP;M;posgrad;solt;953;empregado;C;35
LC_13197;admpl;SP;F;superior;casado;1139;empregado;B;66
LC_13198;admpl;SP;F;superior;solt;3591;outros;E;38
LC_13199;admpl;SP;M;superior;solt;938;autonomo;E;40
LC_13200;admpl;SP;F;secundario;solt;10595;outros;C;40
LC_13201;admpl;SP;M;superior;solt;3850;empregado;E;38
LC_13202;admpl;SP;F;superior;casado;2412;empregado;F;65
LC_13203;admpl;SP;M;superior;solt;1365;outros;C;40
LC_13204;admpl;SP;M;secundario;solt;3710;outros;C;58
LC_13205;admpl;SP;M;secundario;solt;2850;empregado;B;68
LC_13206;admpl;SP;F;secundario;solt;1092;empregado;E;64
LC_13207;admpl;SP;F;superior;viuvo;4690;empregado;C;55
LC_13208;admpl;SP;M;posgrad;casado;4566;outros;D;32
LC_13209;admpl;SP;F;superior;solt;2680;outros;C;42
LC_13210;admpl;SP;F;superior;viuvo;554;empregado;D;36
LC_13211;admpl;SP;M;superior;casado;1013;outros;D;31
LC_13212;admpl;SP;M;secundario;casado;1608;outros;F;60
LC_13213;admpl;SP;M;secundario;casado;897;outros;B;33
LC_13214;admpl;SP;F;secundario;solt;6212;empregado;B;43
LC_13215;admpl;SP;M;secundario;solt;16119;empregado;B;52
LC_13216;admpl;SP;M;secundario;viuvo;1876;empregado;B;65
LC_13217;admpl;SP;M;primario;solt;670;empregado;F;57
LC_13218;inad;MG;M;secundario;solt;4010;empregado;B;68
LC_13219;inad;SP;F;superior;divorciado;4010;autonomo;C;41
LC_13220;admpl;SP;M;posgrad;solt;2074;empregado;F;64
LC_13221;inad;SP;M;primario;solt;1876;empregado;B;63
LC_13222;admpl;SP;F;superior;casado;469;empregado;F;46
LC_13223;admpl;SP;F;secundario;solt;1608;outros;D;46
LC_13224;admpl;SP;M;primario;solt;917;empregado;F;40
LC_13225;admpl;SP;F;superior;casado;482;empregado;E;43
LC_13226;admpl;SP;M;superior;casado;6700;outros;B;59
LC_13227;inad;SP;F;primario;solt;72;empregado;E;38
LC_13228;admpl;SP;F;superior;casado;536;empregado;E;62
LC_13229;admpl;SP;F;secundario;solt;6030;empregado;C;52
LC_13230;admpl;SP;M;posgrad;solt;2948;empregado;E;50
LC_13231;admpl;SP;F;secundario;solt;642;empregado;D;38
LC_13232;admpl;SP;F;superior;casado;1045;outros;C;36
LC_13233;admpl;SP;F;secundario;casado;4502;empregado;B;52
LC_13234;admpl;SP;F;secundario;solt;9414;empregado;F;43
LC_13235;admpl;SP;M;primario;solt;1474;outros;F;47
LC_13236;admpl;SP;F;secundario;solt;2694;empregado;B;38
LC_13237;admpl;SP;M;superior;solt;1742;empregado;C;63
LC_13238;admpl;SP;F;secundario;solt;825;outros;C;55
LC_13239;inad;SP;F;secundario;solt;12732;empregado;C;32
LC_13240;admpl;SP;M;superior;solt;2369;empregado;E;42
LC_13241;inad;SP;F;secundario;casado;3522;empregado;D;60
LC_13242;admpl;SP;F;superior;casado;2144;autonomo;E;33
LC_13243;admpl;SP;M;secundario;solt;5092;empregado;C;56
LC_13244;inad;SP;F;superior;divorciado;3233;empregado;B;57
LC_13245;admpl;SP;M;posgrad;solt;4673;empregado;F;70
LC_13246;admpl;SP;F;primario;viuvo;723;outros;E;56
LC_13247;admpl;SP;M;superior;solt;4409;outros;D;64
LC_13248;admpl;SP;F;secundario;casado;8426;empregado;C;40
LC_13249;admpl;SP;F;superior;casado;977;empregado;E;59
LC_13250;admpl;SP;M;primario;solt;1569;empregado;C;57
LC_13251;admpl;SP;F;superior;casado;871;autonomo;E;43
LC_13252;inad;SP;F;primario;viuvo;984;empregado;F;52
LC_13253;admpl;SP;F;secundario;viuvo;2010;empregado;B;57
LC_13254;admpl;SP;F;superior;solt;3350;outros;C;50
LC_13255;admpl;SP;F;secundario;casado;2286;empregado;B;33
LC_13256;admpl;SP;F;posgrad;viuvo;1825;empregado;B;68
LC_13257;admpl;SP;M;superior;solt;2412;empregado;E;56
LC_13258;admpl;SP;M;secundario;casado;670;outros;B;46
LC_13259;admpl;SP;M;primario;solt;1460;empregado;F;54
LC_13260;admpl;SP;M;posgrad;solt;5360;outros;F;44
LC_13261;admpl;SP;M;superior;solt;4288;outros;F;58
LC_13262;admpl;SP;M;secundario;casado;7291;empregado;B;62
LC_13263;admpl;SP;M;posgrad;solt;4020;outros;E;57
LC_13264;admpl;SP;F;superior;solt;1251;empregado;E;67
LC_13265;admpl;SP;F;superior;solt;632;empregado;E;54
LC_13266;admpl;SP;M;primario;solt;2412;outros;F;39
LC_13267;admpl;SP;M;primario;solt;1608;empregado;E;40
LC_13268;admpl;SP;F;primario;solt;3376;outros;D;59
LC_13269;admpl;SP;F;primario;casado;1279;empregado;B;66
LC_13270;admpl;SP;M;primario;solt;1593;empregado;F;37
LC_13271;admpl;SP;F;secundario;solt;1340;empregado;B;39
LC_13272;admpl;SP;M;secundario;casado;670;empregado;C;36
LC_13273;admpl;SP;F;secundario;solt;3421;empregado;C;67
LC_13274;admpl;SP;M;primario;solt;661;empregado;F;45
LC_13275;admpl;SP;F;secundario;casado;1474;empregado;D;61
LC_13276;admpl;SP;M;superior;casado;4014;empregado;B;41
LC_13277;admpl;SP;F;secundario;casado;1628;empregado;B;38
LC_13278;admpl;SP;F;secundario;solt;6089;empregado;B;41
LC_13279;admpl;SP;M;superior;solt;635;empregado;F;68
LC_13280;admpl;SP;F;secundario;casado;1;outros;D;49
LC_13281;admpl;SP;M;secundario;solt;4020;empregado;E;61
LC_13282;admpl;SP;M;superior;solt;1340;empregado;F;57
LC_13283;admpl;SP;M;primario;solt;1248;empregado;F;60
LC_13284;admpl;SP;M;superior;solt;931;empregado;F;57
LC_13285;admpl;SP;M;superior;casado;1217;empregado;C;56
LC_13286;admpl;SP;M;superior;casado;4958;outros;C;38
LC_13287;admpl;SP;F;secundario;solt;1876;outros;C;37
LC_13288;inad;SP;F;secundario;casado;1358;empregado;B;65
LC_13289;inad;SP;M;superior;solt;20100;outros;A;67
LC_13290;inad;SP;M;secundario;solt;2495;outros;B;43
LC_13291;admpl;SP;F;secundario;solt;4690;empregado;B;30
LC_13292;admpl;SP;F;superior;casado;1715;outros;E;58
LC_13293;admpl;SP;M;superior;casado;529;empregado;F;64
LC_13294;inad;SP;M;superior;solt;407;empregado;C;63
LC_13295;inad;SP;M;secundario;solt;2095;empregado;B;57
LC_13296;admpl;SP;M;secundario;solt;1746;empregado;E;70
LC_13297;inad;SP;F;superior;divorciado;916;empregado;F;51
LC_13298;admpl;SP;F;superior;solt;2170;empregado;D;49
LC_13299;admpl;SP;M;primario;solt;931;empregado;F;42
LC_13300;admpl;SP;F;primario;solt;938;empregado;F;56
LC_13301;admpl;SP;M;secundario;solt;2412;empregado;E;39
LC_13302;admpl;SP;F;superior;solt;2680;empregado;C;52
LC_13303;inad;SP;M;superior;solt;282;empregado;C;39
LC_13304;admpl;SP;M;superior;solt;1049;empregado;F;53
LC_13305;admpl;SP;F;secundario;solt;1072;empregado;B;34
LC_13306;admpl;SP;F;superior;casado;782;empregado;F;43
LC_13307;inad;SP;F;secundario;solt;7220;empregado;B;62
LC_13308;admpl;SP;F;secundario;solt;3327;empregado;B;56
LC_13309;inad;SP;M;primario;solt;28;empregado;D;52
LC_13310;admpl;SP;M;secundario;solt;6700;empregado;F;60
LC_13311;inad;SP;M;secundario;solt;6701;empregado;B;41
LC_13312;inad;SP;F;primario;casado;1206;autonomo;E;46
LC_13313;admpl;SP;M;primario;solt;1140;empregado;F;54
LC_13314;admpl;SP;M;secundario;solt;1689;empregado;B;65
LC_13315;admpl;SP;M;secundario;solt;4340;outros;E;67
LC_13316;inad;SP;M;secundario;solt;6700;outros;B;42
LC_13317;inad;SP;M;secundario;solt;1333;autonomo;F;58
LC_13318;admpl;SP;F;superior;solt;1742;empregado;F;64
LC_13319;admpl;SP;F;superior;solt;312;empregado;E;61
LC_13320;admpl;MG;F;superior;casado;2188;empregado;C;69
LC_13321;admpl;SP;M;superior;solt;3011;empregado;D;54
LC_13322;inad;SP;F;primario;divorciado;1270;autonomo;E;43
LC_13323;admpl;SP;M;superior;solt;4690;outros;F;33
LC_13324;admpl;SP;M;secundario;solt;12060;outros;B;37
LC_13325;admpl;SP;M;secundario;solt;1403;empregado;B;42
LC_13326;admpl;SP;F;superior;solt;2102;outros;D;31
LC_13327;inad;SP;M;primario;solt;392;empregado;C;36
LC_13328;admpl;SP;M;primario;solt;2680;empregado;B;55
LC_13329;admpl;SP;M;secundario;solt;2010;outros;F;59
LC_13330;admpl;SP;F;secundario;casado;682;empregado;B;33
LC_13331;admpl;SP;F;secundario;casado;4213;empregado;B;61
LC_13332;inad;MG;M;secundario;solt;1217;empregado;F;62
LC_13333;admpl;SP;F;secundario;divorciado;3350;empregado;B;55
LC_13334;admpl;SP;M;primario;casado;670;outros;E;48
LC_13335;admpl;SP;F;primario;solt;1559;empregado;E;37
LC_13336;admpl;SP;M;primario;solt;1340;autonomo;F;48
LC_13337;admpl;SP;F;secundario;solt;1742;empregado;F;67
LC_13338;admpl;SP;F;secundario;solt;875;empregado;B;44
LC_13339;admpl;SP;F;superior;casado;2680;empregado;C;56
LC_13340;inad;MG;M;primario;solt;321;autonomo;A;44
LC_13341;inad;SP;F;primario;solt;3182;autonomo;A;60
LC_13342;inad;SP;F;superior;casado;1360;empregado;E;45
LC_13343;admpl;SP;F;secundario;solt;577;outros;E;43
LC_13344;inad;SP;M;secundario;solt;6035;outros;B;59
LC_13345;inad;SP;M;primario;solt;279;empregado;C;40
LC_13346;inad;MG;M;secundario;solt;3812;empregado;B;46
LC_13347;inad;SP;M;primario;casado;1608;autonomo;A;61
LC_13348;admpl;SP;F;superior;solt;74956;outros;A;68
LC_13349;admpl;SP;M;posgrad;solt;3350;empregado;B;53
LC_13350;admpl;SP;F;posgrad;casado;1199;empregado;B;51
LC_13351;admpl;SP;F;secundario;solt;5762;empregado;B;32
LC_13352;admpl;SP;F;primario;divorciado;277;empregado;F;32
LC_13353;admpl;SP;F;superior;casado;1608;empregado;F;48
LC_13354;inad;SP;F;superior;solt;1407;autonomo;A;49
LC_13355;admpl;SP;F;superior;solt;603;autonomo;F;69
LC_13356;admpl;SP;F;posgrad;solt;1072;empregado;B;51
LC_13357;inad;SP;M;superior;viuvo;2222;empregado;E;32
LC_13358;admpl;SP;F;superior;casado;1928;empregado;C;49
LC_13359;admpl;SP;F;posgrad;solt;1033;empregado;F;35
LC_13360;admpl;SP;F;superior;solt;603;empregado;C;30
LC_13361;admpl;SP;F;superior;solt;1159;empregado;F;64
LC_13362;inad;SP;M;primario;solt;1869;outros;C;41
LC_13363;admpl;SP;F;superior;casado;1608;outros;E;43
LC_13364;admpl;SP;F;secundario;solt;1659;outros;D;44
LC_13365;admpl;SP;M;superior;casado;5360;outros;F;60
LC_13366;admpl;SP;F;superior;solt;3350;empregado;C;41
LC_13367;admpl;SP;F;secundario;solt;2412;empregado;F;39
LC_13368;admpl;SP;F;secundario;solt;2010;outros;E;54
LC_13369;admpl;SP;M;posgrad;solt;124;empregado;E;39
LC_13370;admpl;SP;F;secundario;casado;917;empregado;D;33
LC_13371;inad;MG;M;primario;solt;634;empregado;B;59
LC_13372;admpl;SP;F;secundario;solt;1967;empregado;B;42
LC_13373;admpl;SP;F;posgrad;casado;1608;outros;F;40
LC_13374;admpl;SP;F;superior;casado;1654;empregado;B;31
LC_13375;inad;SP;M;secundario;solt;20100;empregado;B;57
LC_13376;admpl;SP;M;superior;casado;529;empregado;E;35
LC_13377;admpl;SP;M;posgrad;solt;2680;outros;E;32
LC_13378;admpl;SP;F;superior;solt;2680;empregado;E;50
LC_13379;admpl;SP;F;superior;casado;592;empregado;E;61
LC_13380;inad;SP;M;primario;solt;1444;empregado;F;51
LC_13381;inad;SP;M;primario;solt;1876;autonomo;A;60
LC_13382;admpl;MG;M;secundario;solt;2401;empregado;C;67
LC_13383;inad;SP;M;primario;solt;1246;autonomo;F;36
LC_13384;admpl;SP;M;secundario;solt;1622;empregado;B;64
LC_13385;admpl;SP;F;secundario;solt;4690;empregado;B;49
LC_13386;inad;SP;F;secundario;solt;29421;empregado;F;67
LC_13387;admpl;SP;F;secundario;outros;2024;empregado;B;47
LC_13388;admpl;SP;F;superior;solt;696;empregado;F;64
LC_13389;admpl;SP;F;secundario;solt;1608;empregado;D;30
LC_13390;admpl;SP;F;superior;casado;4690;outros;D;66
LC_13391;admpl;SP;M;superior;casado;2010;empregado;B;56
LC_13392;admpl;SP;F;secundario;casado;6700;outros;F;39
LC_13393;inad;SP;M;primario;solt;1340;empregado;F;66
LC_13394;admpl;SP;M;superior;solt;1340;empregado;F;45
LC_13395;admpl;SP;M;secundario;casado;3605;empregado;B;37
LC_13396;inad;SP;F;primario;divorciado;1735;autonomo;E;68
LC_13397;admpl;SP;F;superior;outros;1179;empregado;E;31
LC_13398;inad;SP;M;secundario;solt;5425;empregado;D;70
LC_13399;admpl;SP;F;secundario;solt;1145;empregado;D;53
LC_13400;admpl;SP;M;superior;solt;241;empregado;E;57
LC_13401;admpl;SP;M;primario;casado;1509;empregado;E;39
LC_13402;inad;SP;F;primario;solt;5092;autonomo;F;41
LC_13403;admpl;SP;F;superior;outros;2726;outros;F;31
LC_13404;admpl;SP;F;secundario;solt;2680;outros;B;64
LC_13405;inad;MG;M;superior;solt;12060;outros;C;40
LC_13406;inad;SP;F;superior;divorciado;2010;autonomo;A;40
LC_13407;inad;SP;M;secundario;solt;270;outros;B;64
LC_13408;inad;SP;M;superior;solt;844;autonomo;A;35
LC_13409;inad;SP;M;posgrad;solt;190;empregado;C;54
LC_13410;inad;SP;M;posgrad;solt;1129;autonomo;A;56
LC_13411;inad;SP;M;superior;solt;6700;autonomo;B;64
LC_13412;inad;SP;M;primario;solt;2286;outros;C;43
LC_13413;inad;SP;M;primario;casado;442;empregado;D;53
LC_13414;admpl;SP;F;secundario;solt;2680;outros;F;44
LC_13415;admpl;SP;F;secundario;casado;1608;empregado;F;40
LC_13416;admpl;SP;M;primario;casado;1742;empregado;E;32
LC_13417;admpl;SP;F;superior;solt;881;empregado;E;69
LC_13418;inad;MG;M;secundario;solt;4020;autonomo;E;30
LC_13419;admpl;SP;F;superior;casado;182577;outros;D;55
LC_13420;admpl;SP;F;superior;solt;1340;empregado;E;59
LC_13421;admpl;SP;M;secundario;solt;1483;empregado;B;60
LC_13422;admpl;SP;M;posgrad;casado;860;empregado;E;58
LC_13423;inad;SP;F;primario;solt;359;autonomo;F;63
LC_13424;admpl;SP;M;superior;casado;2754;empregado;C;42
LC_13425;admpl;SP;M;superior;solt;1596;empregado;C;34
LC_13426;admpl;SP;M;superior;solt;750;empregado;B;65
LC_13427;admpl;SP;M;primario;casado;4020;empregado;C;32
LC_13428;admpl;SP;F;secundario;casado;1299;empregado;C;54
LC_13429;admpl;SP;M;secundario;solt;9380;empregado;B;54
LC_13430;admpl;SP;M;superior;solt;2010;empregado;F;43
LC_13431;admpl;SP;M;superior;casado;1742;empregado;B;48
LC_13432;admpl;SP;F;secundario;solt;2036;empregado;F;42
LC_13433;admpl;SP;M;superior;casado;1608;outros;C;43
LC_13434;inad;SP;F;primario;solt;1689;autonomo;A;63
LC_13435;admpl;SP;F;posgrad;solt;2173;empregado;B;32
LC_13436;inad;SP;F;superior;divorciado;670;autonomo;A;60
LC_13437;admpl;SP;M;superior;solt;2412;empregado;B;60
LC_13438;admpl;SP;F;superior;solt;2010;empregado;B;42
LC_13439;admpl;SP;F;superior;viuvo;812;empregado;D;50
LC_13440;admpl;SP;F;secundario;solt;13400;empregado;B;37
LC_13441;admpl;SP;F;superior;casado;5360;outros;F;61
LC_13442;inad;SP;M;superior;solt;2680;empregado;F;45
LC_13443;admpl;SP;F;posgrad;solt;678;autonomo;D;52
LC_13444;inad;SP;F;superior;solt;909;autonomo;E;34
LC_13445;admpl;SP;F;secundario;outros;2172;outros;B;34
LC_13446;inad;SP;F;secundario;casado;3128;empregado;B;64
LC_13447;admpl;SP;F;superior;solt;804;empregado;B;55
LC_13448;admpl;SP;F;superior;solt;871;autonomo;F;38
LC_13449;admpl;SP;F;primario;casado;1340;empregado;B;52
LC_13450;admpl;SP;F;secundario;casado;777;empregado;E;40
LC_13451;inad;SP;F;superior;solt;974;empregado;F;46
LC_13452;admpl;SP;F;secundario;solt;670;empregado;E;34
LC_13453;admpl;SP;F;superior;solt;804;empregado;F;57
LC_13454;admpl;SP;F;primario;viuvo;700;empregado;E;66
LC_13455;admpl;SP;M;superior;solt;737;empregado;E;60
LC_13456;admpl;SP;M;superior;casado;2412;empregado;C;35
LC_13457;admpl;SP;F;superior;casado;777;empregado;E;31
LC_13458;admpl;SP;F;secundario;casado;1340;empregado;E;48
LC_13459;admpl;SP;M;superior;solt;2680;empregado;E;40
LC_13460;admpl;SP;F;secundario;viuvo;1250;empregado;B;59
LC_13461;admpl;SP;F;superior;casado;987;outros;E;49
LC_13462;admpl;SP;M;primario;solt;1964;empregado;A;53
LC_13463;admpl;SP;F;superior;casado;552;empregado;B;33
LC_13464;inad;SP;F;secundario;solt;1587;empregado;A;30
LC_13465;admpl;SP;M;primario;solt;1206;outros;D;41
LC_13466;admpl;SP;M;superior;solt;671;empregado;E;63
LC_13467;admpl;SP;F;superior;casado;799;empregado;F;62
LC_13468;admpl;SP;F;superior;solt;1608;autonomo;F;35
LC_13469;admpl;SP;F;superior;viuvo;790;empregado;E;54
LC_13470;admpl;SP;F;primario;casado;670;empregado;E;31
LC_13471;admpl;SP;M;superior;solt;938;empregado;F;38
LC_13472;admpl;SP;F;superior;casado;1608;outros;E;56
LC_13473;admpl;SP;F;superior;casado;417;empregado;B;62
LC_13474;admpl;SP;M;superior;solt;1226;outros;E;47
LC_13475;admpl;SP;F;superior;casado;536;empregado;D;66
LC_13476;admpl;SP;M;posgrad;casado;2103;empregado;B;69
LC_13477;admpl;SP;F;secundario;viuvo;1519;empregado;B;38
LC_13478;admpl;SP;F;superior;casado;1139;outros;B;32
LC_13479;admpl;SP;F;primario;solt;536;outros;F;51
LC_13480;admpl;SP;M;superior;solt;603;outros;B;59
LC_13481;admpl;SP;F;superior;outros;10452;outros;B;33
LC_13482;admpl;SP;M;superior;solt;3350;outros;F;41
LC_13483;inad;SP;M;primario;solt;596;empregado;E;69
LC_13484;admpl;SP;M;posgrad;casado;4690;empregado;B;43
LC_13485;admpl;SP;M;superior;casado;4288;outros;C;69
LC_13486;admpl;SP;F;primario;casado;911;outros;F;39
LC_13487;inad;PR;M;secundario;solt;1058;empregado;B;54
LC_13488;admpl;SP;M;superior;solt;1527;empregado;C;50
LC_13489;admpl;SP;F;secundario;solt;2182;empregado;B;47
LC_13490;inad;SP;M;primario;solt;570;empregado;F;66
LC_13491;inad;MG;F;secundario;casado;3991;empregado;E;53
LC_13492;inad;MG;M;secundario;solt;6179;empregado;D;36
LC_13493;inad;MG;M;secundario;solt;2144;outros;D;46
LC_13494;inad;MG;M;primario;solt;2625;autonomo;F;60
LC_13495;inad;SP;M;primario;solt;1599;autonomo;A;59
LC_13496;inad;SP;M;primario;solt;1187;empregado;E;36
LC_13497;inad;SP;M;secundario;solt;2064;empregado;B;33
LC_13498;admpl;SP;M;primario;solt;1474;empregado;F;51
LC_13499;inad;SP;M;superior;solt;1053;autonomo;D;65
LC_13500;admpl;SP;F;secundario;solt;1962;empregado;B;52
LC_13501;inad;SP;M;superior;solt;2570;empregado;E;43
LC_13502;admpl;SP;M;primario;casado;1319;empregado;F;69
LC_13503;admpl;SP;F;secundario;solt;3350;outros;E;55
LC_13504;admpl;SP;M;superior;casado;2647;empregado;B;62
LC_13505;admpl;SP;F;secundario;solt;442;empregado;E;33
LC_13506;admpl;SP;M;secundario;solt;6700;outros;F;59
LC_13507;inad;SP;M;superior;casado;4154;outros;A;49
LC_13508;admpl;SP;F;secundario;solt;6700;empregado;B;49
LC_13509;admpl;SP;F;secundario;solt;1608;outros;D;51
LC_13510;inad;SP;F;superior;solt;387;empregado;B;42
LC_13511;admpl;SP;F;secundario;solt;1206;empregado;E;38
LC_13512;inad;SP;M;secundario;solt;6700;autonomo;B;31
LC_13513;inad;SP;M;secundario;solt;17991;empregado;C;56
LC_13514;inad;SP;M;superior;solt;3484;outros;A;66
LC_13515;inad;SP;M;superior;solt;3648;autonomo;F;40
LC_13516;admpl;SP;F;superior;solt;2010;outros;D;36
LC_13517;admpl;SP;M;posgrad;solt;22637;empregado;C;56
LC_13518;admpl;SP;M;secundario;solt;2105;empregado;C;30
LC_13519;admpl;SP;F;primario;divorciado;431;empregado;F;50
LC_13520;admpl;SP;F;primario;casado;482;empregado;F;37
LC_13521;inad;MG;F;secundario;solt;901;empregado;B;48
LC_13522;admpl;SP;M;secundario;solt;27544;empregado;C;39
LC_13523;admpl;SP;M;secundario;solt;3154;empregado;B;45
LC_13524;admpl;MG;M;primario;solt;3888;empregado;C;36
LC_13525;inad;SP;M;posgrad;viuvo;1608;outros;F;67
LC_13526;admpl;SP;M;superior;solt;2515;empregado;F;50
LC_13527;admpl;SP;F;superior;solt;321;outros;C;60
LC_13528;admpl;SP;M;secundario;solt;3350;outros;D;34
LC_13529;admpl;SP;M;superior;solt;1206;empregado;E;30
LC_13530;inad;MG;M;primario;solt;574;empregado;E;40
LC_13531;admpl;SP;F;superior;casado;1270;empregado;F;44
LC_13532;admpl;SP;F;secundario;solt;1609;empregado;B;70
LC_13533;admpl;SP;M;primario;solt;1340;empregado;C;41
LC_13534;inad;SP;F;primario;solt;4020;outros;B;42
LC_13535;inad;SP;F;secundario;outros;670;empregado;A;50
LC_13536;admpl;SP;M;superior;solt;1874;empregado;F;63
LC_13537;inad;MG;F;superior;casado;737;autonomo;D;45
LC_13538;inad;SP;F;primario;solt;1397;empregado;F;41
LC_13539;inad;SP;M;superior;solt;5898;empregado;D;45
LC_13540;admpl;SP;M;posgrad;casado;2237;outros;B;51
LC_13541;admpl;SP;F;superior;solt;4537;empregado;D;49
LC_13542;inad;MG;M;secundario;solt;3234;outros;B;53
LC_13543;admpl;SP;M;superior;solt;2326;outros;E;32
LC_13544;inad;MG;F;secundario;solt;483;empregado;B;45
LC_13545;inad;SP;F;secundario;casado;4181;empregado;B;60
LC_13546;admpl;SP;F;secundario;solt;4902;empregado;F;33
LC_13547;admpl;SP;F;superior;solt;1884;empregado;E;51
LC_13548;admpl;SP;F;superior;solt;3020;empregado;F;60
LC_13549;inad;SP;M;secundario;solt;2115;empregado;B;46
LC_13550;admpl;SP;M;secundario;casado;8836;empregado;C;41
LC_13551;admpl;SP;M;primario;solt;670;empregado;E;58
LC_13552;admpl;SP;F;secundario;casado;4020;empregado;B;59
LC_13553;inad;SP;M;secundario;solt;4020;outros;E;48
LC_13554;admpl;SP;F;primario;casado;3681;empregado;F;51
LC_13555;admpl;SP;F;superior;solt;3350;outros;F;49
LC_13556;inad;MG;M;superior;divorciado;1480;empregado;E;43
LC_13557;admpl;MG;M;secundario;solt;10889;empregado;F;43
LC_13558;inad;MG;M;superior;solt;1841;empregado;F;35
LC_13559;inad;MG;M;primario;solt;1217;empregado;F;47
LC_13560;admpl;SP;F;superior;solt;1340;empregado;B;33
LC_13561;inad;MG;M;secundario;casado;6502;empregado;C;56
LC_13562;admpl;SP;F;primario;solt;129;empregado;F;54
LC_13563;inad;SP;M;primario;solt;1343;empregado;F;65
LC_13564;admpl;SP;F;secundario;solt;7655;empregado;B;63
LC_13565;inad;MG;M;superior;solt;1171;empregado;E;55
LC_13566;inad;SP;M;secundario;solt;2010;autonomo;D;65
LC_13567;admpl;SP;M;superior;solt;1319;outros;F;51
LC_13568;admpl;MG;M;superior;casado;435;empregado;C;61
LC_13569;admpl;SP;M;primario;solt;2412;outros;E;57
