;IDENTIDADE;STATUS;SEXO;NATUREZA;IDADE;novaUF;novaESCOLARIDADE;novoESTCIV;novaREGIAO;lRENDA
12013;LC_13014;admpl;F;empregado;34;SP;secundario;0.solt;F;3,130333768495006
12014;LC_13015;admpl;F;empregado;53;SP;secundario;0.solt;F;3,6568644915489172
12015;LC_13016;admpl;F;empregado;57;SP;z.posgrad;0.solt;BC;3,1271047983648077
12016;LC_13017;inad;F;outros;67;SP;superior;casado;DE;3,5251744278352715
12017;LC_13018;admpl;F;outros;45;SP;secundario;0.solt;BC;3,8674674878590514
12018;LC_13019;admpl;F;outros;38;SP;primario;0.solt;F;3,3031960574204886
12019;LC_13020;admpl;F;empregado;58;SP;superior;casado;DE;3,2801228963023075
12020;LC_13021;admpl;M;empregado;40;SP;superior;casado;F;2,6464037262230695
12021;LC_13022;admpl;M;empregado;65;SP;z.posgrad;0.solt;DE;2,655138434811382
12022;LC_13023;inad;M;outros;31;SP;primario;0.solt;BC;3,3273589343863303
12023;LC_13024;admpl;M;outros;45;SP;secundario;0.solt;DE;3,0813473078041325
12024;LC_13025;admpl;M;outros;38;SP;z.posgrad;casado;DE;2,311753861055754
12025;LC_13026;inad;F;autonomo;36;SP;primario;0.solt;DE;2,7664128471123997
12026;LC_13027;inad;M;empregado;47;SP;primario;0.solt;BC;2,681241237375587
12027;LC_13028;admpl;F;empregado;69;SP;secundario;0.solt;DE;3,344195715871435
12028;LC_13029;inad;F;empregado;69;SP;secundario;0.solt;BC;3,1271047983648077
12029;LC_13030;admpl;M;empregado;51;SP;superior;0.solt;BC;3,525044807036845
12030;LC_13031;admpl;F;autonomo;63;SP;superior;0.solt;BC;3,56643749219507
12031;LC_13032;admpl;F;empregado;67;SP;secundario;0.solt;BC;2,864511081058392
12032;LC_13033;inad;F;autonomo;36;SP;secundario;0.solt;A;3,1271047983648077
12033;LC_13034;inad;F;empregado;50;SP;z.posgrad;0.solt;DE;2,9703468762300935
12034;LC_13035;admpl;M;outros;40;SP;secundario;0.solt;BC;2,606381365110605
12035;LC_13036;admpl;F;empregado;47;SP;secundario;0.solt;F;3,8260748027008264
12036;LC_13037;inad;M;autonomo;53;SP;superior;0.solt;A;3,6485551556626707
12037;LC_13038;admpl;F;empregado;59;SP;secundario;0.solt;BC;3,0453229787866576
12038;LC_13039;admpl;M;empregado;38;SP;primario;0.solt;DE;3,2182728535714475
12039;LC_13040;admpl;M;empregado;59;SP;primario;0.solt;BC;3,8260748027008264
12041;LC_13042;admpl;M;outros;64;SP;primario;0.solt;F;2,926342446625655
12042;LC_13043;admpl;F;autonomo;49;SP;superior;casado;F;2,6693168805661123
12043;LC_13044;admpl;M;empregado;31;SP;secundario;casado;DE;3,1696744340588068
12044;LC_13045;admpl;F;empregado;55;SP;primario;0.solt;F;2,6830470382388496
12045;LC_13046;admpl;F;outros;54;SP;superior;casado;DE;3,002166061756508
12046;LC_13047;inad;F;autonomo;57;SP;secundario;divorciado;F;4,127104798364807
12047;LC_13048;inad;M;outros;33;SP;superior;0.solt;F;3,505963518018126
12048;LC_13049;admpl;M;empregado;34;SP;secundario;0.solt;BC;3,872505899345925
12049;LC_13050;admpl;M;empregado;52;SP;z.posgrad;0.solt;BC;3,780317312140151
12050;LC_13051;admpl;F;outros;63;SP;primario;0.solt;BC;3,1408221801093106
12051;LC_13052;admpl;F;empregado;46;SP;secundario;casado;DE;2,780317312140151
12052;LC_13053;admpl;F;empregado;44;SP;z.posgrad;0.solt;BC;2,6627578316815743
12053;LC_13054;admpl;F;empregado;37;SP;secundario;casado;BC;3,72916478969277
12054;LC_13055;admpl;F;empregado;69;SP;secundario;casado;DE;3,002166061756508
12055;LC_13056;inad;F;empregado;40;SP;secundario;casado;DE;3,218535505216528
12056;LC_13057;admpl;F;empregado;50;SP;secundario;0.solt;F;3,030194785356751
12057;LC_13058;admpl;F;empregado;56;SP;secundario;0.solt;DE;4,030194785356751
12058;LC_13059;inad;M;outros;51;SP;primario;0.solt;BC;3,60422605308447
12059;LC_13060;inad;M;outros;51;SP;superior;casado;BC;3,1684974835230326
12061;LC_13062;inad;M;empregado;43;SP;primario;0.solt;BC;2,346352974450639
12062;LC_13063;admpl;F;empregado;52;SP;secundario;casado;DE;3,5859117103194342
12063;LC_13064;admpl;M;empregado;32;SP;secundario;0.solt;BC;3,75785134368558
12064;LC_13065;admpl;F;empregado;56;SP;secundario;casado;DE;3,0860037056183818
12065;LC_13066;admpl;M;empregado;42;SP;primario;casado;DE;2,8095597146352675
12066;LC_13067;inad;M;autonomo;40;SP;secundario;0.solt;BC;3,7898626300463816
12067;LC_13068;admpl;F;empregado;38;SP;primario;0.solt;DE;2,905256048748451
12068;LC_13069;admpl;F;empregado;61;SP;primario;casado;DE;2,7267272090265724
12069;LC_13070;admpl;F;empregado;53;SP;superior;0.solt;BC;3,094471128641645
12070;LC_13071;inad;F;empregado;59;SP;primario;0.solt;DE;2,7810369386211318
12071;LC_13072;admpl;F;empregado;70;SP;secundario;viuvo;BC;3,4385423487861106
12072;LC_13073;inad;M;empregado;52;SP;primario;0.solt;F;3,428134794028789
12073;LC_13074;admpl;F;empregado;56;SP;superior;0.solt;BC;3,60422605308447
12074;LC_13075;admpl;M;outros;36;SP;secundario;0.solt;DE;3,525044807036845
12075;LC_13076;admpl;F;outros;37;SP;superior;0.solt;DE;3,1562461903973444
12076;LC_13077;inad;M;empregado;40;SP;primario;0.solt;BC;2,429752280002408
12077;LC_13078;inad;M;empregado;44;SP;superior;casado;DE;2,9459607035775686
12078;LC_13079;inad;M;empregado;57;SP;primario;casado;BC;3,34713478291002
12079;LC_13080;inad;F;empregado;40;SP;secundario;viuvo;DE;3,137354111370733
12080;LC_13081;admpl;M;empregado;69;SP;secundario;casado;F;3,90346982850717
12081;LC_13082;admpl;F;outros;54;SP;primario;casado;DE;2,895422546039408
12082;LC_13083;inad;F;empregado;65;SP;primario;0.solt;DE;3,7377490738915573
12083;LC_13084;inad;F;empregado;53;SP;secundario;viuvo;BC;2,9020028913507296
12084;LC_13085;admpl;F;outros;63;SP;superior;0.solt;DE;3,0132586652835167
12085;LC_13086;admpl;M;empregado;70;SP;z.posgrad;0.solt;DE;3,030194785356751
12086;LC_13087;admpl;F;empregado;50;SP;secundario;casado;BC;3,9627480533586406
12087;LC_13088;admpl;M;empregado;33;SP;primario;0.solt;F;3,3031960574204886
12088;LC_13089;admpl;M;empregado;35;SP;primario;casado;F;3,1271047983648077
12089;LC_13090;admpl;F;empregado;69;SP;secundario;0.solt;DE;3,6330642726914992
12090;LC_13091;admpl;F;empregado;63;SP;primario;0.solt;F;3,0437551269686796
12091;LC_13092;inad;M;empregado;46;SP;superior;0.solt;F;3,241048150671644
12092;LC_13093;admpl;F;empregado;60;SP;secundario;0.solt;BC;4,052270596656749
12093;LC_13094;admpl;M;empregado;39;SP;secundario;0.solt;BC;3,6711728427150834
12094;LC_13095;admpl;M;empregado;58;SP;superior;0.solt;BC;3,204933522354145
12095;LC_13096;admpl;M;empregado;64;SP;z.posgrad;casado;DE;3,1271047983648077
12096;LC_13097;admpl;F;empregado;40;SP;superior;0.solt;DE;2,9827233876685453
12097;LC_13098;admpl;F;empregado;46;SP;superior;0.solt;DE;3,6144753660903954
12098;LC_13099;inad;M;outros;54;SP;secundario;0.solt;BC;3,2062860444124324
12099;LC_13100;admpl;F;empregado;45;SP;primario;0.solt;DE;2,8549130223078554
12100;LC_13101;admpl;M;empregado;60;SP;superior;0.solt;DE;2,905256048748451
12101;LC_13102;admpl;F;outros;48;SP;superior;0.solt;DE;3,3823773034681137
12102;LC_13103;admpl;M;empregado;50;SP;superior;casado;DE;3,531095546870028
12103;LC_13104;admpl;M;outros;65;SP;secundario;casado;BC;3,508664363052943
12104;LC_13105;admpl;F;empregado;53;SP;superior;0.solt;BC;2,905256048748451
12105;LC_13106;admpl;F;outros;66;SP;primario;casado;F;3,3823773034681137
12106;LC_13107;admpl;F;empregado;44;SP;primario;casado;BC;3,2062860444124324
12107;LC_13108;admpl;M;outros;47;SP;secundario;0.solt;BC;3,8260748027008264
12108;LC_13109;inad;F;outros;47;SP;superior;0.solt;BC;4,1557913523576175
12109;LC_13110;admpl;F;empregado;48;SP;secundario;casado;BC;3,346157302232008
12110;LC_13111;admpl;M;empregado;46;SP;superior;casado;DE;2,733999286538387
12111;LC_13112;admpl;M;empregado;60;SP;primario;casado;F;3,0580462303952816
12112;LC_13113;inad;M;empregado;38;SP;primario;0.solt;F;3,3031960574204886
12113;LC_13114;inad;M;empregado;66;SP;primario;0.solt;F;3,187238619831479
12114;LC_13115;inad;F;empregado;51;SP;primario;divorciado;F;3,019116290447073
12115;LC_13116;admpl;F;autonomo;66;SP;z.posgrad;0.solt;BC;2,416640507338281
12116;LC_13117;admpl;F;autonomo;64;SP;z.posgrad;viuvo;DE;3,2823955047425257
12117;LC_13118;admpl;F;empregado;69;SP;primario;0.solt;DE;2,8639173769578603
12118;LC_13119;admpl;M;outros;65;SP;superior;0.solt;DE;3,525044807036845
12119;LC_13120;admpl;F;autonomo;37;SP;z.posgrad;0.solt;F;3,0813473078041325
12120;LC_13121;inad;F;empregado;36;SP;secundario;casado;DE;2,2576785748691846
12121;LC_13122;admpl;F;empregado;34;SP;z.posgrad;0.solt;DE;3,3575537197430814
12122;LC_13123;inad;F;empregado;53;SP;primario;casado;DE;2,9595183769729982
12123;LC_13124;admpl;F;empregado;43;SP;secundario;0.solt;BC;3,243781916093795
12124;LC_13125;admpl;M;empregado;33;SP;superior;0.solt;BC;3,4058583993176366
12125;LC_13126;admpl;M;empregado;56;SP;superior;0.solt;DE;2,7067177823367587
12126;LC_13127;admpl;M;outros;38;SP;secundario;casado;F;4,231061610614955
12127;LC_13128;admpl;F;empregado;62;SP;secundario;casado;F;3,989627770745151
12128;LC_13129;admpl;F;outros;59;SP;superior;casado;BC;3,3575537197430814
12129;LC_13130;admpl;F;empregado;59;SP;secundario;0.solt;BC;3,285107029566812
12130;LC_13131;admpl;F;empregado;58;SP;z.posgrad;casado;DE;3,2949069106051923
12131;LC_13132;admpl;M;outros;63;SP;superior;casado;DE;3,60422605308447
12132;LC_13133;admpl;F;empregado;31;SP;secundario;0.solt;DE;3,5420781463356255
12133;LC_13134;admpl;M;empregado;62;SP;z.posgrad;0.solt;DE;2,8260748027008264
12134;LC_13135;admpl;M;outros;41;SP;superior;0.solt;F;3,2355284469075487
12135;LC_13136;admpl;F;empregado;40;SP;z.posgrad;0.solt;F;3,3312247810207323
12136;LC_13137;admpl;F;empregado;56;SP;secundario;0.solt;BC;3,3025473724874854
12137;LC_13138;admpl;F;empregado;56;SP;superior;0.solt;F;3,519696767159853
12138;LC_13139;inad;F;empregado;30;SP;secundario;divorciado;BC;3,2177470732627937
12139;LC_13140;inad;F;empregado;38;SP;primario;0.solt;BC;2,2095150145426308
12140;LC_13141;inad;M;autonomo;44;SP;superior;0.solt;F;2,9858753573083936
12141;LC_13142;admpl;F;empregado;57;SP;superior;0.solt;BC;3,60422605308447
12142;LC_13143;admpl;F;empregado;63;SP;secundario;0.solt;BC;3,2268575702887237
12143;LC_13144;admpl;F;empregado;69;NOSP;primario;0.solt;F;3,6110857334148725
12144;LC_13145;admpl;F;outros;55;SP;superior;casado;F;3,459543258280413
12145;LC_13146;admpl;F;empregado;68;SP;superior;0.solt;DE;3,3575537197430814
12146;LC_13147;admpl;M;empregado;51;SP;primario;0.solt;F;3,248463717551032
12147;LC_13148;admpl;F;empregado;49;SP;superior;0.solt;BC;3,060320028688285
12148;LC_13149;admpl;M;empregado;47;SP;superior;0.solt;DE;3,1271047983648077
12149;LC_13150;admpl;F;empregado;47;SP;secundario;casado;BC;3,680426170858145
12150;LC_13151;admpl;F;empregado;48;SP;secundario;0.solt;F;3,72916478969277
12151;LC_13152;inad;F;empregado;66;SP;secundario;0.solt;BC;3,473778834646725
12152;LC_13153;admpl;M;autonomo;68;SP;secundario;0.solt;BC;3,905256048748451
12153;LC_13154;admpl;F;empregado;39;SP;superior;0.solt;DE;3,2092468487533736
12154;LC_13155;admpl;M;empregado;48;SP;primario;0.solt;DE;2,6711728427150834
12155;LC_13156;admpl;F;outros;43;SP;secundario;casado;BC;2,905256048748451
12156;LC_13157;admpl;F;outros;51;SP;secundario;casado;BC;3,5742628297070267
12157;LC_13158;admpl;F;empregado;58;SP;secundario;casado;BC;3,496237545166735
12158;LC_13159;inad;M;empregado;69;SP;superior;0.solt;BC;3,525044807036845
12159;LC_13160;inad;F;autonomo;44;SP;superior;0.solt;DE;2,978180516937414
12160;LC_13161;admpl;F;empregado;35;SP;secundario;casado;BC;3,694605198933569
12161;LC_13162;admpl;M;empregado;44;SP;superior;0.solt;DE;4,012162067970823
12162;LC_13163;admpl;F;empregado;53;SP;secundario;0.solt;BC;3,60422605308447
12163;LC_13164;inad;M;empregado;64;SP;superior;0.solt;BC;3,3823773034681137
12164;LC_13165;admpl;F;outros;31;SP;primario;casado;DE;2,9148718175400505
12165;LC_13166;admpl;M;empregado;62;SP;superior;viuvo;DE;3,6602012013806817
12166;LC_13167;inad;M;empregado;66;SP;superior;0.solt;F;3,428134794028789
12167;LC_13168;admpl;F;empregado;62;SP;z.posgrad;0.solt;DE;2,905256048748451
12168;LC_13169;inad;M;outros;61;SP;secundario;0.solt;BC;4,2957649612297715
12169;LC_13170;admpl;F;outros;37;SP;secundario;casado;BC;2,905256048748451
12170;LC_13171;admpl;F;autonomo;55;SP;superior;casado;BC;3,1264561134318045
12171;LC_13172;admpl;M;outros;39;SP;secundario;casado;BC;3,5599066250361124
12172;LC_13173;admpl;F;empregado;68;SP;primario;0.solt;DE;2,5185139398778875
12173;LC_13174;admpl;F;outros;48;SP;primario;0.solt;BC;3,2022157758011316
12174;LC_13175;admpl;F;empregado;66;SP;secundario;0.solt;BC;2,8260748027008264
12175;LC_13176;inad;F;autonomo;43;SP;superior;divorciado;DE;2,974971994298069
12176;LC_13177;admpl;F;empregado;51;SP;secundario;casado;BC;3,4730488050885375
12177;LC_13178;admpl;F;empregado;47;SP;z.posgrad;0.solt;BC;3,5082603055123345
12178;LC_13179;inad;F;empregado;34;SP;secundario;casado;BC;3,137986732723532
12179;LC_13180;admpl;M;empregado;62;SP;z.posgrad;0.solt;DE;3,248218561190075
12180;LC_13181;admpl;M;empregado;43;SP;primario;0.solt;DE;2,694605198933569
12181;LC_13182;inad;M;outros;44;NOSP;primario;0.solt;BC;3,5110808455391185
12182;LC_13183;admpl;F;empregado;51;SP;secundario;0.solt;DE;2,9872192299080047
12183;LC_13184;inad;F;autonomo;47;SP;primario;casado;A;3,3575537197430814
12184;LC_13185;admpl;F;empregado;36;SP;primario;0.solt;DE;3,4891143693789193
12186;LC_13187;admpl;M;empregado;61;SP;primario;casado;DE;3,000867721531227
12187;LC_13188;admpl;M;empregado;65;SP;superior;0.solt;BC;3,505421327583281
12189;LC_13190;admpl;M;outros;36;SP;superior;casado;DE;2,8260748027008264
12190;LC_13191;admpl;M;empregado;32;SP;superior;0.solt;BC;3,2062860444124324
12191;LC_13192;admpl;F;empregado;60;SP;superior;0.solt;DE;2,714329759745233
12192;LC_13193;admpl;M;empregado;62;SP;secundario;0.solt;BC;3,7015679850559273
12193;LC_13194;admpl;F;empregado;53;SP;secundario;viuvo;DE;3,459543258280413
12194;LC_13195;inad;M;empregado;59;SP;secundario;0.solt;BC;3,969928189428116
12195;LC_13196;inad;M;empregado;35;SP;z.posgrad;0.solt;BC;2,979092900638326
12196;LC_13197;admpl;F;empregado;66;SP;superior;casado;BC;3,0565237240791006
12197;LC_13198;admpl;F;outros;38;SP;superior;0.solt;DE;3,555215405126073
12198;LC_13199;admpl;M;autonomo;40;SP;superior;0.solt;DE;2,9722028383790646
12199;LC_13200;admpl;F;outros;40;SP;secundario;0.solt;BC;4,025100961046814
12200;LC_13201;admpl;M;empregado;38;SP;superior;0.solt;DE;3,5854607295085006
12201;LC_13202;admpl;F;empregado;65;SP;superior;casado;F;3,3823773034681137
12202;LC_13203;admpl;M;outros;40;SP;superior;0.solt;BC;3,1351326513767748
12203;LC_13204;admpl;M;outros;58;SP;secundario;0.solt;BC;3,569373909615046
12204;LC_13205;admpl;M;empregado;68;SP;secundario;0.solt;BC;3,45484486000851
12205;LC_13206;admpl;F;empregado;64;SP;secundario;0.solt;DE;3,0382226383687185
12206;LC_13207;admpl;F;empregado;55;SP;superior;viuvo;BC;3,6711728427150834
12207;LC_13208;admpl;M;outros;32;SP;z.posgrad;casado;DE;3,6595359071542166
12208;LC_13209;admpl;F;outros;42;SP;superior;0.solt;BC;3,428134794028789
12209;LC_13210;admpl;F;empregado;36;SP;superior;viuvo;DE;2,74350976472843
12210;LC_13211;admpl;M;outros;31;SP;superior;casado;DE;3,0056094453602804
12211;LC_13212;admpl;M;outros;60;SP;secundario;casado;F;3,2062860444124324
12212;LC_13213;admpl;M;outros;33;SP;secundario;casado;BC;2,952792443044092
12213;LC_13214;admpl;F;empregado;43;SP;secundario;0.solt;BC;3,7932314470565207
12214;LC_13215;admpl;M;empregado;52;SP;secundario;0.solt;BC;4,207338095288357
12215;LC_13216;admpl;M;empregado;65;SP;secundario;viuvo;BC;3,2732328340430454
12216;LC_13217;admpl;M;empregado;57;SP;primario;0.solt;F;2,8260748027008264
12217;LC_13218;inad;M;empregado;68;NOSP;secundario;0.solt;BC;3,603144372620182
12218;LC_13219;inad;F;autonomo;41;SP;superior;divorciado;BC;3,603144372620182
12219;LC_13220;admpl;M;empregado;64;SP;z.posgrad;0.solt;F;3,316808752053022
12220;LC_13221;inad;M;empregado;63;SP;primario;0.solt;BC;3,2732328340430454
12221;LC_13222;admpl;F;empregado;46;SP;superior;casado;F;2,6711728427150834
12222;LC_13223;admpl;F;outros;46;SP;secundario;0.solt;DE;3,2062860444124324
12223;LC_13224;admpl;M;empregado;40;SP;primario;0.solt;F;2,962369335670021
12224;LC_13225;admpl;F;empregado;43;SP;superior;casado;DE;2,6830470382388496
12225;LC_13226;admpl;M;outros;59;SP;superior;casado;BC;3,8260748027008264
12226;LC_13227;inad;F;empregado;38;SP;primario;0.solt;DE;1,8573324964312685
12227;LC_13228;admpl;F;empregado;62;SP;superior;casado;DE;2,72916478969277
12228;LC_13229;admpl;F;empregado;52;SP;secundario;0.solt;BC;3,780317312140151
12229;LC_13230;admpl;M;empregado;50;SP;z.posgrad;0.solt;DE;3,469527479187014
12230;LC_13231;admpl;F;empregado;38;SP;secundario;0.solt;DE;2,807535028068853
12231;LC_13232;admpl;F;outros;36;SP;superior;casado;BC;3,019116290447073
12232;LC_13233;admpl;F;empregado;52;SP;secundario;casado;BC;3,6534054906645013
12233;LC_13234;admpl;F;empregado;43;SP;secundario;0.solt;F;3,97377419397058
12234;LC_13235;admpl;M;outros;47;SP;primario;0.solt;F;3,1684974835230326
12235;LC_13236;admpl;F;empregado;38;SP;secundario;0.solt;BC;3,4303975913869666
12236;LC_13237;admpl;M;empregado;63;SP;superior;0.solt;BC;3,241048150671644
12237;LC_13238;admpl;F;outros;55;SP;secundario;0.solt;BC;2,916453948549925
12238;LC_13239;inad;F;empregado;32;SP;secundario;0.solt;BC;4,104896629948965
12239;LC_13240;admpl;M;empregado;42;SP;superior;0.solt;DE;3,374565060722765
12240;LC_13241;inad;F;empregado;60;SP;secundario;casado;DE;3,5467893516312583
12241;LC_13242;admpl;F;autonomo;33;SP;superior;casado;DE;3,3312247810207323
12242;LC_13243;admpl;M;empregado;56;SP;secundario;0.solt;BC;3,706888394981618
12243;LC_13244;inad;F;empregado;57;SP;superior;divorciado;BC;3,5096057046115563
12244;LC_13245;admpl;M;empregado;70;SP;z.posgrad;0.solt;F;3,6695957810243134
12245;LC_13246;admpl;F;outros;56;SP;primario;viuvo;DE;2,859138297294531
12246;LC_13247;admpl;M;outros;64;SP;superior;0.solt;DE;3,6443400988263224
12247;LC_13248;admpl;F;empregado;40;SP;secundario;casado;BC;3,925621454790829
12248;LC_13249;admpl;F;empregado;59;SP;superior;casado;DE;2,989894563718773
12249;LC_13250;admpl;M;empregado;57;SP;primario;0.solt;BC;3,1956229435869368
12250;LC_13251;admpl;F;autonomo;43;SP;superior;casado;DE;2,9400181550076634
12251;LC_13252;inad;F;empregado;52;SP;primario;viuvo;F;2,9929950984313414
12252;LC_13253;admpl;F;empregado;57;SP;secundario;viuvo;BC;3,3031960574204886
12253;LC_13254;admpl;F;outros;50;SP;superior;0.solt;BC;3,525044807036845
12254;LC_13255;admpl;F;empregado;33;SP;secundario;casado;BC;3,359076226059263
12255;LC_13256;admpl;F;empregado;68;SP;z.posgrad;viuvo;BC;3,2612628687924934
12256;LC_13257;admpl;M;empregado;56;SP;superior;0.solt;DE;3,3823773034681137
12257;LC_13258;admpl;M;outros;46;SP;secundario;casado;BC;2,8260748027008264
12258;LC_13259;admpl;M;empregado;54;SP;primario;0.solt;F;3,164352855784437
12259;LC_13260;admpl;M;outros;44;SP;z.posgrad;0.solt;F;3,72916478969277
12260;LC_13261;admpl;M;outros;58;SP;superior;0.solt;F;3,6322547766847135
12261;LC_13262;admpl;M;empregado;62;SP;secundario;casado;BC;3,8627870982353443
12262;LC_13263;admpl;M;outros;57;SP;z.posgrad;0.solt;DE;3,60422605308447
12263;LC_13264;admpl;F;empregado;67;SP;superior;0.solt;DE;3,09725730969342
12264;LC_13265;admpl;F;empregado;54;SP;superior;0.solt;DE;2,800717078282385
12265;LC_13266;admpl;M;outros;39;SP;primario;0.solt;F;3,3823773034681137
12266;LC_13267;admpl;M;empregado;40;SP;primario;0.solt;DE;3,2062860444124324
12267;LC_13268;admpl;F;outros;59;SP;primario;0.solt;DE;3,5284024379536176
12268;LC_13269;admpl;F;empregado;66;SP;primario;casado;BC;3,106870544478654
12269;LC_13270;admpl;M;empregado;37;SP;primario;0.solt;F;3,2022157758011316
12270;LC_13271;admpl;F;empregado;39;SP;secundario;0.solt;BC;3,1271047983648077
12271;LC_13272;admpl;M;empregado;36;SP;secundario;casado;BC;2,8260748027008264
12272;LC_13273;admpl;F;empregado;67;SP;secundario;0.solt;BC;3,5341530741850624
12273;LC_13274;admpl;M;empregado;45;SP;primario;0.solt;F;2,82020145948564
12274;LC_13275;admpl;F;empregado;61;SP;secundario;casado;DE;3,1684974835230326
12275;LC_13276;admpl;M;empregado;41;SP;superior;casado;BC;3,6035773681514667
12276;LC_13277;admpl;F;empregado;38;SP;secundario;casado;BC;3,2116544005531824
12277;LC_13278;admpl;F;empregado;41;SP;secundario;0.solt;BC;3,7845459740545224
12278;LC_13279;admpl;M;empregado;68;SP;superior;0.solt;F;2,8027737252919755
12280;LC_13281;admpl;M;empregado;61;SP;secundario;0.solt;DE;3,60422605308447
12281;LC_13282;admpl;M;empregado;57;SP;superior;0.solt;F;3,1271047983648077
12282;LC_13283;admpl;M;empregado;60;SP;primario;0.solt;F;3,0962145853464054
12283;LC_13284;admpl;M;empregado;57;SP;superior;0.solt;F;2,9689496809813427
12284;LC_13285;admpl;M;empregado;56;SP;superior;casado;BC;3,085290578230065
12285;LC_13286;admpl;M;outros;38;SP;superior;casado;BC;3,6953065224318027
12286;LC_13287;admpl;F;outros;37;SP;secundario;0.solt;BC;3,2732328340430454
12287;LC_13288;inad;F;empregado;65;SP;secundario;casado;BC;3,132899769944483
12288;LC_13289;inad;M;outros;67;SP;superior;0.solt;A;4,303196057420489
12289;LC_13290;inad;M;outros;43;SP;secundario;0.solt;BC;3,397070549959409
12290;LC_13291;admpl;F;empregado;30;SP;secundario;0.solt;BC;3,6711728427150834
12291;LC_13292;admpl;F;outros;58;SP;superior;casado;DE;3,2342641243787895
12292;LC_13293;admpl;M;empregado;64;SP;superior;casado;F;2,7234556720351857
12293;LC_13294;inad;M;empregado;63;SP;superior;0.solt;BC;2,60959440922522
12294;LC_13295;inad;M;empregado;57;SP;secundario;0.solt;BC;3,3211840273023143
12295;LC_13296;admpl;M;empregado;70;SP;secundario;0.solt;DE;3,2420442393695508
12296;LC_13297;inad;F;empregado;51;SP;superior;divorciado;F;2,9618954736678504
12297;LC_13298;admpl;F;empregado;49;SP;superior;0.solt;DE;3,3364597338485296
12298;LC_13299;admpl;M;empregado;42;SP;primario;0.solt;F;2,9689496809813427
12299;LC_13300;admpl;F;empregado;56;SP;primario;0.solt;F;2,9722028383790646
12300;LC_13301;admpl;M;empregado;39;SP;secundario;0.solt;DE;3,3823773034681137
12301;LC_13302;admpl;F;empregado;52;SP;superior;0.solt;BC;3,428134794028789
12302;LC_13303;inad;M;empregado;39;SP;superior;0.solt;BC;2,450249108319361
12303;LC_13304;admpl;M;empregado;53;SP;superior;0.solt;F;3,020775488193558
12304;LC_13305;admpl;F;empregado;34;SP;secundario;0.solt;BC;3,030194785356751
12305;LC_13306;admpl;F;empregado;43;SP;superior;casado;F;2,893206753059848
12306;LC_13307;inad;F;empregado;62;SP;secundario;0.solt;BC;3,858537197569639
12307;LC_13308;admpl;F;empregado;56;SP;secundario;0.solt;BC;3,5220528008688223
12309;LC_13310;admpl;M;empregado;60;SP;secundario;0.solt;F;3,8260748027008264
12310;LC_13311;inad;M;empregado;41;SP;secundario;0.solt;BC;3,826139617935915
12311;LC_13312;inad;F;autonomo;46;SP;primario;casado;DE;3,0813473078041325
12312;LC_13313;admpl;M;empregado;54;SP;primario;0.solt;F;3,0569048513364727
12313;LC_13314;admpl;M;empregado;65;SP;secundario;0.solt;BC;3,227629649571009
12314;LC_13315;admpl;M;outros;67;SP;secundario;0.solt;DE;3,637489729512511
12315;LC_13316;inad;M;outros;42;SP;secundario;0.solt;BC;3,8260748027008264
12316;LC_13317;inad;M;autonomo;58;SP;secundario;0.solt;F;3,1248301494138593
12317;LC_13318;admpl;F;empregado;64;SP;superior;0.solt;F;3,241048150671644
12318;LC_13319;admpl;F;empregado;61;SP;superior;0.solt;DE;2,494154594018443
12319;LC_13320;admpl;F;empregado;69;NOSP;superior;casado;BC;3,340047317661393
12320;LC_13321;admpl;M;empregado;54;SP;superior;0.solt;DE;3,4787107555127594
12321;LC_13322;inad;F;autonomo;43;SP;primario;divorciado;DE;3,103803720955957
12322;LC_13323;admpl;M;outros;33;SP;superior;0.solt;F;3,6711728427150834
12323;LC_13324;admpl;M;outros;37;SP;secundario;0.solt;BC;4,0813473078041325
12324;LC_13325;admpl;M;empregado;42;SP;secundario;0.solt;BC;3,1470576710283598
12325;LC_13326;admpl;F;outros;31;SP;superior;0.solt;DE;3,3226327116922234
12326;LC_13327;inad;M;empregado;36;SP;primario;0.solt;BC;2,593286067020457
12327;LC_13328;admpl;M;empregado;55;SP;primario;0.solt;BC;3,428134794028789
12328;LC_13329;admpl;M;outros;59;SP;secundario;0.solt;F;3,3031960574204886
12329;LC_13330;admpl;F;empregado;33;SP;secundario;casado;BC;2,833784374656479
12330;LC_13331;admpl;F;empregado;61;SP;secundario;casado;BC;3,6245914591268478
12331;LC_13332;inad;M;empregado;62;NOSP;secundario;0.solt;F;3,085290578230065
12332;LC_13333;admpl;F;empregado;55;SP;secundario;divorciado;BC;3,525044807036845
12333;LC_13334;admpl;M;outros;48;SP;primario;casado;DE;2,8260748027008264
12334;LC_13335;admpl;F;empregado;37;SP;primario;0.solt;DE;3,192846115188842
12335;LC_13336;admpl;M;autonomo;48;SP;primario;0.solt;F;3,1271047983648077
12336;LC_13337;admpl;F;empregado;67;SP;secundario;0.solt;F;3,241048150671644
12337;LC_13338;admpl;F;empregado;44;SP;secundario;0.solt;BC;2,942008053022313
12338;LC_13339;admpl;F;empregado;56;SP;superior;casado;BC;3,428134794028789
12339;LC_13340;inad;M;autonomo;44;NOSP;primario;0.solt;A;2,506505032404872
12340;LC_13341;inad;F;autonomo;60;SP;primario;0.solt;A;3,502700175310563
12341;LC_13342;inad;F;empregado;45;SP;superior;casado;DE;3,1335389083702174
