no_contrato;status_contrato;data_inicio;idade;num_dependentes;renda_mensal_reais;fracao_mes;prazo_emprestimo;fracao_a_vista;socio1_empregado0;educ_2ograu_maximo;educ_pos_maximo;sexo_m1_f0;cheques_pre_datados;geladeira;maquina_lavaroupa;regiao;filial;atraso;tipo_atraso;tipo_registro
D12202744;encerrado;21/05/2002;38;2;7200;0,03;1;0,37;0;0;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202745;encerrado;06/12/2003;25;6;3600;1;2;0,54;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202746;encerrado;06/10/2002;38;0;13500;0,03;1;0,28;0;0;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202747;exec_garantia;23/01/2003;32;0;7200;0,03;2;0,49;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202748;encerrado;04/12/2003;27;1;5400;0,03;2;0,37;0;0;1;1;0;1;0;DF;Brasilia;1;1;teste
D12202749;encerrado;20/04/2002;40;0;8100;0,03;1;0,23;0;0;1;1;1;1;0;DF;Brasilia;1;1;teste
D12202750;encerrado;17/01/2003;45;3;9000;0,03;1,5;0,09;0;0;0;1;0;1;0;DF;Brasilia;0;0;teste
D12202751;ativo;;26;0;5400;0,03;2;0,16;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202752;encerrado;11/07/2002;44;2;18836,1;0,03;1,5;0,32;0;0;1;1;1;1;1;DF;Brasilia;0;0;teste
D12202755;encerrado;27/06/2002;31;3;6300;0,03;1;0,34;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202756;encerrado;26/04/2003;35;0;4500;0,03;2;0,42;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202757;encerrado;06/04/2002;32;2;10800;0,03;1;0,41;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202758;encerrado;12/05/2002;39;4;9000;0,03;1;0,4;0;1;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202759;encerrado;21/07/2002;50;3;5400;0,03;1;0,41;0;1;0;0;1;1;0;DF;Brasilia;1;1;teste
D12202760;encerrado;06/04/2002;29;0;18000;0,03;1;0,33;0;0;0;0;1;1;0;DF;Brasilia;0;0;teste
D12202761;encerrado;28/01/2004;33;3;4500;0,03;1,5;0,32;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202762;encerrado;06/12/2002;48;2;8280;0,03;1;0,36;0;1;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202763;encerrado;15/11/2002;50;2;4500;0,03;1,5;0,32;0;1;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202764;encerrado;12/05/2002;40;3;9000;0,03;1;0,57;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202765;encerrado;16/05/2002;29;2;4500;0,03;1;0,38;0;1;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202768;encerrado;05/12/2003;36;5;4860;0,03;2;0,34;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202769;encerrado;23/05/2003;33;0;4500;0,03;2;0,31;0;0;1;1;0;1;1;DF;Brasilia;1;1;teste
D12202770;encerrado;18/02/2003;23;0;4500;0,03;1;0,37;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202771;encerrado;03/05/2002;37;3;4500;0,03;1;0,49;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202772;ativo;;28;1;6300;0,03;2;0,33;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202773;exec_retomada;;30;0;4500;0,03;2;0,29;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202774;exec_garantia;16/08/2001;32;2;7200;0,03;1;0,51;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202775;encerrado;03/07/2004;31;9;7200;0,03;1;0,39;0;1;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202776;encerrado;09/05/2003;38;2;6581,7;0,03;2;0,31;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202777;encerrado;13/07/2002;60;4;11700;0,03;1,5;0,33;0;1;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202778;encerrado;21/01/2002;35;2;4500;0,03;1;0,52;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202779;encerrado;26/05/2002;39;3;9000;0,03;1;0,39;0;0;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202780;encerrado;23/05/2002;32;1;5400;0,03;1;0,5;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202781;encerrado;19/06/2003;31;4;4590;0,03;2;0,3;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202782;encerrado;23/05/2002;41;2;9900;0,03;1;0,52;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202783;encerrado;24/07/2002;48;2;13500;0,03;1;0,4;0;0;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202785;encerrado;22/07/2002;30;1;18000;0,03;1;0,4;0;0;1;1;1;1;1;DF;Brasilia;0;0;teste
D12202786;encerrado;09/09/2002;35;4;9000;0,03;1;0,39;0;1;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202787;encerrado;24/07/2002;48;0;7429,5;0,03;1;0,39;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202788;encerrado;25/06/2002;44;3;9000;0,03;1;0,38;0;0;0;0;0;1;0;DF;Brasilia;1;1;teste
D12202789;encerrado;27/09/2002;34;4;7200;0,03;1;0,5;0;0;0;0;0;1;1;DF;Brasilia;1;1;teste
D12202790;encerrado;09/05/2002;27;0;5400;0,03;1;0,4;0;0;1;1;0;1;1;DF;Brasilia;1;1;teste
D12202791;encerrado;31/07/2003;52;1;7200;0,03;1,5;0,52;0;1;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202792;encerrado;23/01/2003;27;0;9000;0,03;1,5;0,25;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202793;encerrado;06/01/2003;43;2;7505,1;0,03;2;0,18;0;1;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202794;encerrado;25/05/2002;30;3;5400;0,03;1;0,53;0;1;0;0;1;1;1;DF;Brasilia;0;0;teste
D12202795;encerrado;07/09/2002;26;2;5400;1;1,08;0,46;0;0;0;1;0;1;1;DF;Brasilia;0;0;teste
D12202805;encerrado;27/06/2002;33;3;6300;0,03;1;0,39;0;1;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202806;encerrado;28/07/2002;24;6;8100;0,03;1;0,36;0;0;0;1;0;1;1;DF;Brasilia;0;0;teste
D12202807;encerrado;24/07/2002;48;3;9000;0,03;1;0,4;0;0;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202808;encerrado;06/05/2002;22;5;5400;0,03;1;0,36;0;0;1;1;0;0;0;DF;Brasilia;1;1;teste
D12202809;encerrado;12/11/2002;27;0;5400;0,03;1;0,4;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202810;encerrado;31/07/2003;43;1;7200;0,03;1,5;0,52;0;0;0;0;1;1;0;DF;Brasilia;0;0;teste
D12202811;encerrado;24/07/2002;29;1;5400;0,03;1;0,4;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202812;encerrado;30/12/2002;46;2;7200;0,03;1,5;0,35;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202814;encerrado;24/07/2002;33;2;7200;1;1;0,39;0;1;0;1;1;0;1;DF;Brasilia;0;0;teste
D12202815;exec_garantia;26/02/2002;36;0;9900;0,03;2;0,34;0;1;0;1;0;1;0;DF;Brasilia;0;0;teste
D12202816;encerrado;22/04/2003;52;2;7200;0,03;2;0,18;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202817;encerrado;24/06/2002;55;2;21600;0,03;1;0,29;0;0;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202818;encerrado;07/11/2002;44;0;4500;0,03;1;0,33;0;0;0;0;1;1;0;DF;Brasilia;0;0;teste
D12202819;encerrado;22/07/2002;42;2;10800;0,03;1;0,35;0;0;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202820;ativo;;31;0;4500;0,03;2;0,33;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202821;encerrado;28/07/2002;28;0;10800;0,03;1;0,39;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202822;encerrado;26/07/2002;36;3;5400;0,03;1;0,39;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202823;encerrado;25/06/2002;22;0;8100;0,03;1;0,4;0;0;0;1;0;1;0;DF;Brasilia;0;0;teste
D12202824;encerrado;26/07/2002;27;0;10800;0,03;1;0,39;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202825;encerrado;23/06/2002;22;0;7200;0,03;1;0,39;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202826;encerrado;02/08/2003;23;0;5400;0,03;1,5;0,37;0;1;0;0;1;1;0;DF;Brasilia;0;0;teste
D12202827;encerrado;07/09/2002;28;1;5400;0,03;1;0,4;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202828;encerrado;24/07/2002;25;0;7200;0,17;1;0,4;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202829;encerrado;27/05/2002;28;0;7200;0,03;1;0,75;0;1;0;1;0;1;0;DF;Brasilia;0;0;teste
D12202830;encerrado;07/03/2003;52;4;6300;0,03;2;0,37;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202832;encerrado;31/07/2003;35;6;4500;0,03;1,5;0,29;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202833;encerrado;02/08/2003;21;2;5850;0,03;1,5;0,28;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202834;encerrado;20/04/2004;30;4;9000;0,03;1;0,4;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202836;encerrado;07/10/2003;41;3;5823;0,03;2;0,32;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202837;encerrado;07/09/2002;40;3;9000;0,03;1;0,4;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202838;encerrado;31/07/2002;29;0;7200;0,03;1;0,4;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202839;encerrado;07/12/2002;47;2;9000;0,03;1;0,4;0;0;1;1;1;0;0;DF;Brasilia;1;1;teste
D12202840;encerrado;16/09/2002;33;3;6300;0,03;1;0,39;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202841;encerrado;29/10/2002;31;4;6750;0,03;1;0,39;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202842;encerrado;15/08/2002;34;3;7425,9;1,03;1;0,53;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202843;encerrado;27/09/2002;49;5;6300;0,03;1;0,39;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202844;encerrado;09/02/2002;27;7;6300;0,03;1;0,39;1;0;1;1;0;0;0;DF;Brasilia;1;1;teste
D12202845;encerrado;13/08/2002;42;4;6668,1;0,03;1;0,5;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202846;encerrado;28/08/2002;22;3;10395,9;1,03;1;0,35;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202847;encerrado;10/05/2003;23;3;5400;0,03;1;0,39;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202848;encerrado;27/07/2002;28;0;6300;0,03;1,5;0,33;0;1;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202849;exec_garantia;17/12/2001;55;3;7200;0,03;1;0,37;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202850;encerrado;25/06/2002;38;4;6750;0,03;1;0,35;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202853;encerrado;03/10/2006;55;3;4950;0,03;2;0,13;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202854;encerrado;29/05/2003;34;2;6300;0,17;2;0,25;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202855;exec_garantia;18/03/2002;22;2;13500;0,03;1,5;0,49;0;0;0;1;0;0;0;DF;Brasilia;0;0;teste
D12202857;encerrado;08/11/2003;28;4;9000;0,03;1,5;0,34;0;0;1;1;0;0;0;DF;Brasilia;1;1;teste
D12202858;encerrado;28/09/2003;36;3;5400;0,03;2;0,26;0;0;0;1;1;1;1;DF;Brasilia;1;1;teste
D12202859;encerrado;01/03/2003;27;4;4500;0,03;1,5;0,43;0;1;0;1;0;0;0;DF;Brasilia;0;0;teste
D12202861;encerrado;02/01/2004;34;2;18000;0,03;1,5;0,31;0;0;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202862;encerrado;26/06/2002;26;3;12269,7;0,03;1;0,35;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202863;encerrado;25/06/2003;46;2;4500;0,03;2;0,2;0;0;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202864;encerrado;26/06/2002;21;2;4500;0,03;1;0,43;0;1;0;0;0;1;1;DF;Brasilia;1;1;teste
D12202865;exec_retomada;;46;4;6300;0,03;2;0,17;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202866;encerrado;09/09/2002;40;3;11151,9;1,03;1;0,35;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202867;encerrado;22/07/2002;32;2;6300;0,03;1;0,39;0;0;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202868;encerrado;08/11/2002;52;2;6380,1;1,03;1;0,38;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202869;encerrado;17/01/2003;53;2;24300;0,03;1,5;0,28;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202870;exec_garantia;28/06/2002;28;1;17100;1,03;2;0,19;0;0;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202871;encerrado;17/06/2002;50;0;9000;0,03;1;0,38;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202875;encerrado;28/08/2002;27;2;5400;0,03;1;0,4;0;0;1;1;1;0;0;DF;Brasilia;0;0;teste
D12202876;encerrado;23/07/2002;30;2;6593,4;0,03;1;0,5;0;1;0;0;0;0;0;DF;Brasilia;1;1;teste
D12202877;encerrado;16/09/2002;43;1;7013,7;1,03;1;0,39;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202878;encerrado;09/08/2002;24;1;6345;0,03;1;0,35;0;0;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202879;encerrado;09/02/2002;25;1;7065;0,03;1;0,35;0;0;0;1;0;1;1;DF;Brasilia;0;0;teste
D12202880;exec_garantia;19/04/2002;50;2;11700;1,03;2;0,57;0;0;0;0;0;1;0;DF;Brasilia;1;1;teste
D12202881;exec_garantia;12/12/2002;53;0;11617,2;0,03;2;0,16;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202882;encerrado;18/08/2003;31;1;4050;0,03;2;0,38;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202883;encerrado;24/07/2002;36;3;5400;0,03;1;0,4;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202884;encerrado;29/07/2002;55;1;4977;1,03;1;0,5;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202885;encerrado;09/09/2002;44;2;4500;0,03;1;0,62;0;0;0;0;1;0;0;DF;Brasilia;1;1;teste
D12202886;encerrado;27/01/2003;21;1;27720;0,03;1,5;0,22;0;0;0;0;1;1;1;DF;Brasilia;0;0;teste
D12202887;encerrado;31/07/2003;53;2;15618,6;0,03;2;0,2;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202888;encerrado;07/12/2003;24;1;4500;0,03;2;0,41;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202889;encerrado;31/07/2003;21;2;5400;0,03;2;0,39;0;0;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202891;exec_retomada;;48;4;6300;0,1;2;0,35;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202892;encerrado;15/08/2003;22;1;5400;0,03;2;0,29;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202893;exec_garantia;14/07/2002;51;4;8639,1;0,03;2;0,34;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202894;exec_garantia;04/07/2003;52;5;5547,6;1,03;2;0,26;0;1;0;1;1;1;1;DF;Brasilia;1;1;teste
D12202896;encerrado;29/07/2002;45;3;6413,4;1,03;1;0,5;0;0;0;1;0;0;0;DF;Brasilia;0;0;teste
D12202897;encerrado;13/07/2002;24;4;7200;0,03;1;0,48;0;0;0;0;0;1;0;DF;Brasilia;1;1;teste
D12202898;encerrado;19/04/2006;33;4;5534,1;0,03;2;0,2;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202899;encerrado;24/07/2002;26;1;10350;0,03;1;0,49;0;0;1;1;1;1;1;DF;Brasilia;0;0;teste
D12202900;encerrado;26/08/2003;37;3;4500;0,03;2;0,37;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202901;encerrado;18/07/2002;49;3;8550;0,03;1;0,32;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202902;exec_garantia;01/09/2002;42;1;2700;0,03;2;0,63;0;1;0;0;0;0;0;DF;Brasilia;1;1;teste
D12202903;exec_garantia;22/08/2002;36;8;13500;0,03;2;0,34;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202904;encerrado;17/02/2003;48;2;4950;0,03;1,5;0,27;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202905;encerrado;01/05/2003;35;2;5850;0,03;2;0,35;0;1;0;0;0;1;1;DF;Brasilia;1;1;teste
D12202906;encerrado;08/02/2003;22;7;9000;0,03;2;0,43;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202907;encerrado;18/10/2002;30;1;4500;0,03;1,5;0,4;0;1;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202908;encerrado;09/12/2002;55;3;3600;0,03;1;0,49;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202909;encerrado;03/09/2004;22;3;4500;0,03;2;0,38;0;0;1;0;0;0;0;DF;Brasilia;0;0;teste
D12202910;exec_retomada;;43;3;5472,9;0,03;2,5;0,3;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202911;encerrado;11/05/2002;23;1;7650;0,03;1,5;0,4;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202912;encerrado;07/08/2003;38;3;3600;0,03;2;0,22;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202913;encerrado;23/10/2002;45;1;4500;0,03;2;0,55;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202915;encerrado;12/05/2002;48;3;4500;0,03;1;0,39;0;1;0;1;1;0;1;DF;Brasilia;1;1;teste
D12202916;encerrado;21/02/2004;45;3;13500;0,03;2;0,16;0;0;0;1;1;0;1;DF;Brasilia;1;1;teste
D12202917;encerrado;27/01/2003;49;3;9900;0,03;1,5;0,22;0;0;1;1;1;1;1;DF;Brasilia;1;1;teste
D12202918;encerrado;31/07/2003;43;4;9000;1,03;2;0,16;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202919;encerrado;24/06/2002;42;2;9000;0,03;1;0,32;0;0;1;1;1;1;0;DF;Brasilia;1;1;teste
D12202920;exec_garantia;01/09/2002;27;1;7065;0,03;2;0,15;0;0;1;0;0;1;0;DF;Brasilia;1;1;teste
D12202921;exec_retomada;;23;5;4518;0,03;3;0,15;0;0;1;0;0;1;0;DF;Brasilia;1;1;teste
D12202922;encerrado;10/02/2003;35;2;5940;0,03;2;0,35;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202923;encerrado;07/02/2003;21;1;7946,1;0,03;2;0,17;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202925;encerrado;09/09/2002;47;1;5400;0,03;1;0,23;0;1;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202926;encerrado;14/08/2003;35;4;3600;0,03;2;0,54;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202927;encerrado;31/07/2003;23;4;3600;1;2;0,16;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202928;exec_garantia;30/09/2003;32;2;6631,2;0,03;2;0,25;0;1;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202929;encerrado;25/09/2003;47;3;17437,5;0,03;2;0,43;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202930;encerrado;27/01/2003;25;2;5594,4;0,03;1,5;0,14;0;0;0;0;1;1;0;DF;Brasilia;1;1;teste
D12202931;encerrado;13/09/2003;37;7;4500;0,03;2;0,33;0;1;0;0;1;1;0;DF;Brasilia;1;1;teste
D12202932;encerrado;29/07/2003;54;4;10800;0,03;2;0,29;0;1;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202933;encerrado;11/08/2002;26;3;5400;0,03;1;0,31;0;0;1;1;1;1;0;DF;Brasilia;1;1;teste
D12202934;encerrado;24/10/2002;27;2;5400;0,03;1;0,42;0;0;0;1;1;1;1;DF;Brasilia;0;0;teste
D12202935;encerrado;04/01/2004;27;2;3571,2;0,03;2;0,3;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202936;encerrado;07/09/2002;44;2;6300;0,03;1;0,37;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202937;encerrado;16/11/2003;31;5;2700;0,03;2;0,33;0;0;1;1;0;0;0;DF;Brasilia;1;1;teste
D12202938;exec_garantia;14/03/2003;35;2;6300;0,03;2;0,23;0;1;0;0;1;0;0;DF;Brasilia;1;1;teste
D12202939;exec_garantia;21/07/2002;39;1;8324,1;0,03;2;0,36;0;0;1;0;1;1;1;DF;Brasilia;1;1;teste
D12202940;encerrado;26/08/2002;40;3;6781,5;0,03;1;0,39;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202941;encerrado;01/03/2003;28;2;4050;0,03;1,5;0,48;0;0;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202942;encerrado;13/09/2004;35;2;5400;0,03;3;0,17;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202943;encerrado;24/07/2002;50;3;9484,2;0,03;1;0,7;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202944;exec_retomada;;45;3;6156;0,03;2;0,26;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202945;encerrado;03/09/2004;24;1;18729;1,03;2;0,38;0;0;1;0;1;1;1;DF;Brasilia;1;1;teste
D12202951;encerrado;07/09/2002;26;2;5400;0,03;1;0,37;0;1;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202954;encerrado;15/11/2002;28;2;5850;0,03;1;0,42;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202955;encerrado;16/09/2003;35;2;2700;0,03;2;0,33;0;0;0;1;0;1;1;DF;Brasilia;1;1;teste
D12202957;exec_retomada;;24;0;5445;0,03;1,5;0,21;0;0;0;0;0;1;1;DF;Brasilia;1;1;teste
D12202958;encerrado;10/07/2002;49;4;5850;0,03;1;0,41;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202959;encerrado;01/10/2002;32;2;4320;0,03;1;0,49;0;1;0;0;1;1;0;DF;Brasilia;0;0;teste
D12202960;encerrado;13/11/2002;40;2;5850;0,03;1;0,49;0;0;0;0;1;1;0;DF;Brasilia;0;0;teste
D12202961;encerrado;01/10/2002;27;2;5850;0,03;1;0,42;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202962;encerrado;13/11/2002;32;7;5850;0,03;1;0,42;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202963;encerrado;04/10/2003;24;2;9000;0,03;1,5;0,3;0;1;0;1;0;1;0;DF;Brasilia;0;0;teste
D12202964;encerrado;15/10/2002;38;7;8370;0,03;1;0,42;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202965;encerrado;08/02/2002;45;2;5400;0,03;1;0,64;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202966;encerrado;09/02/2002;46;2;7211,7;0,03;1;0,46;0;0;1;1;0;0;0;DF;Brasilia;0;0;teste
D12202967;encerrado;11/08/2002;31;4;3600;0,03;1;0,48;0;0;1;1;0;0;0;DF;Brasilia;1;1;teste
D12202969;encerrado;02/01/2004;30;2;6300;1;2;0,04;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202970;encerrado;04/10/2003;33;1;5220;0,03;1,5;0,33;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202971;encerrado;08/02/2003;37;2;6750;0,03;2;0,26;0;1;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202972;encerrado;21/10/2003;44;3;9000;0,03;2;0,24;0;1;0;1;1;1;0;DF;Brasilia;1;1;teste
D12202973;encerrado;13/11/2002;32;1;5850;0,03;1;0,42;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202974;encerrado;27/08/2003;33;4;6300;0,03;2;0,29;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202975;encerrado;18/08/2002;41;2;5400;0,03;1;0,4;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202978;encerrado;22/10/2002;31;2;5850;0,03;1;0,42;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202979;encerrado;24/10/2002;35;2;6750;0,03;1;0,42;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202980;exec_retomada;;30;2;5400;0,03;2;0,29;0;1;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202981;encerrado;16/09/2003;39;1;27000;0,03;2;0,31;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202982;encerrado;12/11/2002;22;1;6300;0,03;1;0,46;0;0;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202984;encerrado;02/10/2003;34;1;6300;0,03;2;0,37;0;0;0;1;0;1;0;DF;Brasilia;1;1;teste
D12202985;encerrado;03/09/2003;42;4;8280;0,03;1,5;0,53;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
D12202986;exec_garantia;07/02/2002;22;2;4997,7;0,03;1,5;0,58;0;1;0;1;0;1;0;DF;Brasilia;0;0;teste
D12202987;encerrado;02/02/2004;41;3;5850;0,03;1;0,42;0;1;0;1;1;0;0;DF;Brasilia;1;1;teste
D12202988;encerrado;14/08/2003;29;1;8100;0,03;2;0,17;0;0;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202990;encerrado;09/09/2002;54;4;16475,4;0,03;1;0,34;0;0;0;1;1;0;0;DF;Brasilia;0;0;teste
D12202991;encerrado;08/12/2002;40;4;4950;0,03;1;0,56;0;0;1;1;0;0;0;DF;Brasilia;1;1;teste
D12202992;encerrado;15/11/2002;44;3;9000;0,03;1;0,31;0;1;0;1;1;1;0;DF;Brasilia;0;0;teste
D12202999;encerrado;03/05/2002;53;2;3600;0,03;0,5;0,65;0;0;1;1;1;1;1;DF;Brasilia;1;1;teste
D12203000;encerrado;20/09/2002;29;1;3600;0,03;1;0,5;0;0;0;1;1;1;0;DF;Brasilia;1;1;teste
D12203001;encerrado;23/09/2003;22;2;7200;0,03;2;0,36;0;1;0;1;1;0;0;DF;Brasilia;0;0;teste
D12203002;encerrado;27/08/2003;30;3;6750;0,03;2;0,16;0;0;0;1;1;0;0;DF;Brasilia;1;1;teste
D12203003;encerrado;08/03/2003;31;1;5850;0,03;2;0,36;0;0;0;0;1;1;1;DF;Brasilia;1;1;teste
D12203004;encerrado;25/03/2003;38;1;4230;0,03;1,5;0,48;0;1;0;1;0;0;0;DF;Brasilia;1;1;teste
