status;total;juros;categ;emprego;residencia;renda;idade;cat_emp;cat_juro
0;7000;7,66;A;12;PRESTACAO;70000;29;0-15;0-8
0;4000;7,29;A;15;PROPRIA;35000;21;0-15;0-8
0;6000;7,66;A;4;ALUGADA;18200;22;0-15;0-8
0;10000;10,74;B;3;ALUGADA;125000;30;0-15;8-11
0;15000;10;B;15;ALUGADA;28800;26;0-15;8-11
0;2000;5,42;A;15;PRESTACAO;54000;23;0-15;0-8
1;5000;10;B;3;PROPRIA;36000;32;0-15;8-11
0;6500;9,63;B;;PRESTACAO;85000;34;Missing;8-11
1;6000;10;B;4;PRESTACAO;126000;26;0-15;8-11
1;2000;7,66;A;3;ALUGADA;45000;25;0-15;0-8
0;5000;7,29;A;3;ALUGADA;40000;27;0-15;0-8
0;10000;;C;6;ALUGADA;50000;30;0-15;Missing
0;1000;7,29;A;11;PROPRIA;15600;21;0-15;0-8
0;3500;10,74;B;3;ALUGADA;42000;26;0-15;8-11
0;16000;7,66;A;15;PRESTACAO;98004;22;0-15;0-8
0;7200;;B;8;ALUGADA;54996;24;0-15;Missing
0;9000;10;B;0;ALUGADA;70000;31;0-15;8-11
0;10000;9,63;B;2;PRESTACAO;50750;22;0-15;8-11
1;3200;10,37;B;8;ALUGADA;37000;21;0-15;8-11
0;6400;;C;3;ALUGADA;24000;22;0-15;Missing
0;8000;10,74;B;5;ALUGADA;75000;23;0-15;8-11
0;7500;7,66;A;3;PRESTACAO;83000;31;0-15;0-8
0;5100;10;B;4;ALUGADA;45000;25;0-15;8-11
0;5750;7,29;A;9;ALUGADA;85000;25;0-15;0-8
0;11000;5,42;A;5;PRESTACAO;54000;24;0-15;0-8
0;9000;;B;2;ALUGADA;52000;35;0-15;Missing
0;8000;10,74;B;11;PRESTACAO;63189;23;0-15;8-11
0;4200;16,02;D;;PROPRIA;49000;36;Missing;13.5+
0;7200;6,92;A;8;PROPRIA;150000;36;0-15;0-8
0;20400;13,06;C;3;PRESTACAO;117000;36;0-15;11-13.5
0;10000;13,43;C;6;PRESTACAO;305000;47;0-15;11-13.5
0;8000;10;B;4;PRESTACAO;55000;29;0-15;8-11
0;5075;;B;4;ALUGADA;36000;22;0-15;Missing
0;2000;10,37;B;4;ALUGADA;14400;26;0-15;8-11
0;2500;12,68;C;8;PRESTACAO;44400;23;0-15;11-13.5
0;1350;12,68;C;14;ALUGADA;69600;22;0-15;11-13.5
0;4800;10;B;2;PRESTACAO;23000;22;0-15;8-11
0;10000;12,68;C;3;PRESTACAO;134400;26;0-15;11-13.5
0;6000;12,68;C;2;PROPRIA;21600;23;0-15;11-13.5
0;6000;;A;20;ALUGADA;61000;25;15-30;Missing
0;12000;11,11;B;0;ALUGADA;42000;28;0-15;11-13.5
0;4000;9,63;B;;PRESTACAO;35000;35;Missing;8-11
0;2700;;A;34;PRESTACAO;140000;27;30-45;Missing
0;28000;15,65;D;8;PROPRIA;140000;27;0-15;13.5+
0;12000;7,29;A;6;ALUGADA;69600;22;0-15;0-8
0;15000;;B;4;PRESTACAO;47940;22;0-15;Missing
0;5000;7,66;A;6;PRESTACAO;75000;26;0-15;0-8
0;4750;10;B;5;ALUGADA;14000;27;0-15;8-11
0;35000;13,06;C;4;ALUGADA;170000;30;0-15;11-13.5
0;14400;14,54;D;1;PRESTACAO;126132;30;0-15;13.5+
0;6025;9,63;B;7;ALUGADA;42000;23;0-15;8-11
0;2800;;B;2;ALUGADA;23760;23;0-15;Missing
1;10000;;D;4;ALUGADA;50004;27;0-15;Missing
0;14525;11,11;B;10;ALUGADA;46152;41;0-15;11-13.5
0;1200;10;B;2;PRESTACAO;78400;32;0-15;8-11
0;4000;7,29;A;4;ALUGADA;38400;24;0-15;0-8
0;12000;14,54;D;1;PROPRIA;48000;28;0-15;13.5+
0;7000;7,66;A;2;ALUGADA;66000;23;0-15;0-8
1;9600;14,54;D;7;ALUGADA;40000;25;0-15;13.5+
0;4200;10,74;B;4;ALUGADA;48000;27;0-15;8-11
0;6250;14,91;D;4;PROPRIA;85000;24;0-15;13.5+
0;3000;;B;0;ALUGADA;35000;22;0-15;Missing
0;9000;11,11;B;5;ALUGADA;55000;25;0-15;11-13.5
0;5000;13,8;C;0;ALUGADA;20000;31;0-15;13.5+
0;5600;5,42;A;2;PRESTACAO;85000;37;0-15;0-8
0;15000;17,14;E;1;PROPRIA;79200;27;0-15;13.5+
1;8000;11,11;B;3;ALUGADA;36500;36;0-15;11-13.5
0;4800;;A;5;PROPRIA;36000;30;0-15;Missing
0;32000;11,11;B;15;PRESTACAO;128000;27;0-15;11-13.5
0;10000;11,11;B;12;PRESTACAO;108000;44;0-15;11-13.5
0;7500;9,63;B;15;ALUGADA;64800;38;0-15;8-11
0;2125;11,11;B;9;PRESTACAO;40000;24;0-15;11-13.5
0;30000;11,11;B;2;PRESTACAO;129996;23;0-15;11-13.5
0;16000;17,88;E;0;ALUGADA;1e+05;26;0-15;13.5+
0;10000;10,37;B;0;ALUGADA;38832;26;0-15;8-11
1;12000;9,63;B;4;ALUGADA;24996;22;0-15;8-11
1;7500;13,06;C;3;PRESTACAO;110656;22;0-15;11-13.5
0;7000;7,29;A;;ALUGADA;30600;21;Missing;0-8
0;12000;7,29;A;3;ALUGADA;52000;32;0-15;0-8
0;10250;5,42;A;20;PRESTACAO;80000;25;15-30;0-8
0;2000;5,79;A;18;PRESTACAO;42000;34;15-30;0-8
1;6500;12,68;C;9;PRESTACAO;55200;22;0-15;11-13.5
0;3300;13,06;C;6;PRESTACAO;20400;34;0-15;11-13.5
0;2200;10,74;B;8;ALUGADA;70000;27;0-15;8-11
0;7000;5,79;A;9;ALUGADA;64000;22;0-15;0-8
0;9000;5,79;A;3;ALUGADA;51000;24;0-15;0-8
0;9600;5,79;A;5;ALUGADA;71000;25;0-15;0-8
0;12000;5,79;A;8;ALUGADA;39779;25;0-15;0-8
0;10000;16,4;E;16;ALUGADA;50800;33;15-30;13.5+
0;4200;7,29;A;19;PRESTACAO;61000;26;15-30;0-8
0;12000;;A;3;ALUGADA;56000;27;0-15;Missing
0;7200;5,42;A;;PRESTACAO;32004;25;Missing;0-8
0;6000;;B;;ALUGADA;22800;25;Missing;Missing
0;7000;6,92;A;6;ALUGADA;83236;23;0-15;0-8
0;12300;;A;6;PRESTACAO;65000;34;0-15;Missing
0;5600;13,43;C;10;PRESTACAO;115000;29;0-15;11-13.5
0;12000;9,63;B;6;ALUGADA;39996;23;0-15;8-11
0;7000;7,29;A;5;PRESTACAO;150000;36;0-15;0-8
0;10000;7,29;A;2;PRESTACAO;110000;34;0-15;0-8
0;1000;13,06;C;5;PRESTACAO;44928;28;0-15;11-13.5
0;15000;7,29;A;6;ALUGADA;75000;40;0-15;0-8
0;15000;7,66;A;5;PRESTACAO;47000;24;0-15;0-8
0;20000;9,63;B;0;PRESTACAO;195000;23;0-15;8-11
0;15000;10,37;B;3;PRESTACAO;82000;25;0-15;8-11
0;10500;15,28;D;1;PRESTACAO;72000;26;0-15;13.5+
0;3500;7,29;A;;ALUGADA;8400;26;Missing;0-8
0;9000;5,79;A;6;PRESTACAO;52000;24;0-15;0-8
0;1500;7,29;A;0;PROPRIA;10980;24;0-15;0-8
0;10800;15,65;D;2;ALUGADA;79135;25;0-15;13.5+
0;2000;;A;2;PROPRIA;28800;22;0-15;Missing
0;4800;11,11;B;0;ALUGADA;32000;22;0-15;11-13.5
0;6000;7,66;A;2;ALUGADA;30000;27;0-15;0-8
0;7600;;C;4;ALUGADA;61000;30;0-15;Missing
0;14000;10,37;B;4;ALUGADA;46800;23;0-15;8-11
0;16000;13,06;C;16;PRESTACAO;106800;24;15-30;11-13.5
0;12000;;D;1;ALUGADA;120000;29;0-15;Missing
0;8000;12,68;C;7;PRESTACAO;71000;33;0-15;11-13.5
0;8000;13,8;C;8;ALUGADA;55000;24;0-15;13.5+
0;5000;5,79;A;2;ALUGADA;34000;50;0-15;0-8
0;10000;13,06;C;21;PRESTACAO;193000;24;15-30;11-13.5
0;27525;10,74;B;11;PRESTACAO;80070;22;0-15;8-11
0;9600;7,29;A;7;PRESTACAO;80730;26;0-15;0-8
0;9600;7,29;A;7;ALUGADA;72576;22;0-15;0-8
0;8000;5,79;A;23;PRESTACAO;78000;25;15-30;0-8
0;4000;5,79;A;11;PRESTACAO;59000;27;0-15;0-8
0;8000;11,11;B;;ALUGADA;35142;31;Missing;11-13.5
0;15000;;B;2;PRESTACAO;110004;28;0-15;Missing
0;33000;12,68;C;8;ALUGADA;67746;24;0-15;11-13.5
0;20000;10,37;B;12;ALUGADA;76000;23;0-15;8-11
0;6000;7,66;A;5;PROPRIA;1e+05;27;0-15;0-8
0;4000;5,42;A;3;ALUGADA;36000;22;0-15;0-8
0;8000;11,11;B;4;ALUGADA;52000;30;0-15;11-13.5
0;2000;7,29;A;6;ALUGADA;101424;25;0-15;0-8
0;5400;10,37;B;4;ALUGADA;28800;40;0-15;8-11
0;6300;;B;7;PRESTACAO;27500;23;0-15;Missing
0;8000;7,66;A;0;ALUGADA;45000;32;0-15;0-8
0;18225;10,74;B;4;ALUGADA;50000;23;0-15;8-11
0;6000;;B;5;ALUGADA;45000;24;0-15;Missing
0;3300;7,66;A;11;PRESTACAO;54400;24;0-15;0-8
0;6000;10,74;B;24;PRESTACAO;57600;22;15-30;8-11
0;14000;10,37;B;3;ALUGADA;130000;36;0-15;8-11
0;10000;16,77;E;6;ALUGADA;95000;25;0-15;13.5+
0;4000;12,68;C;4;ALUGADA;75000;29;0-15;11-13.5
0;3000;;A;7;PRESTACAO;72000;24;0-15;Missing
0;24000;10,74;B;;ALUGADA;52000;25;Missing;8-11
0;3800;5,79;A;3;PRESTACAO;30000;23;0-15;0-8
0;6500;10,74;B;3;ALUGADA;45000;21;0-15;8-11
0;6800;10,37;B;7;ALUGADA;65700;22;0-15;8-11
0;5000;11,11;B;10;PRESTACAO;88000;22;0-15;11-13.5
0;5125;10;B;;PROPRIA;30000;22;Missing;8-11
0;5000;9,63;B;4;PRESTACAO;110000;26;0-15;8-11
0;12000;;A;4;PRESTACAO;50400;28;0-15;Missing
0;4200;5,79;A;5;ALUGADA;30000;34;0-15;0-8
0;1500;7,29;A;1;ALUGADA;32000;25;0-15;0-8
0;11000;6,92;A;9;PRESTACAO;117000;22;0-15;0-8
0;12000;10,74;B;22;ALUGADA;75000;22;15-30;8-11
0;15000;9,63;B;8;PROPRIA;50052;23;0-15;8-11
1;7000;7,66;A;;ALUGADA;18500;23;Missing;0-8
1;9600;10;B;4;PRESTACAO;80004;41;0-15;8-11
0;6500;;B;5;ALUGADA;52000;39;0-15;Missing
0;1200;14,91;D;0;ALUGADA;15600;23;0-15;13.5+
0;3000;10;B;3;ALUGADA;60000;26;0-15;8-11
0;4000;;A;0;ALUGADA;50000;24;0-15;Missing
0;4200;12,68;C;0;ALUGADA;40000;30;0-15;11-13.5
0;8000;10,74;B;6;ALUGADA;30000;25;0-15;8-11
0;7000;14,91;D;1;ALUGADA;32000;32;0-15;13.5+
0;12000;;B;3;ALUGADA;93000;25;0-15;Missing
0;7000;11,11;B;3;PROPRIA;36400;28;0-15;11-13.5
0;4800;14,91;D;4;ALUGADA;33000;24;0-15;13.5+
0;8500;10,37;B;8;ALUGADA;47000;25;0-15;8-11
0;9000;14,54;D;4;ALUGADA;43200;22;0-15;13.5+
0;4000;10,74;B;2;ALUGADA;28800;40;0-15;8-11
0;4125;14,54;D;5;ALUGADA;22812,72;25;0-15;13.5+
0;9000;10;B;5;PRESTACAO;62000;22;0-15;8-11
0;5500;13,8;C;2;ALUGADA;44196;27;0-15;13.5+
0;12000;10;B;24;ALUGADA;50004;22;15-30;8-11
0;6500;;B;9;PRESTACAO;57600;24;0-15;Missing
0;17500;7,29;A;11;PRESTACAO;43000;27;0-15;0-8
0;5300;15,28;D;3;ALUGADA;36000;24;0-15;13.5+
0;29000;15,65;D;13;PRESTACAO;88812,93;22;0-15;13.5+
0;5000;5,42;A;20;PRESTACAO;31000;24;15-30;0-8
0;15000;14,91;D;4;ALUGADA;56000;28;0-15;13.5+
0;19000;;C;8;ALUGADA;54000;25;0-15;Missing
0;15000;9,63;B;9;PRESTACAO;77004;25;0-15;8-11
0;7975;5,79;A;8;PRESTACAO;40800;22;0-15;0-8
0;12000;7,29;A;2;ALUGADA;22452;30;0-15;0-8
1;3200;15,28;D;3;ALUGADA;18996;22;0-15;13.5+
0;21000;10,37;B;3;ALUGADA;66000;31;0-15;8-11
0;9000;13,8;C;16;PRESTACAO;71700;27;15-30;13.5+
0;9000;6,92;A;3;PRESTACAO;57359;46;0-15;0-8
0;4200;11,11;B;4;ALUGADA;36996;25;0-15;11-13.5
0;4800;14,54;D;2;ALUGADA;65000;37;0-15;13.5+
0;16000;10,37;B;1;ALUGADA;64800;22;0-15;8-11
0;17000;7,66;A;3;PRESTACAO;57600;33;0-15;0-8
0;9600;16,02;D;5;ALUGADA;34560;23;0-15;13.5+
0;4000;13,43;C;0;ALUGADA;42000;41;0-15;11-13.5
0;8000;10,74;B;4;ALUGADA;25000;22;0-15;8-11
1;15000;9,63;B;23;ALUGADA;48000;22;15-30;8-11
0;10000;10,74;B;3;ALUGADA;49800;27;0-15;8-11
0;10000;7,66;A;9;ALUGADA;38400;21;0-15;0-8
0;25000;11,11;B;2;ALUGADA;52000;22;0-15;11-13.5
1;15000;9,63;B;6;PRESTACAO;115000;22;0-15;8-11
1;5925;11,11;B;0;ALUGADA;40000;25;0-15;11-13.5
0;3000;7,66;A;14;PRESTACAO;52000;24;0-15;0-8
1;2000;7,66;A;21;PRESTACAO;34000;25;15-30;0-8
0;6500;10,74;B;1;ALUGADA;40000;28;0-15;8-11
0;10000;14,17;C;0;ALUGADA;59000;25;0-15;13.5+
1;8000;15,28;D;7;ALUGADA;70000;25;0-15;13.5+
0;5000;10,74;B;4;PROPRIA;65544;24;0-15;8-11
0;5000;6,92;A;4;PRESTACAO;1e+05;26;0-15;0-8
0;9000;14,54;D;31;PRESTACAO;70000;48;30-45;13.5+
0;11000;13,43;C;4;PRESTACAO;71000;29;0-15;11-13.5
0;3900;;A;;PRESTACAO;16800;24;Missing;Missing
0;15000;;B;9;PRESTACAO;120000;23;0-15;Missing
0;5000;;A;2;ALUGADA;60000;23;0-15;Missing
0;8100;;A;;PRESTACAO;68069;24;Missing;Missing
0;4800;13,43;C;1;ALUGADA;31000;30;0-15;11-13.5
0;7125;6,92;A;11;ALUGADA;70000;24;0-15;0-8
0;8000;14,54;D;22;PROPRIA;52680;27;15-30;13.5+
0;6000;7,66;A;;PRESTACAO;54000;31;Missing;0-8
0;6000;14,91;D;;PRESTACAO;46800;26;Missing;13.5+
0;29700;11,11;B;17;ALUGADA;73000;31;15-30;11-13.5
0;8000;10,74;B;1;ALUGADA;45000;37;0-15;8-11
0;7000;6,92;A;4;ALUGADA;24000;37;0-15;0-8
0;5600;9,63;B;6;ALUGADA;43860;26;0-15;8-11
0;12000;5,79;A;1;PRESTACAO;90000;29;0-15;0-8
0;5600;12,68;C;4;ALUGADA;24000;28;0-15;11-13.5
0;3000;14,54;D;3;PROPRIA;26400;21;0-15;13.5+
0;24000;17,14;E;0;ALUGADA;53000;27;0-15;13.5+
0;5000;6,92;A;9;ALUGADA;48000;32;0-15;0-8
0;7200;7,29;A;4;PRESTACAO;150000;29;0-15;0-8
0;4200;10,37;B;0;ALUGADA;35000;24;0-15;8-11
0;8000;7,29;A;3;PRESTACAO;86000;25;0-15;0-8
0;2500;14,54;D;1;ALUGADA;31000;24;0-15;13.5+
0;6000;7,29;A;0;PROPRIA;30000;34;0-15;0-8
0;6000;5,79;A;4;ALUGADA;51356;26;0-15;0-8
0;9000;;A;6;PRESTACAO;41000;33;0-15;Missing
0;12000;6,92;A;4;PRESTACAO;75000;26;0-15;0-8
0;6625;16,4;E;2;PRESTACAO;36000;33;0-15;13.5+
0;15000;7,66;A;2;PRESTACAO;125000;24;0-15;0-8
0;4000;9,63;B;1;PRESTACAO;48000;22;0-15;8-11
1;7000;10,74;B;6;ALUGADA;55000;36;0-15;8-11
0;9000;11,11;B;4;ALUGADA;27000;42;0-15;11-13.5
0;10000;7,29;A;8;PRESTACAO;70000;22;0-15;0-8
1;13000;10,74;B;2;PRESTACAO;37000;33;0-15;8-11
0;15000;15,28;D;0;ALUGADA;75000;21;0-15;13.5+
0;10000;7,29;A;5;ALUGADA;99000;26;0-15;0-8
0;4000;5,79;A;1;ALUGADA;21000;29;0-15;0-8
0;5000;7,29;A;29;PRESTACAO;80000;36;15-30;0-8
0;4000;7,66;A;14;PRESTACAO;120996;37;0-15;0-8
0;6000;16,4;E;1;ALUGADA;25000;25;0-15;13.5+
0;12000;10,37;B;3;ALUGADA;47000;25;0-15;8-11
0;5000;9,63;B;9;PRESTACAO;66500;25;0-15;8-11
0;2700;10,74;B;34;PRESTACAO;66000;23;30-45;8-11
0;8000;16,02;D;3;ALUGADA;54000;66;0-15;13.5+
0;7875;7,66;A;14;PRESTACAO;60000;26;0-15;0-8
0;6000;7,29;A;6;ALUGADA;66400;26;0-15;0-8
0;3000;7,29;A;8;PRESTACAO;40560;27;0-15;0-8
0;16000;10;B;1;ALUGADA;30000;27;0-15;8-11
0;6850;6,92;A;8;PRESTACAO;53000;24;0-15;0-8
0;19200;;A;1;ALUGADA;75000;22;0-15;Missing
0;3000;9,63;B;5;PRESTACAO;70000;29;0-15;8-11
0;5100;10,37;B;8;PRESTACAO;59500;26;0-15;8-11
1;10000;13,43;C;3;PRESTACAO;30000;35;0-15;11-13.5
0;9275;7,29;A;4;PRESTACAO;44004;33;0-15;0-8
0;12000;10,37;B;0;ALUGADA;43680;26;0-15;8-11
0;11000;10;B;4;ALUGADA;50000;21;0-15;8-11
0;2400;7,66;A;5;ALUGADA;44000;25;0-15;0-8
0;7000;10,74;B;4;PROPRIA;48000;23;0-15;8-11
0;4500;5,79;A;5;ALUGADA;24000;26;0-15;0-8
0;12000;15,65;D;6;PRESTACAO;52000;29;0-15;13.5+
0;3000;7,29;A;7;PRESTACAO;50400;30;0-15;0-8
0;3000;10,74;B;1;ALUGADA;40000;24;0-15;8-11
0;6700;10,37;B;3;ALUGADA;28600;32;0-15;8-11
0;5000;;D;3;PRESTACAO;25380;35;0-15;Missing
0;12000;14,91;D;2;ALUGADA;81744;42;0-15;13.5+
0;15000;10;B;8;PRESTACAO;52000;24;0-15;8-11
0;24000;14,91;D;1;PRESTACAO;95000;38;0-15;13.5+
0;4200;6,92;A;0;ALUGADA;30000;21;0-15;0-8
0;7000;11,11;B;0;PROPRIA;60000;28;0-15;11-13.5
0;1000;11,11;B;3;PROPRIA;16800;51;0-15;11-13.5
0;12000;11,11;B;2;ALUGADA;30000;44;0-15;11-13.5
0;8000;7,66;A;0;ALUGADA;57600;25;0-15;0-8
1;12000;11,11;B;4;ALUGADA;36000;26;0-15;11-13.5
0;3000;;B;10;PRESTACAO;113316;23;0-15;Missing
1;10000;10,37;B;5;ALUGADA;27600;34;0-15;8-11
0;5000;11,11;B;11;ALUGADA;22944;23;0-15;11-13.5
0;2000;13,06;C;;ALUGADA;60000;23;Missing;11-13.5
0;15000;15,65;D;;PRESTACAO;70000;27;Missing;13.5+
0;15000;12,68;C;6;PRESTACAO;95000;27;0-15;11-13.5
0;16000;;A;6;ALUGADA;80000;23;0-15;Missing
0;10000;6,92;A;3;PRESTACAO;82000;27;0-15;0-8
0;20675;10;B;27;PRESTACAO;85500;24;15-30;8-11
0;35000;10,37;B;27;ALUGADA;85000;22;15-30;8-11
0;2700;10;B;4;ALUGADA;40560;29;0-15;8-11
1;5600;14,91;D;2;ALUGADA;66500;24;0-15;13.5+
0;13500;7,66;A;3;PRESTACAO;34000;31;0-15;0-8
0;8000;5,79;A;10;PRESTACAO;89440;22;0-15;0-8
0;9975;;C;24;ALUGADA;83200;22;15-30;Missing
0;6000;12,68;C;27;PROPRIA;46000;30;15-30;11-13.5
0;28000;14,91;D;11;PRESTACAO;180000;30;0-15;13.5+
0;2700;6,92;A;5;PRESTACAO;49000;24;0-15;0-8
0;10000;11,11;B;3;PRESTACAO;170004;25;0-15;11-13.5
0;4800;10,74;B;24;ALUGADA;103641;24;15-30;8-11
0;12000;10,74;B;5;PRESTACAO;62510;23;0-15;8-11
1;7000;10;B;7;ALUGADA;44400;27;0-15;8-11
0;6000;14,91;D;2;ALUGADA;33864;29;0-15;13.5+
0;3500;14,91;D;14;PRESTACAO;75500;28;0-15;13.5+
0;5200;5,42;A;;PRESTACAO;31000;25;Missing;0-8
1;14125;10,37;B;19;ALUGADA;34800;33;15-30;8-11
0;3000;5,42;A;8;PRESTACAO;54000;23;0-15;0-8
0;5000;6,92;A;3;PRESTACAO;51996;23;0-15;0-8
0;1500;;A;1;ALUGADA;24000;24;0-15;Missing
0;10000;7,29;A;3;PRESTACAO;65000;26;0-15;0-8
0;3500;10;B;0;ALUGADA;63504;34;0-15;8-11
0;14000;10;B;0;PRESTACAO;82000;27;0-15;8-11
1;1850;10,74;B;1;PROPRIA;48000;29;0-15;8-11
0;5000;5,42;A;6;ALUGADA;60000;41;0-15;0-8
0;8000;10;B;5;ALUGADA;42000;30;0-15;8-11
0;21450;7,29;A;5;ALUGADA;60000;25;0-15;0-8
0;15000;10;B;11;PRESTACAO;107004;38;0-15;8-11
0;14400;10,74;B;11;PRESTACAO;120000;28;0-15;8-11
0;7000;11,11;B;0;ALUGADA;42000;28;0-15;11-13.5
0;18225;;B;13;PRESTACAO;120000;23;0-15;Missing
0;16075;10,37;B;3;ALUGADA;54000;22;0-15;8-11
1;8000;15,28;D;6;ALUGADA;42000;24;0-15;13.5+
0;1000;14,91;D;;ALUGADA;24000;33;Missing;13.5+
0;5900;7,66;A;9;PRESTACAO;84000;29;0-15;0-8
0;6500;;B;0;ALUGADA;62467;21;0-15;Missing
0;15000;11,11;B;0;ALUGADA;110000;35;0-15;11-13.5
0;10850;7,66;A;7;PRESTACAO;40000;22;0-15;0-8
0;3000;10;B;23;PRESTACAO;54000;22;15-30;8-11
0;8000;5,79;A;0;PROPRIA;24000;23;0-15;0-8
0;12000;10,37;B;27;ALUGADA;59000;22;15-30;8-11
0;10000;5,79;A;12;PRESTACAO;65000;24;0-15;0-8
1;8400;;A;1;ALUGADA;36000;23;0-15;Missing
0;9600;5,42;A;18;PRESTACAO;49200;27;15-30;0-8
0;10000;15,65;D;15;PROPRIA;105000;26;0-15;13.5+
0;10400;18,25;F;1;ALUGADA;57600;27;0-15;13.5+
0;4400;7,29;A;14;PRESTACAO;94128;44;0-15;0-8
0;4950;9,63;B;;ALUGADA;13296;25;Missing;8-11
0;25000;10,74;B;1;ALUGADA;175000;29;0-15;8-11
0;5000;7,29;A;6;PRESTACAO;48996;38;0-15;0-8
0;11300;10,37;B;4;PRESTACAO;80140;25;0-15;8-11
0;7225;6,92;A;2;ALUGADA;28800;29;0-15;0-8
0;3000;7,29;A;0;ALUGADA;36000;23;0-15;0-8
0;6000;9,63;B;22;ALUGADA;16000;21;15-30;8-11
0;5000;5,79;A;2;ALUGADA;59600;28;0-15;0-8
0;3000;10;B;6;ALUGADA;32400;23;0-15;8-11
0;8750;9,63;B;5;ALUGADA;65000;27;0-15;8-11
0;1000;7,29;A;4;ALUGADA;29000;22;0-15;0-8
0;7000;7,29;A;3;PRESTACAO;84000;27;0-15;0-8
0;2750;10,37;B;3;ALUGADA;57120;30;0-15;8-11
0;15000;13,43;C;4;ALUGADA;57000;42;0-15;11-13.5
0;8000;13,06;C;12;PRESTACAO;50000;30;0-15;11-13.5
0;9000;7,66;A;3;ALUGADA;22000;42;0-15;0-8
0;1500;11,11;B;16;ALUGADA;26400;22;15-30;11-13.5
0;6500;12,68;C;;ALUGADA;35000;25;Missing;11-13.5
0;13000;7,29;A;6;ALUGADA;87000;25;0-15;0-8
0;15000;10;B;3;PRESTACAO;1e+05;33;0-15;8-11
0;15000;10,37;B;2;ALUGADA;61500;28;0-15;8-11
0;11000;7,29;A;8;ALUGADA;44000;29;0-15;0-8
0;5000;7,29;A;6;ALUGADA;42000;26;0-15;0-8
0;12375;7,29;A;5;PRESTACAO;33000;22;0-15;0-8
0;2750;9,63;B;18;PRESTACAO;27138;26;15-30;8-11
0;3800;10,37;B;3;ALUGADA;60000;39;0-15;8-11
0;7000;5,42;A;15;PRESTACAO;45000;23;0-15;0-8
0;9200;6,92;A;0;ALUGADA;50000;22;0-15;0-8
0;11200;;B;12;ALUGADA;42000;22;0-15;Missing
0;35000;17,14;E;3;PRESTACAO;2e+05;25;0-15;13.5+
1;9000;9,63;B;8;ALUGADA;75000;23;0-15;8-11
0;11000;;B;3;ALUGADA;39000;27;0-15;Missing
0;9700;9,63;B;14;PRESTACAO;40800;25;0-15;8-11
0;35000;15,65;D;19;ALUGADA;85000;53;15-30;13.5+
0;20000;10,37;B;0;PRESTACAO;85000;26;0-15;8-11
0;21000;11,11;B;19;PRESTACAO;225000;25;15-30;11-13.5
0;2400;7,66;A;10;ALUGADA;37500;28;0-15;0-8
0;1000;14,91;D;;ALUGADA;11808;27;Missing;13.5+
0;4000;11,11;B;18;ALUGADA;43200;22;15-30;11-13.5
0;14000;16,02;D;28;ALUGADA;85000;37;15-30;13.5+
0;5000;14,91;D;3;ALUGADA;50000;23;0-15;13.5+
0;3600;6,92;A;3;PRESTACAO;35000;24;0-15;0-8
1;4200;7,29;A;12;PROPRIA;32700;24;0-15;0-8
0;2000;10,74;B;3;ALUGADA;48000;25;0-15;8-11
0;6000;6,92;A;21;PRESTACAO;195000;34;15-30;0-8
0;9000;11,11;B;2;PRESTACAO;89796;25;0-15;11-13.5
0;10000;10,37;B;6;ALUGADA;30720;25;0-15;8-11
0;5050;5,42;A;4;ALUGADA;74000;22;0-15;0-8
0;12000;7,29;A;8;PRESTACAO;90000;27;0-15;0-8
0;13000;6,92;A;2;PRESTACAO;54000;25;0-15;0-8
1;4500;;D;12;PRESTACAO;21216;21;0-15;Missing
0;6000;5,79;A;11;PRESTACAO;154000;24;0-15;0-8
0;20000;10,37;B;2;ALUGADA;52500;30;0-15;8-11
0;21000;11,11;B;17;ALUGADA;110000;39;15-30;11-13.5
0;3000;7,66;A;;PRESTACAO;66000;29;Missing;0-8
0;6000;10;B;5;ALUGADA;50100;31;0-15;8-11
1;12000;13,06;C;;PROPRIA;33600;22;Missing;11-13.5
0;7500;9,63;B;4;ALUGADA;40906;22;0-15;8-11
1;5000;;B;5;ALUGADA;38000;23;0-15;Missing
0;6000;;B;19;PRESTACAO;79992;23;15-30;Missing
0;10000;14,91;D;7;ALUGADA;275000;27;0-15;13.5+
0;6000;12,68;C;16;ALUGADA;42000;24;15-30;11-13.5
0;2500;;A;;PRESTACAO;103000;22;Missing;Missing
0;2225;7,66;A;0;ALUGADA;52500;21;0-15;0-8
0;10000;5,79;A;14;PROPRIA;82500;24;0-15;0-8
0;3000;12,68;C;1;ALUGADA;51600;24;0-15;11-13.5
0;12000;6,92;A;5;ALUGADA;91200;34;0-15;0-8
0;4000;10,74;B;5;PRESTACAO;42000;38;0-15;8-11
0;5600;10,37;B;8;ALUGADA;57995;29;0-15;8-11
0;15000;9,63;B;4;ALUGADA;36000;25;0-15;8-11
0;10000;14,17;C;15;PRESTACAO;144000;37;0-15;13.5+
1;2400;7,29;A;4;ALUGADA;41000;28;0-15;0-8
0;6000;14,91;D;2;ALUGADA;33600;27;0-15;13.5+
0;3300;10,37;B;7;ALUGADA;37500;29;0-15;8-11
1;3000;13,06;C;4;ALUGADA;149400;25;0-15;11-13.5
0;4500;5,79;A;29;PRESTACAO;38000;22;15-30;0-8
0;20000;;B;1;PRESTACAO;71000;28;0-15;Missing
0;12000;7,66;A;;PRESTACAO;60000;38;Missing;0-8
0;10000;13,06;C;16;ALUGADA;56000;39;15-30;11-13.5
