Amount;First-Two
60,91;60
10226,00;10
2424090,50;24
131,99;13
1493301,00;14
15,00;15
36,00;36
5732,00;57
339701,59;33
4573,42;45
2268,19;22
30790,93;30
2107,00;21
144003,80;14
62,10;62
20615,45;20
47,50;47
409,13;40
2386,00;23
1849,15;18
15066,26;15
550,40;55
346,81;34
57,40;57
181,53;18
162,60;16
2163,60;21
211,35;21
31325,04;31
24,00;24
43,35;43
4733288,50;47
2623,64;26
189,29;18
33,36;33
1016,00;10
16808,78;16
195,60;19
1016,50;10
226,80;22
8000,00;80
1484,51;14
213,17;21
637,70;63
27444,24;27
15000,00;15
10,00;10
90,73;90
3732,48;37
45,00;45
589,82;58
300,00;30
461484,00;46
1882,80;18
64,80;64
159,00;15
61,20;61
4,44;44
420,00;42
249408,20;24
114,18;11
26200,00;26
478,82;47
30440,40;30
500,00;50
160,00;16
8337,50;83
223,08;22
3650,25;36
26,08;26
9825,75;98
12,05;12
2615,50;26
35301,60;35
1121,99;11
4649,90;46
159,94;15
193,18;19
185,58;18
1098,47;10
668,29;66
1420,56;14
1258,65;12
4,00;40
25531,34;25
1634,40;16
2757,22;27
26,75;26
15974,77;15
30,00;30
2295,00;22
906,00;90
12,14;12
357,35;35
240,00;24
30,00;30
38000,00;38
10,22;10
21000,00;21
7,83;78
276,62;27
7648,46;76
48,37;48
11660,95;11
4748,61;47
30,00;30
7163,91;71
413,12;41
404,44;40
50,53;50
68,68;68
75,90;75
69,56;69
310,00;31
195023,31;19
419,47;41
271,28;27
129940,05;12
25876,08;25
6133,00;61
15022,31;15
1273,67;12
3131,43;31
3600,40;36
2155,21;21
4,00;40
7038,23;70
1890,62;18
945,00;94
1079,25;10
772,20;77
1364113,38;13
7560,00;75
667,03;66
1586,17;15
9000,00;90
15,00;15
185,17;18
29014,20;29
25,20;25
2793,68;27
2,40;24
284,28;28
1874,56;18
891,00;89
3600,00;36
10,55;10
1217,88;12
21,38;21
719714,38;71
0,01;10
19681,92;19
1925,19;19
1731,48;17
6999,77;69
639,43;63
74,08;74
7116,48;71
5883517,50;58
2211373,00;22
98,08;98
12000,00;12
1191,81;11
0,02;20
2672,53;26
1491,84;14
183,87;18
38,73;38
442,00;44
98,28;98
185,00;18
9917,88;99
0,08;80
20020,32;20
1212,50;12
140,68;14
9163,80;91
947,00;94
5,13;51
735617,75;73
27551,97;27
68,00;68
3696,48;36
42,61;42
7817,93;78
4929,52;49
259,67;25
143008,20;14
2166,12;21
16,11;16
7000000,00;70
20,25;20
418,75;41
18000,00;18
0,58;58
165974,44;16
17241,84;17
26,98;26
1065,13;10
688,51;68
1397,39;13
3222,72;32
401,25;40
1943,75;19
0,18;18
30,34;30
52041,42;52
536,10;53
12521,81;12
997,50;99
400,00;40
6363,34;63
825,00;82
5,00;50
1859,55;18
5752,80;57
250000,00;25
6742,04;67
10,24;10
2081,20;20
5234,40;52
55,77;55
158,79;15
41,98;41
166,04;16
36,34;36
9968,00;99
9,75;97
1600,00;16
26,50;26
4,62;46
5,00;50
5512,73;55
32,49;32
470,34;47
62047,99;62
582,31;58
100,00;10
41,82;41
2025,47;20
5522,92;55
2477,17;24
2442,04;24
1099,58;10
245,99;24
190000,00;19
14,31;14
5000,00;50
67292,23;67
665,70;66
1875,00;18
208,98;20
75,00;75
334,76;33
1,43;14
511,93;51
27352,53;27
3,74;37
6,90;69
7729,97;77
4175,10;41
250,00;25
174334,98;17
3896,00;38
1446,66;14
103214,52;10
107,42;10
335,00;33
660,86;66
19864,08;19
5,00;50
105,99;10
382,50;38
1012,60;10
528,00;52
635,59;63
9,78;97
574,63;57
100,00;10
1085,00;10
454,01;45
6136,11;61
698,40;69
5,96;59
140,32;14
9436,68;94
1254,19;12
235699,33;23
9,65;96
18938,88;18
573,45;57
291,60;29
1774,80;17
259,54;25
56,53;56
1086,15;10
360,60;36
3452,44;34
59,00;59
120,00;12
35594,26;35
3284,02;32
723,46;72
1340,29;13
224,00;22
2083,33;20
184,75;18
2500,00;25
225,00;22
141520,09;14
7040,46;70
154,77;15
12464,45;12
250,00;25
6833,52;68
11787,56;11
667,44;66
374,76;37
332,05;33
1331,51;13
20671,20;20
0,10;10
26062,92;26
298575,00;29
112,00;11
73,65;73
151331,33;15
3479,04;34
2,37;23
250000,00;25
11,00;11
160,95;16
562,20;56
4316,50;43
517,29;51
537,06;53
30214,23;30
78,30;78
1050,00;10
19772,92;19
3371,95;33
845,00;84
988,59;98
0,01;10
25,00;25
103,84;10
35,58;35
640,00;64
4,00;40
2115,39;21
2423,25;24
408,74;40
34,55;34
46,66;46
2846,12;28
120,00;12
133,68;13
52,50;52
58,43;58
10,65;10
164702,05;16
1377,39;13
88,66;88
1007,64;10
2747,71;27
14101,11;14
207,68;20
243,00;24
294237,59;29
612,68;61
130,00;13
52529,31;52
629,00;62
15329,33;15
1608,33;16
2413,44;24
1321,92;13
7527,12;75
5250,00;52
3229,70;32
1766,08;17
250,30;25
11244,92;11
750,00;75
120,00;12
556,42;55
190,01;19
180,00;18
1798,81;17
119,35;11
36906,03;36
98,00;98
1746,24;17
22168,35;22
272,00;27
100,00;10
9000,00;90
92,22;92
12,00;12
25000,00;25
914,64;91
245,00;24
1480,32;14
5,40;54
57,40;57
193,50;19
871,66;87
129,72;12
817,92;81
9,25;92
443,97;44
54,00;54
200,00;20
9814,32;98
553,00;55
68,65;68
250000,00;25
57,40;57
6,00;60
919,00;91
56767,54;56
321062,66;32
140,62;14
24785,86;24
35,00;35
3265,92;32
8632,25;86
5,00;50
1019,52;10
472,50;47
14370,22;14
4221,36;42
4274,32;42
7923,96;79
640,22;64
323,28;32
10,90;10
119,54;11
4733,73;47
1057,00;10
225000,00;22
853,73;85
368,28;36
30752,62;30
1846,07;18
442019,16;44
170,00;17
260,76;26
64,80;64
216,86;21
32,00;32
622,04;62
109,71;10
5234,08;52
90,00;90
0,97;97
196,17;19
559,58;55
2450,97;24
395,96;39
24,11;24
950,14;95
492036,22;49
5,00;50
436,10;43
190551,20;19
43,74;43
454,00;45
368,50;36
1218,60;12
395,71;39
1768,16;17
3220,76;32
30592,74;30
424,04;42
159,84;15
424,00;42
25,00;25
740831,94;74
16,02;16
52,85;52
47991,94;47
15206,40;15
120,21;12
2846,12;28
330,70;33
42396,85;42
9334,34;93
93,88;93
7025,74;70
104,63;10
2173,68;21
10685,50;10
24,00;24
4709,55;47
60000,00;60
3202,92;32
3418,43;34
336,24;33
1682,64;16
277,47;27
232,50;23
1237,75;12
27224,79;27
373,85;37
159,95;15
978,06;97
333,50;33
244893,59;24
15,00;15
20,60;20
850,00;85
1,20;12
1050,00;10
900,00;90
3400,98;34
263,50;26
482,22;48
56,53;56
23455,51;23
15,57;15
721,08;72
1330,04;13
13149,84;13
150,39;15
8031,37;80
36681,72;36
32016,38;32
1679,50;16
12114,55;12
1,26;12
304,90;30
2194,41;21
591,00;59
882,32;88
12509,44;12
449,57;44
14,66;14
279094,19;27
1493,84;14
314,25;31
27664,12;27
3233814,00;32
210847,00;21
4338,56;43
9515,00;95
647,49;64
60,75;60
80,00;80
6161,19;61
20305,44;20
360,00;36
2132062,50;21
389,20;38
19363,46;19
1,42;14
135494,94;13
1006,67;10
381,48;38
151213,56;15
185,00;18
559239,25;55
136,20;13
103,20;10
1300,32;13
454,25;45
360,61;36
99,39;99
527,97;52
1240795,63;12
17,34;17
5483,72;54
56,53;56
1396,55;13
32,95;32
19,79;19
451601,50;45
1874,56;18
398,00;39
1733,09;17
22,81;22
485,68;48
1798,67;17
56,53;56
24,00;24
12,09;12
594,00;59
56,82;56
101182,82;10
460,98;46
241562,77;24
37053,42;37
1502,15;15
7410,47;74
5937,49;59
3,15;31
10,06;10
1620,15;16
729,41;72
1113415,25;11
125,00;12
9660,96;96
3967,95;39
20336406,00;20
2223,00;22
1631,96;16
149,66;14
1350000,00;13
40,55;40
270,00;27
43,89;43
23782,50;23
188,12;18
294,00;29
65052,89;65
1788,86;17
1495,36;14
5,00;50
29015,33;29
31281,49;31
537,39;53
826,89;82
680,57;68
535,00;53
491,59;49
95448,10;95
2017,63;20
539,70;53
2000,00;20
16996,00;16
5512,65;55
700,00;70
105,18;10
348,70;34
1510,26;15
1163,00;11
40,01;40
1570,04;15
86,09;86
44131,09;44
20,89;20
36189,86;36
81,25;81
451,67;45
986,00;98
228,85;22
250,00;25
4755,60;47
102,51;10
10000,00;10
319,90;31
40,93;40
22985,00;22
33,37;33
4539,60;45
456,50;45
580,00;58
912,86;91
882,32;88
5490,78;54
25,00;25
1274,94;12
9,00;90
2400,00;24
100,00;10
3576,91;35
113660,37;11
50,00;50
36,00;36
1633,70;16
296,24;29
9250,00;92
20888,85;20
35873,15;35
40069,23;40
725,04;72
245,93;24
830,94;83
3100,00;31
164,48;16
4550,13;45
1,43;14
94,70;94
2068,60;20
62141,00;62
10000,00;10
3696,48;36
300,00;30
2876,45;28
1449,87;14
115675,57;11
12,56;12
8991,27;89
1035,72;10
7246,17;72
1,43;14
5000,00;50
88503,07;88
589,87;58
396,00;39
686,25;68
130,02;13
15605,56;15
133,19;13
18,29;18
2710,80;27
1791,36;17
2242,22;22
334,59;33
748,95;74
92,00;92
10352,88;10
128,30;12
84,29;84
90,00;90
321,51;32
7298,33;72
1186,11;11
706,18;70
4949,47;49
97,00;97
1500,00;15
16602,85;16
63,96;63
50875,00;50
608,20;60
324,50;32
8,52;85
31680,00;31
206,86;20
682,00;68
44,59;44
245,28;24
64,36;64
4615,39;46
232,00;23
5193,00;51
81,26;81
16,00;16
83,50;83
50,00;50
1055,44;10
9738,00;97
104,23;10
741,46;74
157,58;15
8320,22;83
66,00;66
3177,36;31
436,09;43
13438,01;13
348558,47;34
62,82;62
1,02;10
15000,00;15
17828356,00;17
151,54;15
89,10;89
581,90;58
35126,11;35
259583,64;25
180,00;18
277,56;27
27046,72;27
266,29;26
84,80;84
26392,62;26
7,56;75
23,90;23
1650,00;16
6,00;60
14942,19;14
285,97;28
536,10;53
181,39;18
819,19;81
263582,91;26
40,00;40
12,00;12
12308,74;12
13509,59;13
29420,57;29
134,40;13
168,00;16
1197,79;11
135,47;13
15771,70;15
165,74;16
376,00;37
605,00;60
41996,37;41
613,20;61
1099,58;10
10,48;10
738993,75;73
4032,35;40
11,57;11
14177,52;14
20,00;20
20,00;20
57,62;57
168,75;16
52,57;52
654,00;65
1330,04;13
827095,19;82
5412,79;54
9750,00;97
108,00;10
1142,53;11
3219,12;32
863,14;86
5,59;55
113,06;11
13,17;13
18831,60;18
328,86;32
3,64;36
24469,01;24
31,19;31
23,53;23
2600,00;26
132,21;13
44,96;44
184,96;18
13,97;13
45,18;45
69,25;69
315,00;31
74,52;74
0,20;20
133929,83;13
15,88;15
1000,00;10
89000,00;89
337,91;33
31300,00;31
4003,08;40
36000000,00;36
774,36;77
24,00;24
1707,62;17
274617,44;27
46,56;46
76,66;76
44718,34;44
91,80;91
29,44;29
5561,00;55
6032844,50;60
723,93;72
1688,23;16
1475,36;14
17986,68;17
5539,34;55
43,00;43
14639,35;14
51,75;51
1320,77;13
16,30;16
54816,77;54
0,29;29
386268,19;38
87,54;87
80,00;80
44,63;44
75,12;75
3345,41;33
100,69;10
45,21;45
1999,58;19
5614002,00;56
4241096,00;42
67500,00;67
13,81;13
15,30;15
10,38;10
1480793,13;14
6327,00;63
34884720,00;34
121,04;12
38802,33;38
34,38;34
4383472,50;43
308,13;30
982,62;98
4146,75;41
292,00;29
5234,40;52
40,00;40
10678,45;10
10380,95;10
8504,61;85
58,24;58
10,00;10
232029,02;23
236,00;23
609,13;60
390,58;39
0,13;13
486,86;48
356,00;35
1649,35;16
229,70;22
714,86;71
429866,09;42
40,00;40
83,47;83
40,00;40
87,50;87
11,23;11
115674,36;11
53,36;53
3521,51;35
15,00;15
546,33;54
418,73;41
546,00;54
5,00;50
43,00;43
374,87;37
1923,84;19
1650,83;16
1386450,75;13
1012,18;10
5,67;56
1130,60;11
7,64;76
310,04;31
34,00;34
30,00;30
236,70;23
739,27;73
90,00;90
1,00;10
30,93;30
13659,58;13
345,33;34
120,00;12
73052,64;73
97561,51;97
34,68;34
1305,00;13
80,00;80
590,75;59
60,10;60
1832,00;18
147237,44;14
668,68;66
2,31;23
0,22;22
150,43;15
116,41;11
1040,04;10
6319,09;63
8040,84;80
18,31;18
440,00;44
8,50;85
12,68;12
1545,56;15
53,12;53
2238,62;22
7847,73;78
40,50;40
8117,80;81
228,00;22
6807,60;68
2330,48;23
45435,22;45
2017,15;20
24668,98;24
61397,52;61
5,00;50
9,00;90
683919,63;68
2000,00;20
2262,78;22
449,33;44
6,08;60
375,72;37
2073,79;20
94,94;94
4775,25;47
13,02;13
24665,21;24
350000,00;35
144,00;14
558,00;55
10324,61;10
479,92;47
9,01;90
137614,70;13
0,29;29
1343,26;13
2966,81;29
135,00;13
1400,32;14
4830,48;48
32704,31;32
4247,71;42
419,18;41
5259,35;52
46763,89;46
635,41;63
1460,88;14
367,05;36
75,19;75
4318,75;43
150,00;15
972,00;97
205205,63;20
470579,97;47
5459,34;54
132742,80;13
4463,70;44
4,00;40
1777303,88;17
1862,36;18
58828,72;58
56,85;56
343,00;34
1377,39;13
418,32;41
13790,00;13
500,00;50
5240,39;52
22227,86;22
53068,42;53
20,00;20
41391,00;41
2789,69;27
1273,64;12
8605,47;86
35637,69;35
1200,00;12
29,70;29
30,95;30
4432,56;44
7247,04;72
99,00;99
1906,56;19
0,60;60
843,82;84
230555,00;23
19,87;19
7488,00;74
75,00;75
15748,29;15
91,50;91
3125,00;31
12497,74;12
114106,49;11
27205,66;27
8184,02;81
5902,95;59
1400,00;14
7618,13;76
120,00;12
26,60;26
25,00;25
1869,84;18
116,00;11
48281,12;48
110,00;11
557,89;55
7,00;70
14901,19;14
69,28;69
140,00;14
45,63;45
38,37;38
146,98;14
3945,15;39
319259,91;31
1435,43;14
490,00;49
109,46;10
3938,84;39
30,91;30
10898,96;10
7334,55;73
12537,62;12
203,21;20
64262,02;64
1342,67;13
168,53;16
15851,32;15
1,35;13
49,31;49
80,00;80
270,00;27
162,25;16
34,11;34
440,00;44
42,84;42
16134,50;16
4578,95;45
353,00;35
18742,29;18
36349,90;36
134634,67;13
43675,12;43
224,67;22
755,27;75
365,22;36
326643,56;32
2598,96;25
144,29;14
955,07;95
23,53;23
1,49;14
553,83;55
862,16;86
880,00;88
817,92;81
262,58;26
2224,80;22
2187,50;21
1000000,00;10
310,24;31
25,00;25
5,93;59
6432,48;64
800,00;80
1000,00;10
10,69;10
34,85;34
1321,94;13
220,62;22
42000,00;42
836,00;83
299,00;29
2603,60;26
565,48;56
77,40;77
54,97;54
799,23;79
1502,12;15
102,18;10
4011,83;40
140,41;14
1485,36;14
3,00;30
68,27;68
3711,53;37
862,09;86
15,38;15
117940,28;11
327,83;32
735,89;73
10,17;10
71,25;71
160,00;16
2845,66;28
1860,00;18
500,00;50
261,16;26
500,00;50
40000,00;40
575907,56;57
50634,55;50
20050,04;20
1999998,00;19
326,92;32
13445,15;13
21,28;21
275,71;27
636,48;63
69,00;69
477,83;47
59,27;59
5724,90;57
16,57;16
449,33;44
20085,26;20
46,64;46
843,35;84
800,00;80
10102,30;10
1449,27;14
3458,22;34
9101,06;91
283,57;28
31259,79;31
110000,00;11
3973,20;39
33,70;33
10127,54;10
611,63;61
28918,08;28
18645,94;18
484,24;48
395,86;39
17670,24;17
42210,78;42
400,00;40
69171,12;69
276923,22;27
705,60;70
1048,90;10
1,86;18
870461,56;87
1102,87;11
97,00;97
1800,00;18
668,71;66
12790,13;12
3595,58;35
855,50;85
32064,80;32
15,00;15
79,90;79
407,44;40
416024,00;41
80,00;80
0,01;10
150,00;15
4721,60;47
40,00;40
5921,50;59
5,00;50
307,90;30
1150,54;11
37,01;37
5,00;50
4946,20;49
68236,64;68
12,50;12
9336,11;93
5752,80;57
5,00;50
5,00;50
48,78;48
45,90;45
147,89;14
17,82;17
179,13;17
28,36;28
45692,24;45
16,34;16
22,62;22
374,21;37
13635,13;13
20,00;20
9,33;93
9618,32;96
205,99;20
25306,95;25
29,85;29
56,53;56
2763,14;27
11837,67;11
15678,00;15
215,82;21
1,12;11
74000,00;74
425,50;42
25,00;25
3,23;32
867,31;86
15268,86;15
346894,72;34
479,20;47
41,81;41
17695,00;17
1105,00;11
7754,30;77
8383,68;83
1990664,25;19
632,61;63
115,24;11
125,00;12
22039,92;22
23734,80;23
175,00;17
118551,66;11
500,00;50
206,91;20
1765,07;17
12700,00;12
174,02;17
442927,97;44
32584,60;32
393,12;39
50,62;50
28147,17;28
3547,67;35
8887,00;88
15783,94;15
72,01;72
189,00;18
1704,94;17
747,55;74
25,37;25
400,00;40
207,68;20
506330,16;50
13,50;13
55196,54;55
6480,00;64
7,56;75
2743,20;27
0,39;39
53557,20;53
1126,64;11
651,65;65
13243,24;13
6866,90;68
366,04;36
998,34;99
678402,69;67
1846,15;18
162,11;16
11710,00;11
261000,00;26
14745,60;14
300,87;30
1017,74;10
51,63;51
1425,84;14
582,50;58
10730039,00;10
1,41;14
222558,36;22
1070,83;10
475,85;47
0,01;10
64,92;64
2003,04;20
320,00;32
304,00;30
1460,88;14
500000,00;50
250,00;25
1741,83;17
17178,30;17
350,00;35
57447,19;57
12,15;12
3188,38;31
822,53;82
231,77;23
2109,50;21
173,20;17
2600,00;26
8264,97;82
40,28;40
38324,70;38
88649,97;88
759,92;75
44,00;44
45,17;45
120,00;12
8401,39;84
35414,99;35
5616,00;56
16,54;16
391860,91;39
756,70;75
80,00;80
2,38;23
16781,88;16
2752,37;27
2039,80;20
1,38;13
500000,00;50
0,14;14
2752,37;27
88,00;88
684,29;68
91,44;91
408,00;40
5,45;54
18,00;18
29,01;29
5752,80;57
2410,34;24
8077,00;80
255,51;25
12756,60;12
785,72;78
658,00;65
150,00;15
61,28;61
555,65;55
17,62;17
6765,39;67
27500,00;27
117296,80;11
4553,06;45
2354,00;23
845,50;84
976,15;97
1800000,00;18
139,15;13
399,35;39
22,63;22
360,84;36
4751,64;47
75,38;75
9985,00;99
40254,75;40
165,35;16
91247,60;91
35,94;35
105269,94;10
1879,92;18
5183,41;51
4221,36;42
1400,00;14
100,00;10
240,00;24
0,72;72
973,41;97
775,31;77
6135347,00;61
204044,73;20
43506,96;43
812,00;81
93,81;93
190,41;19
90847,85;90
4,38;43
35590,55;35
110,70;11
20578,57;20
734859,31;73
1684,27;16
13,75;13
185,00;18
55,01;55
2306,17;23
790,00;79
783,90;78
1900,00;19
325,34;32
40925,24;40
47,09;47
86,11;86
291,52;29
5933,67;59
1530,00;15
2758,65;27
379,00;37
45,07;45
3734,88;37
5136,39;51
79625,16;79
232390,25;23
1195,45;11
235,60;23
7654966,50;76
68644,82;68
25220,88;25
24,68;24
3,33;33
1224,94;12
87,44;87
1394,52;13
1542,76;15
4555,10;45
1905,00;19
2000,00;20
14101,11;14
169103,50;16
180,00;18
22,57;22
185,00;18
1029,34;10
3175,91;31
1096,00;10
156,57;15
143,23;14
58,74;58
34,20;34
200,00;20
61,20;61
15384,65;15
8333,99;83
2954,47;29
11,91;11
1406,28;14
210,00;21
17,07;17
239,00;23
36734,40;36
634,24;63
9188360,00;91
8,00;80
44131,09;44
7,41;74
4027,96;40
459,00;45
4210,56;42
6,85;68
613,66;61
25,41;25
6922,15;69
400,00;40
216,00;21
1520,17;15
918,59;91
4332,67;43
2923,08;29
1336603,63;13
520,81;52
2369,82;23
32,95;32
3500,00;35
25,00;25
88,49;88
976,66;97
14511,17;14
64,57;64
1800,00;18
292500,00;29
122496,10;12
1493,44;14
604,00;60
117669,56;11
75,85;75
582,00;58
141,60;14
2504,00;25
684,17;68
178051,16;17
80,00;80
813,00;81
562,14;56
360,00;36
43011,84;43
47,25;47
33,59;33
80,44;80
558,47;55
291,00;29
48,03;48
3692,44;36
162,59;16
3227,36;32
981,27;98
720,00;72
329,00;32
612,75;61
86455,00;86
152,28;15
4676,96;46
55,50;55
19859,93;19
1201,93;12
1114,59;11
420,00;42
42,66;42
18834,10;18
16,00;16
1995,00;19
5780,53;57
300033,00;30
153,70;15
1174,19;11
253006,95;25
132,41;13
462252,66;46
31,68;31
13,26;13
2162,96;21
30861,80;30
23,08;23
275944,38;27
226,80;22
40,00;40
647,86;64
5667,84;56
45887,02;45
500062,63;50
19992,49;19
246724,16;24
1677,37;16
5787,36;57
11,94;11
1707,62;17
625,00;62
161,45;16
55,66;55
178,19;17
40,50;40
9156,14;91
17392,83;17
6930,00;69
314,93;31
1768,56;17
38,30;38
11,91;11
159,76;15
137,53;13
24911,54;24
9000,00;90
200,00;20
121,36;12
2,84;28
2580,13;25
32,40;32
455,68;45
1955,12;19
1615,68;16
13,50;13
86198,12;86
2,17;21
345,06;34
2084,81;20
200,23;20
133,56;13
1975,05;19
0,10;10
610,68;61
292,50;29
60,50;60
519,39;51
1291,79;12
9264043,00;92
13640,81;13
2041,72;20
1215,54;12
343,27;34
9223,83;92
1401016,25;14
625,00;62
896,00;89
31,97;31
290504,00;29
83,57;83
5,00;50
1894,89;18
2000,00;20
536,62;53
962,00;96
46,24;46
1178,10;11
375,25;37
1421,33;14
65,52;65
1196,00;11
5,00;50
26519,12;26
17083,64;17
222,00;22
1342042,00;13
114,10;11
81,00;81
498,75;49
1808,96;18
24528,42;24
374,00;37
4853,71;48
32802,86;32
501,74;50
83,53;83
1756,32;17
13,77;13
66,25;66
1080,00;10
12150,00;12
13424,28;13
22,59;22
1000,00;10
1797942,75;17
261,47;26
0,05;50
10617,17;10
22799,03;22
205783,67;20
2100,00;21
109796,55;10
7456,00;74
79,11;79
8095,87;80
2233769,50;22
325,00;32
216,47;21
1709,09;17
5359,54;53
49671,05;49
1406,26;14
70,76;70
388,79;38
1502,28;15
2647,53;26
275,00;27
16902,79;16
2840,16;28
21,12;21
3368,37;33
14830,73;14
5,00;50
27,99;27
215,21;21
712,08;71
10746,00;10
7182,28;71
2741,97;27
6,09;60
453,75;45
116,15;11
12,00;12
7,61;76
547,73;54
8452,88;84
685,10;68
767587,19;76
22,50;22
300,00;30
15,30;15
477,18;47
413,54;41
27,00;27
14786,92;14
1748479,00;17
12,96;12
50,24;50
193,24;19
35,00;35
29,38;29
1178,51;11
341,21;34
436,62;43
69,33;69
424,00;42
49683,50;49
336001,09;33
550,50;55
429,35;42
389,56;38
35930,20;35
3740,39;37
607,00;60
3846376,25;38
2844,36;28
56,18;56
30,00;30
304,36;30
120,00;12
150,00;15
10498,55;10
310,00;31
3131,44;31
8499,00;84
364,00;36
80,00;80
2650998,75;26
15,31;15
592,77;59
138,24;13
6413,76;64
708,42;70
3555,55;35
5,88;58
17178,30;17
40,00;40
8,53;85
189,43;18
197,20;19
60,00;60
184,08;18
27,00;27
10,19;10
3937,66;39
11755,58;11
40,15;40
1099,58;10
11099,69;11
1304,80;13
5972,12;59
665,00;66
136,20;13
654,00;65
31,10;31
88102,56;88
8610,30;86
38,66;38
16,00;16
456,75;45
59,82;59
3452,42;34
8400,00;84
540,00;54
1624,75;16
1059,07;10
130,00;13
160,79;16
295,00;29
2500000,00;25
3093,00;30
17,65;17
1174,68;11
13,06;13
6919,92;69
18954,53;18
1737,61;17
320,69;32
6475,92;64
2628,40;26
18412,12;18
175,50;17
650,00;65
1372,83;13
4,62;46
341,91;34
727,00;72
31,40;31
2162,81;21
79,63;79
1281,93;12
5,00;50
2600,00;26
380,57;38
19098,00;19
93,30;93
18938,88;18
891,09;89
1161,70;11
209,10;20
75,12;75
4038,44;40
25,57;25
5778,55;57
600,00;60
45,29;45
168,41;16
56,53;56
89,78;89
11,00;11
40,55;40
1005,41;10
225,00;22
16,56;16
4,13;41
90687,40;90
18174,24;18
165,74;16
18890,22;18
50,00;50
3929,25;39
760,00;76
7102,55;71
87,67;87
510984,63;51
89,43;89
5,00;50
1945,93;19
204397568,00;20
1425,09;14
8595,67;85
452263,66;45
2,88;28
573980,56;57
9154,00;91
132,47;13
881,63;88
50000,00;50
1412,67;14
2835,55;28
364105,72;36
86,17;86
600,00;60
113,06;11
970,20;97
154,44;15
160,93;16
172,28;17
3024,00;30
24,04;24
555,56;55
2606,00;26
311,53;31
27416,90;27
15224,32;15
2,08;20
14418,00;14
16,22;16
281,19;28
392,44;39
2920,07;29
9964,80;99
2586118,00;25
13136,04;13
282,65;28
137062,80;13
148,00;14
8418,24;84
6385,37;63
25,43;25
58,11;58
28931,72;28
3873,00;38
150,00;15
8011,64;80
3055,18;30
11,54;11
565,30;56
162,38;16
15109,63;15
1125,60;11
214,09;21
234,00;23
726528,25;72
481,70;48
114091,38;11
2502,25;25
0,41;41
1218,59;12
1335,28;13
125,00;12
15,00;15
383,52;38
636,39;63
1457,79;14
276,93;27
128,35;12
122,76;12
536,91;53
611,64;61
28,72;28
13549,36;13
108,91;10
40,00;40
11,62;11
1281,93;12
70988,76;70
153,08;15
2316,11;23
142,84;14
847,50;84
64,00;64
234,63;23
702,66;70
8950,00;89
1080,17;10
613071,06;61
39440,15;39
4000,00;40
70,00;70
566,30;56
49,83;49
135174,06;13
308,63;30
14190,02;14
302,16;30
12782,16;12
69,66;69
145,00;14
36859,25;36
630,52;63
9979,56;99
741,51;74
53,42;53
40,00;40
310,00;31
1474,00;14
1879,92;18
1883507,63;18
121,50;12
941,40;94
1762919,00;17
2515,50;25
2051,86;20
22,14;22
31921,26;31
233,42;23
15,12;15
160,00;16
2243,35;22
55318,19;55
942,88;94
1793,52;17
120,00;12
518,81;51
4,03;40
120,00;12
91,84;91
997,19;99
1147,14;11
82,50;82
13262,26;13
1216,60;12
3,41;34
13689,72;13
13,50;13
9938,81;99
409,38;40
28876,00;28
6220,78;62
478322,09;47
221,40;22
56,53;56
129895,32;12
281,47;28
1371,38;13
36,76;36
1487,00;14
742,61;74
287,65;28
1121,40;11
302,00;30
132,40;13
124,80;12
129,39;12
14746,40;14
0,03;30
11390,75;11
8389,58;83
123,91;12
2204,46;22
61,71;61
6375,00;63
286,18;28
21400,80;21
177,42;17
2082,76;20
764,35;76
293,36;29
53,80;53
836,91;83
5,00;50
105705,00;10
4412,16;44
475,85;47
2885,15;28
12150,00;12
1762,94;17
29,90;29
6576,90;65
50772,42;50
48,15;48
49,00;49
34512,19;34
3547,67;35
618,33;61
740,48;74
1098,59;10
742,46;74
114,73;11
15,60;15
86,00;86
848,00;84
3488,45;34
3452,44;34
8450,00;84
5295,93;52
6985,98;69
242,70;24
3970,71;39
827095,19;82
50,22;50
1249,66;12
4402,37;44
4000,00;40
1,25;12
31159,75;31
1147830,00;11
79,37;79
1632,00;16
5559,80;55
1773,18;17
400,00;40
343,42;34
2011,50;20
28504,00;28
11927,09;11
159,47;15
2431,00;24
1292833,00;12
20,60;20
410,09;41
190,00;19
9299,61;92
29864,25;29
863,20;86
0,03;30
13000,00;13
56855,26;56
3052,11;30
810399,13;81
77,00;77
55161,84;55
23836,32;23
436,35;43
863,58;86
751184,00;75
24565,92;24
1,86;18
3352,74;33
1650,00;16
238010,77;23
10629221,00;10
26,29;26
686678,19;68
1909,39;19
13420,73;13
2900,00;29
43,52;43
3020,80;30
1300,00;13
946,08;94
32,75;32
549,00;54
1305,36;13
1506,64;15
791,28;79
6,19;61
7899,21;78
375,00;37
15,31;15
1421751,13;14
163,10;16
35,36;35
4655,39;46
163,44;16
4140,70;41
3630,05;36
48,34;48
5,00;50
41680,63;41
96,74;96
150,00;15
36113,74;36
1853,00;18
1172,18;11
1545,56;15
173993,52;17
20525,49;20
124000,00;12
1060,80;10
80,00;80
92,77;92
20560,32;20
5541,08;55
8320,94;83
80,00;80
27171,89;27
115,24;11
3680511,75;36
633,11;63
2325,53;23
1483,68;14
4720728,50;47
267,50;26
490,00;49
204,37;20
4005,93;40
2240,84;22
1882,72;18
214,00;21
15,00;15
1611,98;16
500,00;50
