"stmt_frq";"date_acct";"type_disp";"date_loan";"amount";"duration";"payments";"response";"date_birth";"gender";"type_card";"min1";"max1";"mean1";"min2";"max2";"mean2";"min3";"max3";"mean3";"min4";"max4";"mean4";"min5";"max5";"mean5";"min6";"max6";"mean6";"has_card"
"monthly";9530;"OWNER";9730;141648;24;5902;"1";30148;"M";"0.NA";44452,1;123310,1;77479,6;44187,7;123310,1;71594,125;20543,2;123310,1;61646,3272727273;20435,4;123310,1;55598,4923076923;20435,4;123310,1;51522,3733333333;12900;123310,1;47741,6235294118;"0"
"monthly";9530;"DISPONENT";9730;141648;24;5902;"1";27422;"F";"0.NA";44452,1;123310,1;77479,6;44187,7;123310,1;71594,125;20543,2;123310,1;61646,3272727273;20435,4;123310,1;55598,4923076923;20435,4;123310,1;51522,3733333333;12900;123310,1;47741,6235294118;"0"
"monthly";9536;"OWNER";10220;116496;24;4854;"1";32421;"M";"0.NA";20807,5;64491,5;40048,5857142857;20807,5;64491,5;38508,65;20807,5;70972,5;42660,7588235294;17661,7;70972,5;41122,8181818182;17661,7;70972,5;40769,0896551724;17661,7;70972,5;42574,4027777778;"0"
"monthly";9538;"OWNER";9999;165168;36;4588;"1";32325;"F";"classic";19985,3;47614,5;29845,9666666667;19985,3;52440,3;31975,0066666667;11636,1;52440,3;29792,4272727273;2206,7;52440,3;26497,7896551724;2206,7;52440,3;27263,0384615385;2206,7;68047,8;29948,9416666667;"1"
"monthly";9538;"DISPONENT";9999;165168;36;4588;"1";34067;"M";"0.NA";19985,3;47614,5;29845,9666666667;19985,3;52440,3;31975,0066666667;11636,1;52440,3;29792,4272727273;2206,7;52440,3;26497,7896551724;2206,7;52440,3;27263,0384615385;2206,7;68047,8;29948,9416666667;"0"
"monthly";9538;"OWNER";9691;85716;36;2381;"1";24959;"M";"0.NA";36516,9;52416,9;41273,55;31273,5;52782,7;39798,225;28590;52782,7;37477,7583333333;21742,4;52782,7;34864,61875;15087;52782,7;33033,7722222222;800;52782,7;31337,2578947368;"0"
"monthly";9538;"DISPONENT";9691;85716;36;2381;"1";26780;"F";"0.NA";36516,9;52416,9;41273,55;31273,5;52782,7;39798,225;28590;52782,7;37477,7583333333;21742,4;52782,7;34864,61875;15087;52782,7;33033,7722222222;800;52782,7;31337,2578947368;"0"
"monthly";9539;"OWNER";10134;66432;24;2768;"1";467;"F";"0.NA";17093,1;39114,1;21615,3857142857;17025,7;41594,7;23522,85;17025,7;41594,7;24542,7705882353;17025,7;59526,9;27010,748;17025,7;59526,9;28416,0677419355;17025,7;59526,9;29189,2675675676;"0"
"monthly";9539;"DISPONENT";10134;66432;24;2768;"1";34238;"M";"0.NA";17093,1;39114,1;21615,3857142857;17025,7;41594,7;23522,85;17025,7;41594,7;24542,7705882353;17025,7;59526,9;27010,748;17025,7;59526,9;28416,0677419355;17025,7;59526,9;29189,2675675676;"0"
"monthly";9542;"OWNER";10206;130464;48;2718;"1";1541;"M";"0.NA";30375,2;48845,5;40385,85;30375,2;108359,5;56074,8;30375,2;108359,5;55916,6515151515;30375,2;108359,5;53744,2707317073;30375,2;108359,5;60120,4433962264;30375,2;108359,5;59496,3984848485;"0"
"weekly";9545;"OWNER";9803;68544;24;2856;"1";2450;"M";"0.NA";20224,5;49785,5;36028,3444444444;20224,5;50570,6;33789,4285714286;20224,5;62946,7;37037,0033333333;20224,5;89193,3;44070,0634146341;20224,5;94207,7;45911,825;20224,5;94207,7;46632,7404255319;"0"
"weekly";9545;"DISPONENT";9803;68544;24;2856;"1";5374;"F";"0.NA";20224,5;49785,5;36028,3444444444;20224,5;50570,6;33789,4285714286;20224,5;62946,7;37037,0033333333;20224,5;89193,3;44070,0634146341;20224,5;94207,7;45911,825;20224,5;94207,7;46632,7404255319;"0"
"monthly";9547;"OWNER";9984;239160;60;3986;"1";28153;"M";"0.NA";25027,7;48941,7;34068,9;20959,7;48941,7;33341,1941176471;20959,7;50313,6;33064,6344827586;20959,7;50313,6;33967,6605263158;20959,7;71103,5;36372,85625;20959,7;71103,5;37114,3456140351;"0"
"weekly";9550;"OWNER";10228;267600;48;5575;"1";32161;"F";"0.NA";11562,7;51457,3;25763,075;11562,7;115630,7;38290,1533333333;11562,7;136452,7;62666,4266666667;11562,7;136452,7;69708,2756756757;11562,7;136452,7;72036,8720930233;11562,7;136452,7;70488,4183673469;"0"
"weekly";9552;"OWNER";10169;53472;12;4456;"1";25652;"M";"0.NA";63948,1;103348,1;74401,62;51761,1;108678,1;82802,2333333333;38244,3;112454,3;73698,2913043478;38244,3;113902,6;72526,8;38244,3;113902,6;70664,8685714286;35560,5;113902,6;70294,6414634146;"0"
"weekly";9552;"DISPONENT";10169;53472;12;4456;"1";23658;"F";"0.NA";63948,1;103348,1;74401,62;51761,1;108678,1;82802,2333333333;38244,3;112454,3;73698,2913043478;38244,3;113902,6;72526,8;38244,3;113902,6;70664,8685714286;35560,5;113902,6;70294,6414634146;"0"
"monthly";9553;"OWNER";9717;44376;12;3698;"1";33745;"M";"classic";47490;124090;73213,3727272727;18021,2;124090;61825,165;18021,2;124090;55045,15;18021,2;124090;54298,35625;18021,2;124090;55598,0108108108;800;124090;53505,2153846154;"1"
"monthly";9558;"OWNER";10093;76944;12;6412;"1";31667;"F";"classic";59256,4;105970,4;80081,0727272727;33330,5;105970,4;68660,715;15230,5;105970,4;57248,5464285714;9256,2;105970,4;49192,6583333333;9256,2;105970,4;45754,4047619048;9256,2;105970,4;42986,6653061224;"1"
"monthly";9560;"OWNER";9708;162468;36;4513;"1";32011;"F";"0.NA";49362,8;76438,8;70071,16;42932;83862,8;70087,075;37703,8;83862,8;66201,1090909091;26746,9;83862,8;61627,5571428571;700;83862,8;54065,2176470588;700;83862,8;54065,2176470588;"0"
"monthly";9560;"DISPONENT";9708;162468;36;4513;"1";30913;"M";"0.NA";49362,8;76438,8;70071,16;42932;83862,8;70087,075;37703,8;83862,8;66201,1090909091;26746,9;83862,8;61627,5571428571;700;83862,8;54065,2176470588;700;83862,8;54065,2176470588;"0"
"monthly";9561;"OWNER";9798;86184;12;7182;"1";25905;"F";"classic";22011,8;65106,8;45818,0888888889;22011,8;71895,3;46175,1944444444;22011,8;98768,3;56350,5703703704;22011,8;98768,3;57764,1172413793;22011,8;128146;61286,5121212121;22011,8;128146;62845,9527777778;"1"
"monthly";9561;"OWNER";9894;53076;12;4423;"1";28630;"M";"classic";14151,1;30029,1;21349,3923076923;14151,1;40144,1;24442,6904761905;14151,1;40144,1;24771,8037037037;14151,1;40144,1;25416,1176470588;14151,1;44393,2;27166,2243902439;14151,1;54537,7;29649,2659574468;"1"
"monthly";9561;"OWNER";9798;86184;12;7182;"1";25905;"F";"classic";24708,5;67803,5;48692,5666666667;24708,5;74590,5;48229,3555555556;24708,5;98768,3;55824,1592592593;24708,5;98768,3;57274,0103448276;24708,5;128146;60855,8121212121;24708,5;128146;62451,1444444444;"1"
"monthly";9564;"OWNER";9705;187104;24;7796;"1";2686;"F";"classic";42783,7;133377,7;73017,775;42552,7;133377,7;69855,4076923077;42552,7;137193,5;77149,2789473684;18317;137193,5;69042,0541666667;300;137193,5;66292,372;300;137193,5;66292,372;"1"
"monthly";9565;"OWNER";10201;265320;36;7370;"0";35692;"M";"0.NA";19959,8;19992,8;19976,5;4759,8;27372,3;21147,5076923077;379;27372,3;15316,0333333333;379;45140,4;21415,4896551724;379;116038,4;35089,3027777778;379;116038,4;36391,8511627907;"0"
"monthly";9566;"OWNER";9949;90156;12;7513;"1";28038;"F";"gold";57936,7;103012,7;85048,9285714286;51131,1;103012,7;81680,3833333333;42463,3;103012,7;78208,9631578947;42463,3;130981,4;83062,0269230769;42463,3;130981,4;82622,5580645161;42463,3;130981,4;82711,8166666667;"1"
"monthly";9566;"DISPONENT";9949;90156;12;7513;"1";28748;"M";"0.NA";57936,7;103012,7;85048,9285714286;51131,1;103012,7;81680,3833333333;42463,3;103012,7;78208,9631578947;42463,3;130981,4;83062,0269230769;42463,3;130981,4;82622,5580645161;42463,3;130981,4;82711,8166666667;"0"
"monthly";9567;"OWNER";9938;76080;12;6340;"1";3382;"F";"junior";42217,6;80259,6;62245,7;26746,7;80259,6;49843,66875;26746,7;80259,6;51448,2962962963;26746,7;89702,2;53306,2486486486;19843;89702,2;50227,7577777778;19843;89702,2;49591,512962963;"1"
"monthly";9568;"OWNER";9927;67464;12;5622;"1";24099;"M";"0.NA";25483,5;59310,8;38030,1428571429;20037,8;59310,8;33215,1142857143;20037,8;71437,8;38355,6136363636;20037,8;89716,1;40413,0269230769;20037,8;89716,1;41138,853125;20037,8;89716,1;40997,6842105263;"0"
"monthly";9568;"OWNER";9927;67464;12;5622;"1";24099;"M";"0.NA";30619,7;64497,2;43487,8571428571;23859,8;72859,8;39807;23859,8;75259,8;43944,4590909091;23859,8;92235,5;45568,2518518519;23859,8;92235,5;45815,6125;23859,8;92235,5;44967,7891891892;"0"
"monthly";9569;"OWNER";9683;141948;36;3943;"1";29488;"F";"classic";47063,1;66466,7;56008,15;34303,6;66466,7;48793,2166666667;19827;66466,7;41285,1666666667;800;66466,7;35672,1363636364;800;66466,7;35672,1363636364;800;66466,7;35672,1363636364;"1"
"monthly";9570;"OWNER";10193;12540;12;1045;"1";25609;"F";"classic";39904,2;54562,2;47996,5333333333;38720,6;54562,2;46887,2875;37841,2;54562,2;47087,28;37841,2;56274,9;47841,2441176471;37841,2;56844,7;48124,6375;34162,4;57559,4;48210,5367346939;"1"
"monthly";9570;"DISPONENT";10193;12540;12;1045;"1";24155;"M";"0.NA";39904,2;54562,2;47996,5333333333;38720,6;54562,2;46887,2875;37841,2;54562,2;47087,28;37841,2;56274,9;47841,2441176471;37841,2;56844,7;48124,6375;34162,4;57559,4;48210,5367346939;"0"
"monthly";9570;"OWNER";9885;23184;12;1932;"1";3493;"F";"0.NA";39509,4;48344;45074,9;36276,9;48344;44081,06;35829,4;48344;42788,6846153846;29906;48344;41431,7818181818;29906;48344;40807,8974358974;29906;48344;40705,4441860465;"0"
"monthly";9571;"OWNER";9882;221880;60;3698;"1";26934;"F";"0.NA";32468,4;54655,4;40643,4666666667;23872,3;57152,3;39879,895;23872,3;60602,1;42591,2206896552;23872,3;60602,1;42318,3846153846;23872,3;60602,1;41848,9254901961;23872,3;74216,8;45160,213559322;"0"
"monthly";9571;"DISPONENT";9882;221880;60;3698;"1";27913;"M";"0.NA";32468,4;54655,4;40643,4666666667;23872,3;57152,3;39879,895;23872,3;60602,1;42591,2206896552;23872,3;60602,1;42318,3846153846;23872,3;60602,1;41848,9254901961;23872,3;74216,8;45160,213559322;"0"
"monthly";9574;"OWNER";10077;48312;24;2013;"1";32433;"M";"0.NA";41023,3;53030,3;43629,8333333333;35906,8;53030,3;42953,2833333333;17502,7;53030,3;38350,7470588235;16131,7;53030,3;34060,9461538462;16131,7;53030,3;33148,7933333333;12526,1;53030,3;31258,1871794872;"0"
"monthly";9575;"OWNER";10058;210384;48;4383;"1";31492;"F";"0.NA";31140;60546,9;50808,8285714286;31140;60546,9;52228,5666666667;31140;121135,2;66545,347368421;24348,2;121135,2;59032,4666666667;24348,2;121135,2;54924,0935483871;24348,2;121135,2;52574,9702702703;"0"
"monthly";9576;"OWNER";9767;54396;36;1511;"1";25409;"M";"0.NA";32312,8;42308,8;36941,1714285714;32312,8;42308,8;37257;30259,3;42308,8;36564,0642857143;24105;42308,8;35382,3470588235;24019,8;42308,8;34275,7631578947;8296;42308,8;31634,3318181818;"0"
"monthly";9581;"OWNER";10148;79344;48;1653;"1";29740;"F";"0.NA";24655,5;34308,1;28740;23615;34308,1;27226,3272727273;23162;34308,1;26414,3052631579;23162;34308,1;26547,904;21265,3;34308,1;26134,8;20851,8;34308,1;25647,3444444444;"0"
"monthly";9582;"OWNER";9815;321180;60;5353;"1";24356;"M";"0.NA";19702,3;51906,5;28697,0333333333;19592,2;51906,5;28076,5642857143;19592,2;52264,2;30689,1545454545;19592,2;89519,3;37856,9111111111;19592,2;89519,3;40780,0633333333;19592,2;90257,3;42354,3696969697;"0"
"monthly";9582;"DISPONENT";9815;321180;60;5353;"1";27091;"F";"0.NA";19702,3;51906,5;28697,0333333333;19592,2;51906,5;28076,5642857143;19592,2;52264,2;30689,1545454545;19592,2;89519,3;37856,9111111111;19592,2;89519,3;40780,0633333333;19592,2;90257,3;42354,3696969697;"0"
"monthly";9582;"OWNER";10246;504000;60;8400;"1";423;"M";"0.NA";18233,1;30687,7;25274,8;18233,1;39172,5;26158,53125;17182,4;39172,5;25458,7045454545;15680,6;39172,5;25113,8821428571;15680,6;39172,5;24917,9441176471;15680,6;39172,5;25295,2225;"0"
"monthly";9583;"OWNER";9948;91632;12;7636;"1";26848;"M";"0.NA";8230,1;15811,1;13023,1857142857;4358,5;15811,1;11944,5285714286;4358,5;17222;12854,612;4358,5;21790,3;13579,25;4358,5;23986,2;14823,6923076923;4358,5;23986,2;15352,5956521739;"0"
"monthly";9583;"DISPONENT";9948;91632;12;7636;"1";24026;"F";"0.NA";8230,1;15811,1;13023,1857142857;4358,5;15811,1;11944,5285714286;4358,5;17222;12854,612;4358,5;21790,3;13579,25;4358,5;23986,2;14823,6923076923;4358,5;23986,2;15352,5956521739;"0"
"monthly";9583;"OWNER";9825;182640;48;3805;"1";26406;"F";"0.NA";22998,3;46267,3;29484,375;22998,3;56718,3;33568,0625;22998,3;59047,5;36553,352173913;22998,3;63478,7;38958,9857142857;22998,3;64375,9;39911,235483871;22998,3;64411,8;40389,3441176471;"0"
"monthly";9585;"OWNER";10127;311232;48;6484;"1";27997;"F";"classic";52289,2;123899,8;82359,8461538462;52289,2;123899,8;79382,5888888889;49140,6;123899,8;78450,6153846154;27960,1;123899,8;70217,4029411765;27960,1;123899,8;67038,7175;27960,1;123899,8;63724,5733333333;"1"
"monthly";9588;"OWNER";10090;153504;48;3198;"1";2179;"M";"0.NA";21195,1;40382,1;27498,9444444444;18988,6;40382,1;26290,69375;18988,6;54533;29156,444;18988,6;54533;29256,20625;18988,6;54533;29027,3461538462;18988,6;54533;28727,8369565217;"0"
"monthly";9590;"OWNER";10177;541200;60;9020;"0";28110;"F";"0.NA";-7631,1;6360,9;-2706,31666666667;-8470,4;6360,9;-3606,67;-17030,4;6360,9;-4434,22857142857;-17030,4;6360,9;-4005,46;-17030,4;15481,5;-1733,18461538462;-17030,4;15481,5;-1201,49047619048;"0"
"monthly";9593;"OWNER";10247;31260;12;2605;"1";35874;"M";"0.NA";10458,4;20572,4;16621,7777777778;8465,3;23636,3;17273,19375;8465,3;23636,3;17397,5681818182;8465,3;23636,3;18066,8;8465,3;24462,8;18772,8382352941;8465,3;25007,5;19341,2175;"0"
"monthly";9593;"DISPONENT";10247;31260;12;2605;"1";34605;"F";"0.NA";10458,4;20572,4;16621,7777777778;8465,3;23636,3;17273,19375;8465,3;23636,3;17397,5681818182;8465,3;23636,3;18066,8;8465,3;24462,8;18772,8382352941;8465,3;25007,5;19341,2175;"0"
"monthly";9594;"OWNER";10151;260400;60;4340;"0";29389;"F";"0.NA";21054,8;37935,8;27670,3142857143;4080,6;37935,8;23427,0714285714;4080,6;77326,6;33739,1285714286;4080,6;82302,1;36043,4310344828;4080,6;82302,1;35022,3540540541;3874,3;82302,1;34254,5;"0"
"monthly";9595;"OWNER";10201;24792;24;1033;"1";32298;"M";"classic";37346,3;72489,8;57355,9571428571;37291,8;72489,8;56437,5769230769;37291,8;72489,8;55772,9095238095;37291,8;72489,8;55215,5928571429;36021,7;72489,8;54598,8333333333;36021,7;72489,8;54448,8818181818;"1"
"monthly";9595;"OWNER";10155;153144;36;4254;"1";-318;"M";"classic";33597,7;121500,7;73517,1923076923;33597,7;121500,7;67377,6263157895;32084,1;121500,7;59869,3074074074;24481,1;121500,7;53463,2142857143;24481,1;121500,7;54970,0860465116;24481,1;121500,7;53365,0137254902;"1"
"monthly";9598;"OWNER";9901;317520;60;5292;"1";35840;"F";"0.NA";37873,7;72635,8;51177,55625;37873,7;76661,5;54569,6923076923;37873,7;76661,5;53873,2837837838;37873,7;76661,5;54082,95;37873,7;76661,5;55401,0854545455;37873,7;82886,2;57536,664516129;"0"
"monthly";9598;"OWNER";9912;44304;24;1846;"1";35234;"M";"0.NA";36409,1;50720,1;43937,9222222222;36409,1;56402;46937,2428571429;36409,1;58281,2;47223,5275862069;34816,1;58281,2;46268,7736842105;34816,1;58281,2;46037,3755555556;34400,3;58281,2;45790,7392156863;"0"
"monthly";9599;"OWNER";9916;72504;24;3021;"1";29396;"F";"0.NA";16306,4;20565;18560,725;16306,4;27234,5;21116,7875;16306,4;66579,9;32034,6333333333;16306,4;66579,9;32484,6973684211;16306,4;66579,9;33416,3446808511;16306,4;66579,9;32954,2321428571;"0"
"monthly";9604;"OWNER";10301;133848;24;5577;"1";33029;"F";"0.NA";9985,9;25700,5;20589,55;9985,9;51093,5;21566,81;2814,8;51093,5;18442,6916666667;2798,4;51093,5;15485,375;2798,4;51093,5;16412,45;818,7;51093,5;14534,85;"0"
"monthly";9606;"OWNER";9834;155616;48;3242;"1";32804;"F";"0.NA";24447,1;53695,2;35623,5833333333;24447,1;57989,4;39221,4083333333;24447,1;59977,7;41304,7882352941;24447,1;62153,6;42260,765;24447,1;62153,6;43003,7173913043;24447,1;62153,6;43022,8269230769;"0"
"monthly";9609;"OWNER";10241;152160;60;2536;"1";28590;"F";"0.NA";7072,6;22286,6;17064,3666666667;7072,6;39692,8;23157,6;7072,6;39692,8;23503,63;7072,6;39692,8;23386,0384615385;7072,6;39692,8;23146,8875;7072,6;39692,8;23172,4128205128;"0"
"monthly";9609;"DISPONENT";10241;152160;60;2536;"1";28680;"M";"0.NA";7072,6;22286,6;17064,3666666667;7072,6;39692,8;23157,6;7072,6;39692,8;23503,63;7072,6;39692,8;23386,0384615385;7072,6;39692,8;23146,8875;7072,6;39692,8;23172,4128205128;"0"
"monthly";9609;"OWNER";9983;307200;60;5120;"0";33659;"M";"0.NA";7911,7;10058,2;9506,3;5276,7;12326,3;10027,075;5276,7;12326,3;10533,8363636364;512,5;43252,5;10286,75;512,5;123584,6;28009,496969697;512,5;142668,1;40989,7441860465;"0"
"monthly";9611;"OWNER";9897;415800;60;6930;"1";29102;"F";"0.NA";9735;38948,4;17818,76;9735;38948,4;16827,7333333333;9735;51196,5;22934,8333333333;9735;51196,5;23941,7526315789;9735;140706;39252,9653846154;9735;140706;42059,0862068966;"0"
"monthly";9611;"OWNER";10262;160656;24;6694;"1";343;"F";"0.NA";6723,2;137843;53823,1285714286;6723,2;137843;44207,0909090909;6723,2;137843;41272,7285714286;6723,2;137843;42198,2428571429;6723,2;137843;41542,54;6723,2;137843;41629,1170212766;"0"
"monthly";9612;"OWNER";10109;158184;36;4394;"1";30534;"M";"0.NA";24512;28833,7;27719,2;24512;32504;29127,925;24512;32504;29028,3333333333;24512;35616,8;29898,1;24512;38731,4;31221,1363636364;24512;52714,1;33113,8111111111;"0"
"monthly";9614;"OWNER";10124;271584;48;5658;"1";2305;"M";"classic";50478,4;97516;83469;41237,7;97516;69625,8090909091;24693,7;97516;58981,4368421053;24693,7;108639,1;65856,0692307692;24693,7;113777,1;69875,6189189189;24693,7;113777,1;68568,6571428571;"1"
"monthly";9615;"OWNER";10204;100128;24;4172;"1";28585;"F";"classic";55023,7;68673,3;64373,76;55023,7;85104;71427;55023,7;85104;70865,7777777778;55023,7;120586,5;77705,9222222222;55023,7;120586,5;77816,9411764706;28078,5;120586,5;71411,6023255814;"1"
"monthly";9618;"OWNER";10077;92400;12;7700;"1";1631;"F";"classic";23524,9;51759,9;40522,875;17442,8;51759,9;34653,8285714286;17442,8;51759,9;32608,83;17442,8;51759,9;31938,0846153846;17442,8;51759,9;32446,6933333333;17442,8;72627;37455,4564102564;"1"
"monthly";9619;"OWNER";10088;100800;24;4200;"0";24982;"M";"0.NA";-1571,5;-1269,4;-1368,225;-1571,5;-950,2;-1209,5625;-1571,5;-634,4;-995,407142857143;-1571,5;14547;3072,97;-1571,5;48333,5;12606,9193548387;-1571,5;48333,5;15944,3578947368;"0"
"monthly";9619;"OWNER";9753;48744;36;1354;"1";34437;"F";"classic";43822,3;62891,3;56727,55;41205,4;62891,3;55456,4857142857;40497,4;62891,3;54175,66;20022,7;62891,3;49217,5538461538;900;62891,3;44046,48;900;62891,3;44046,48;"1"
"monthly";9621;"OWNER";10083;102876;12;8573;"1";26325;"M";"classic";28960,9;46888,9;40212,9666666667;28960,9;55321,5;40998,6473684211;27185,8;55321,5;37668,6689655172;22608,8;55321,5;34867,5128205128;18292,9;55321,5;32970,1729166667;12208,2;55321,5;30584,7559322034;"1"
"monthly";9621;"DISPONENT";10083;102876;12;8573;"1";24369;"F";"0.NA";28960,9;46888,9;40212,9666666667;28960,9;55321,5;40998,6473684211;27185,8;55321,5;37668,6689655172;22608,8;55321,5;34867,5128205128;18292,9;55321,5;32970,1729166667;12208,2;55321,5;30584,7559322034;"0"
"monthly";9624;"OWNER";9920;35904;48;748;"1";27780;"M";"0.NA";17662,3;23179,3;18705,1833333333;16922,3;24730,3;19630,5260869565;16922,3;28636,6;21114,2333333333;16922,3;30479,7;22481,8209302326;16922,3;32306,5;23297,0791666667;16922,3;34278,5;23835,2764705882;"0"
"monthly";9626;"OWNER";10251;176328;36;4898;"1";26827;"M";"0.NA";34469,3;66183,9;51288,65;34469,3;87431,8;59776,2454545455;34469,3;87431,8;59851,8935483871;34469,3;87431,8;60143,81;34469,3;87431,8;59745,6959183673;34469,3;87431,8;58922,3431034483;"0"
"monthly";9626;"DISPONENT";10251;176328;36;4898;"1";26302;"F";"0.NA";34469,3;66183,9;51288,65;34469,3;87431,8;59776,2454545455;34469,3;87431,8;59851,8935483871;34469,3;87431,8;60143,81;34469,3;87431,8;59745,6959183673;34469,3;87431,8;58922,3431034483;"0"
"weekly";9626;"OWNER";10148;107352;36;2982;"1";25563;"F";"0.NA";61126;151251,4;99600,9142857143;34967,4;151251,4;88450,39;20938;151251,4;78586,2344827586;20938;151251,4;70493,4888888889;20938;151251,4;67668,9976744186;20938;151251,4;68153,9538461538;"0"
"monthly";9626;"OWNER";9901;116832;12;9736;"1";28780;"F";"0.NA";8187,5;20739;14468,8;8187,5;32806;17123,7285714286;8187,5;32806;17013,2909090909;8187,5;39615,9;19475,7821428571;8187,5;40085,2;21816,2606060606;8187,5;40761,2;23054,2916666667;"0"
"monthly";9626;"DISPONENT";9901;116832;12;9736;"1";27416;"M";"0.NA";8187,5;20739;14468,8;8187,5;32806;17123,7285714286;8187,5;32806;17013,2909090909;8187,5;39615,9;19475,7821428571;8187,5;40085,2;21816,2606060606;8187,5;40761,2;23054,2916666667;"0"
"after_tr";9627;"OWNER";9806;88440;12;7370;"1";27577;"F";"classic";41146,1;85225,1;72256,2666666667;41146,1;85225,1;64772,2;35900,5;85225,1;58414,6166666667;35900,5;103239;62719,4625;35900,5;103239;64198,8851851852;200;103239;62778,0903225806;"1"
"after_tr";9627;"DISPONENT";9806;88440;12;7370;"1";25089;"M";"0.NA";41146,1;85225,1;72256,2666666667;41146,1;85225,1;64772,2;35900,5;85225,1;58414,6166666667;35900,5;103239;62719,4625;35900,5;103239;64198,8851851852;200;103239;62778,0903225806;"0"
"monthly";9627;"OWNER";9937;17184;12;1432;"1";27179;"F";"0.NA";28980,2;40773,2;33041,775;20378;40773,2;27784,51;17164,6;40773,2;27913,8516129032;17164,6;40773,2;28544,305;17164,6;40773,2;29279,1673469388;17164,6;44504,8;30041,3607142857;"0"
"monthly";9628;"OWNER";10058;18324;12;1527;"1";29685;"F";"0.NA";19229,8;39555,8;31587,7333333333;11342,8;41831,8;27708,0153846154;11342,8;41831,8;26349,715;11342,8;41831,8;26156,9423076923;11342,8;41831,8;25882,278125;11342,8;41831,8;25264,7674418605;"0"
"monthly";9628;"DISPONENT";10058;18324;12;1527;"1";27578;"M";"0.NA";19229,8;39555,8;31587,7333333333;11342,8;41831,8;27708,0153846154;11342,8;41831,8;26349,715;11342,8;41831,8;26156,9423076923;11342,8;41831,8;25882,278125;11342,8;41831,8;25264,7674418605;"0"
"monthly";9629;"OWNER";9900;247920;48;5165;"0";31882;"F";"0.NA";23990,1;24190,1;24090,1;23458,5;24190,1;23924,3;23327;28327;24558,5333333333;23327;31595,5;26523,5777777778;23327;31595,5;26471,22;23327;31595,5;26573,8363636364;"0"
"monthly";9631;"OWNER";9750;29448;12;2454;"0";28417;"M";"0.NA";28875,3;43790,6;32680,85;27917;43790,6;32180,6;27917;43790,6;32784,6444444444;800;43790,6;28977,4363636364;800;43790,6;28977,4363636364;800;43790,6;28977,4363636364;"0"
"monthly";9632;"OWNER";10031;88272;48;1839;"1";3419;"F";"0.NA";6472,6;23040,3;12223,4285714286;4641,8;23040,3;10420,9923076923;4608,3;23040,3;10361,19;4608,3;23040,3;10523,1259259259;4608,3;23040,3;10465,0823529412;4608,3;27739,9;11622,9738095238;"0"
"monthly";9632;"OWNER";10153;590820;60;9847;"1";35662;"M";"0.NA";16833,3;32733,3;23149,7375;16833,3;32906,8;25683,1941176471;16833,3;36443,4;27289,7375;16833,3;36443,4;28282,5967741935;16833,3;45146;28829,9236842105;15629,8;45146;27898,0936170213;"0"
"monthly";9637;"OWNER";9851;45024;48;938;"1";31900;"F";"0.NA";32022,8;63659,3;45877,9444444444;32022,8;63659,3;44154,8941176471;32022,8;63659,3;45380,6041666667;32022,8;63659,3;45184,4;32022,8;63659,3;44693,784375;29577,5;63659,3;43750,7888888889;"0"
"weekly";9641;"OWNER";10282;220440;60;3674;"1";31351;"F";"0.NA";18634,9;51419,9;33820,9;18569,7;51419,9;31523,7117647059;18569,7;80292,7;40248,668;10076,7;80292,7;37455,2225806452;10076,7;80292,7;36454,3324324324;10076,7;80292,7;39108,280952381;"0"
"monthly";9642;"OWNER";10073;41856;48;872;"1";33185;"F";"classic";37069,1;55296,1;45216,6;29705;56921;45369,2875;29705;56921;43428,8166666667;28657,9;56921;41809,3470588235;27752;56921;40730,519047619;24218,8;56921;39653,604;"1"
"monthly";9645;"OWNER";10248;23412;12;1951;"1";31283;"M";"classic";52566,3;77000,3;62399,85;52293,1;88158,1;65802,8157894737;46468;88158,1;63281,35;43280,8;88158,1;61140,25;43280,8;88158,1;60323,7475;41127,2;88158,1;59270,9934782609;"1"
"monthly";9645;"DISPONENT";10248;23412;12;1951;"1";32046;"F";"0.NA";52566,3;77000,3;62399,85;52293,1;88158,1;65802,8157894737;46468;88158,1;63281,35;43280,8;88158,1;61140,25;43280,8;88158,1;60323,7475;41127,2;88158,1;59270,9934782609;"0"
"monthly";9651;"OWNER";10333;41256;12;3438;"1";25051;"M";"gold";38603,9;88435,5;57349,88;36926,9;88435,5;55906,7636363636;36926,9;98779,2;59972,10625;36926,9;98779,2;59371,5772727273;36926,9;124519,7;59906,0581818182;36926,9;124519,7;60313,675;"1"
"monthly";9651;"DISPONENT";10333;41256;12;3438;"1";25911;"F";"0.NA";38603,9;88435,5;57349,88;36926,9;88435,5;55906,7636363636;36926,9;98779,2;59972,10625;36926,9;98779,2;59371,5772727273;36926,9;124519,7;59906,0581818182;36926,9;124519,7;60313,675;"0"
"monthly";9651;"OWNER";9989;39576;12;3298;"1";34543;"F";"0.NA";9794,3;29753,3;20381,23;9794,3;29753,3;22408,925;4518,9;29753,3;19841,6384615385;4518,9;35301;20382,9;4518,9;46922,4;23078,3511627907;4518,9;46922,4;23553,356;"0"
"monthly";9651;"DISPONENT";9989;39576;12;3298;"1";318;"M";"0.NA";9794,3;29753,3;20381,23;9794,3;29753,3;22408,925;4518,9;29753,3;19841,6384615385;4518,9;35301;20382,9;4518,9;46922,4;23078,3511627907;4518,9;46922,4;23553,356;"0"
