Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
250.0,7,Virginia,13,48,46,,Sep 09,,,,,,,,Research America-7
247.5,10,Virginia,13,52,42,,Sep 08,,,,,,,,Morning Consult-10
244.5,12,Virginia,13,46,36,,Sep 06,,,,,,,,Virginia Commonwealth U.-12
227.0,5,Virginia,13,47,44,,Aug 16,,,,,,,,Roanoke Coll.-5
195.5,4,Virginia,13,45,41,,Jul 15,,,,,,,,Florida Atlantic U.-4
192.5,4,Virginia,13,48,45,,Jul 12,,,,,,,,Siena Coll.-4
190.0,5,Virginia,13,47,44,,Jul 10,,,,,,,,SoCal Research-5
185.0,1,Virginia,13,36,39,,Jul 03,,,,,,,,Virginia Commonwealth U.-1
154.5,4,Virginia,13,48,48,,Jun 04,,,,,,,,Beacon + Shaw for Fox-4
137.5,10,Virginia,13,42,42,,May 21,,,,,,,,Roanoke Coll.-10
119.0,1,Virginia,13,43,42,,Apr 28,,,,,,,,Fabrizio + Anzalone-1
108.0,9,Virginia,13,45,45,,Apr 21,,,,,,,,Zogby-9
 61.5,4,Virginia,13,49,42,,Mar 03,,,,,,,,Florida Atlantic U.-4
 46.0,9,Virginia,13,47,43,,Feb 19,,,,,,,,Roanoke Coll.-9
290.5,2,Washington,12,55,40,,Oct 17,,,,,,,,PPP-2
285.5,6,Washington,12,57,35,,Oct 14,,,,,,,,SurveyUSA-6
284.0,5,Washington,12,57,32,,Oct 12,,,,,,,,Elway Research-5
248.5,4,Washington,12,53,32,,Sep 06,,,,,,,,Elway Research-4
206.5,2,Washington,12,52,38,,Jul 25,,,,,,,,PPP-2
193.5,4,Washington,12,50,36,,Jul 13,,,,,,,,SurveyUSA-4
136.5,2,Washington,12,55,39,,May 16,,,,,,,,PPP-2
135.5,4,Washington,12,42,34,,May 16,,,,,,,,Elway Research-4
108.0,9,Washington,12,52,40,,Apr 21,,,,,,,,Zogby-9
105.5,4,Washington,12,54,39,,Apr 16,,,,,,,,Civiqs-4
 44.5,2,Washington,12,54,38,,Feb 14,,,,,,,,PPP-2
237.0,7,West Virginia,4,34,61,,Aug 27,,,,,,,,Research America-7
108.0,9,West Virginia,4,31,63,,Apr 21,,,,,,,,Zogby-9
295.5,2,Wisconsin,10,49,50,,Oct 22,,,,,,,,Emerson Coll.-2
293.0,5,Wisconsin,10,48,48,,Oct 21,,,,,,,,Quinnipiac U.-5
292.0,5,Wisconsin,10,48,48,,Oct 20,,,,,,,,Morning Consult-5
284.5,10,Wisconsin,10,47,48,,Oct 15,,,,,,,,Morning Consult-10
280.5,4,Wisconsin,10,49,50,,Oct 08,,,,,,,,Emerson Coll.-4
280.5,16,Wisconsin,10,50,47,,Oct 14,,,,,,,,George Mason U.-16
280.0,3,Wisconsin,10,50,48,,Oct 07,,,,,,,,Research Co.-3
279.0,5,Wisconsin,10,47,49,,Oct 07,,,,,,,,Quinnipiac U.-5
277.0,11,Wisconsin,10,48,48,,Oct 08,,,,,,,,Fabrizio + GBAO-11
270.0,7,Wisconsin,10,48,46,,Sep 29,,,,,,,,GSG + NSOR-7
267.5,6,Wisconsin,10,49,47,,Sep 26,,,,,,,,Siena Coll.-6
266.0,7,Wisconsin,10,49,47,,Sep 25,,,,,,,,BSG + GS for Cook-7
266.0,7,Wisconsin,10,51,48,,Sep 25,,,,,,,,Morning Consult-7
266.0,9,Wisconsin,10,52,48,,Sep 26,,,,,,,,Marquette Law School-9
260.5,4,Wisconsin,10,49,50,,Sep 18,,,,,,,,Emerson Coll.-4
259.0,7,Wisconsin,10,53,46,,Sep 18,,,,,,,,MassINC-7
258.0,5,Wisconsin,10,49,48,,Sep 16,,,,,,,,Quinnipiac U.-5
257.5,6,Wisconsin,10,50,49,,Sep 16,,,,,,,,Marist Coll.-6
257.5,10,Wisconsin,10,50,44,,Sep 18,,,,,,,,Morning Consult-10
256.5,4,Wisconsin,10,49,48,,Sep 14,,,,,,,,Fabrizio + Anzalone-4
255.5,2,Wisconsin,10,49,47,,Sep 12,,,,,,,,Insider Advantage-2
248.5,4,Wisconsin,10,51,49,,Sep 06,,,,,,,,YouGov-4
247.5,10,Wisconsin,10,49,46,,Sep 08,,,,,,,,Morning Consult-10
245.0,9,Wisconsin,10,52,48,,Sep 05,,,,,,,,Marquette Law School-9
241.5,12,Wisconsin,10,47,44,,Sep 03,,,,,,,,YouGov-12
239.5,4,Wisconsin,10,48,49,,Aug 28,,,,,,,,Emerson Coll.-4
239.0,7,Wisconsin,10,50,44,,Aug 29,,,,,,,,SSRS for CNN-7
237.5,4,Wisconsin,10,52,44,,Aug 26,,,,,,,,Morning Consult-4
220.0,3,Wisconsin,10,48,49,,Aug 08,,,,,,,,Insider Advantage-3
220.0,5,Wisconsin,10,50,46,,Aug 09,,,,,,,,Siena Coll.-5
211.5,8,Wisconsin,10,49,46,,Aug 02,,,,,,,,BSG + GS for Cook-8
210.0,9,Wisconsin,10,50,49,,Aug 01,,,,,,,,Marquette Law School-9
208.0,5,Wisconsin,10,49,47,,Jul 28,,,,,,,,Morning Consult-5
206.0,1,Wisconsin,10,49,47,,Jul 24,,,,,,,,Morning Consult-1
205.0,3,Wisconsin,10,49,50,,Jul 24,,,,,,,,Beacon + Shaw for Fox-3
204.5,2,Wisconsin,10,47,47,,Jul 23,,,,,,,,Emerson Coll.-2
202.5,2,Wisconsin,10,46,50,,Jul 21,,,,,,,,SoCal Research-2
197.5,2,Wisconsin,10,43,46,,Jul 16,,,,,,,,Emerson Coll.-2
196.5,4,Wisconsin,10,47,47,,Jul 16,,,,,,,,Civiqs-4
193.5,2,Wisconsin,10,47,46,,Jul 12,,,,,,,,PPP-2
190.0,9,Wisconsin,10,38,43,,Jul 12,,,,,,,,YouGov-9
185.0,5,Wisconsin,10,47,44,,Jul 05,,,,,,,,Morning Consult-5
183.0,3,Wisconsin,10,43,44,,Jul 02,,,,,,,,SoCal Research-3
183.0,3,Wisconsin,10,44,47,,Jul 02,,,,,,,,Emerson Coll.-3
182.0,5,Wisconsin,10,45,50,,Jul 02,,,,,,,,Fabrizio + Anzalone-5
168.0,9,Wisconsin,10,47,44,,Jun 20,,,,,,,,Marquette Law School-9
167.5,6,Wisconsin,10,49,51,,Jun 18,,,,,,,,Emerson Coll.-6
151.5,2,Wisconsin,10,40,41,,May 31,,,,,,,,Florida Atlantic U.-2
131.0,7,Wisconsin,10,46,47,,May 13,,,,,,,,Morning Consult-7
130.5,8,Wisconsin,10,45,45,,May 13,,,,,,,,BSG + GS for Cook-8
125.0,5,Wisconsin,10,50,44,,May 06,,,,,,,,Quinnipiac U.-5
124.5,12,Wisconsin,10,46,47,,May 09,,,,,,,,Siena Coll.-12
118.0,5,Wisconsin,10,48,52,,Apr 29,,,,,,,,Emerson Coll.-5
113.0,7,Wisconsin,10,49,50,,Apr 25,,,,,,,,YouGov-7
108.0,9,Wisconsin,10,46,48,,Apr 21,,,,,,,,Zogby-9
104.5,6,Wisconsin,10,48,48,,Apr 16,,,,,,,,Beacon + Shaw for Fox-6
101.5,6,Wisconsin,10,44,48,,Apr 13,,,,,,,,Morning Consult-6
 97.5,8,Wisconsin,10,49,51,,Apr 10,,,,,,,,Marquette Law School-8
 80.5,8,Wisconsin,10,46,46,,Mar 24,,,,,,,,Fabrizio + GBAO-8
 76.0,5,Wisconsin,10,43,46,,Mar 18,,,,,,,,Emerson Coll.-5
 71.0,7,Wisconsin,10,46,45,,Mar 14,,,,,,,,Morning Consult-7
 53.0,5,Wisconsin,10,42,45,,Feb 24,,,,,,,,Emerson Coll.-5
 47.0,9,Wisconsin,10,42,46,,Feb 20,,,,,,,,Morning Consult-9
 28.0,5,Wisconsin,10,47,47,,Jan 30,,,,,,,,Beacon + Shaw for Fox-5
 27.5,8,Wisconsin,10,47,45,,Jan 31,,,,,,,,Marquette Law School-8
108.0,9,Wyoming,3,26,67,,Apr 21,,,,,,,,Zogby-9
