"","gutenberg_id","text"
"7721",36,"curious to remark that even on this earth Nature has never hit upon the"
"7722",36,"wheel, or has preferred other expedients to its development. And not"
"7723",36,"only did the Martians either not know of (which is incredible), or"
"7724",36,"abstain from, the wheel, but in their apparatus singularly little use"
"7725",36,"is made of the fixed pivot or relatively fixed pivot, with circular"
"7726",36,"motions thereabout confined to one plane. Almost all the joints of the"
"7727",36,"machinery present a complicated system of sliding parts moving over"
"7728",36,"small but beautifully curved friction bearings. And while upon this"
"7729",36,"matter of detail, it is remarkable that the long leverages of their"
"7730",36,"machines are in most cases actuated by a sort of sham musculature of"
"7731",36,"the disks in an elastic sheath; these disks become polarised and drawn"
"7732",36,"closely and powerfully together when traversed by a current of"
"7733",36,"electricity. In this way the curious parallelism to animal motions,"
"7734",36,"which was so striking and disturbing to the human beholder, was"
"7735",36,"attained. Such quasi-muscles abounded in the crablike handling-machine"
"7736",36,"which, on my first peeping out of the slit, I watched unpacking the"
"7737",36,"cylinder. It seemed infinitely more alive than the actual Martians"
"7738",36,"lying beyond it in the sunset light, panting, stirring ineffectual"
"7739",36,"tentacles, and moving feebly after their vast journey across space."
"7740",36,""
"7741",36,"While I was still watching their sluggish motions in the sunlight, and"
"7742",36,"noting each strange detail of their form, the curate reminded me of his"
"7743",36,"presence by pulling violently at my arm. I turned to a scowling face,"
"7744",36,"and silent, eloquent lips. He wanted the slit, which permitted only one"
"7745",36,"of us to peep through; and so I had to forego watching them for a time"
"7746",36,"while he enjoyed that privilege."
"7747",36,""
"7748",36,"When I looked again, the busy handling-machine had already put together"
"7749",36,"several of the pieces of apparatus it had taken out of the cylinder"
"7750",36,"into a shape having an unmistakable likeness to its own; and down on"
"7751",36,"the left a busy little digging mechanism had come into view, emitting"
"7752",36,"jets of green vapour and working its way round the pit, excavating and"
"7753",36,"embanking in a methodical and discriminating manner. This it was which"
"7754",36,"had caused the regular beating noise, and the rhythmic shocks that had"
"7755",36,"kept our ruinous refuge quivering. It piped and whistled as it worked."
"7756",36,"So far as I could see, the thing was without a directing Martian at"
"7757",36,"all."
"7758",36,""
"7759",36,""
"7760",36,""
"7761",36,""
"7762",36,"III."
"7763",36,"THE DAYS OF IMPRISONMENT."
"7764",36,""
"7765",36,""
"7766",36,"The arrival of a second fighting-machine drove us from our peephole"
"7767",36,"into the scullery, for we feared that from his elevation the Martian"
"7768",36,"might see down upon us behind our barrier. At a later date we began to"
"7769",36,"feel less in danger of their eyes, for to an eye in the dazzle of the"
"7770",36,"sunlight outside our refuge must have been blank blackness, but at"
"7771",36,"first the slightest suggestion of approach drove us into the scullery"
"7772",36,"in heart-throbbing retreat. Yet terrible as was the danger we incurred,"
"7773",36,"the attraction of peeping was for both of us irresistible. And I recall"
"7774",36,"now with a sort of wonder that, in spite of the infinite danger in"
"7775",36,"which we were between starvation and a still more terrible death, we"
"7776",36,"could yet struggle bitterly for that horrible privilege of sight. We"
"7777",36,"would race across the kitchen in a grotesque way between eagerness and"
"7778",36,"the dread of making a noise, and strike each other, and thrust and"
"7779",36,"kick, within a few inches of exposure."
"7780",36,""
"7781",36,"The fact is that we had absolutely incompatible dispositions and habits"
"7782",36,"of thought and action, and our danger and isolation only accentuated"
"7783",36,"the incompatibility. At Halliford I had already come to hate the"
"7784",36,"curate’s trick of helpless exclamation, his stupid rigidity of mind."
"7785",36,"His endless muttering monologue vitiated every effort I made to think"
"7786",36,"out a line of action, and drove me at times, thus pent up and"
"7787",36,"intensified, almost to the verge of craziness. He was as lacking in"
"7788",36,"restraint as a silly woman. He would weep for hours together, and I"
"7789",36,"verily believe that to the very end this spoiled child of life thought"
"7790",36,"his weak tears in some way efficacious. And I would sit in the darkness"
"7791",36,"unable to keep my mind off him by reason of his importunities. He ate"
"7792",36,"more than I did, and it was in vain I pointed out that our only chance"
"7793",36,"of life was to stop in the house until the Martians had done with their"
"7794",36,"pit, that in that long patience a time might presently come when we"
"7795",36,"should need food. He ate and drank impulsively in heavy meals at long"
"7796",36,"intervals. He slept little."
"7797",36,""
"7798",36,"As the days wore on, his utter carelessness of any consideration so"
"7799",36,"intensified our distress and danger that I had, much as I loathed doing"
"7800",36,"it, to resort to threats, and at last to blows. That brought him to"
"7801",36,"reason for a time. But he was one of those weak creatures, void of"
"7802",36,"pride, timorous, anæmic, hateful souls, full of shifty cunning, who"
"7803",36,"face neither God nor man, who face not even themselves."
"7804",36,""
"7805",36,"It is disagreeable for me to recall and write these things, but I set"
"7806",36,"them down that my story may lack nothing. Those who have escaped the"
"7807",36,"dark and terrible aspects of life will find my brutality, my flash of"
"7808",36,"rage in our final tragedy, easy enough to blame; for they know what is"
"7809",36,"wrong as well as any, but not what is possible to tortured men. But"
"7810",36,"those who have been under the shadow, who have gone down at last to"
"7811",36,"elemental things, will have a wider charity."
"7812",36,""
"7813",36,"And while within we fought out our dark, dim contest of whispers,"
"7814",36,"snatched food and drink, and gripping hands and blows, without, in the"
"7815",36,"pitiless sunlight of that terrible June, was the strange wonder, the"
"7816",36,"unfamiliar routine of the Martians in the pit. Let me return to those"
"7817",36,"first new experiences of mine. After a long time I ventured back to the"
"7818",36,"peephole, to find that the new-comers had been reinforced by the"
"7819",36,"occupants of no fewer than three of the fighting-machines. These last"
"7820",36,"had brought with them certain fresh appliances that stood in an orderly"
"7821",36,"manner about the cylinder. The second handling-machine was now"
"7822",36,"completed, and was busied in serving one of the novel contrivances the"
"7823",36,"big machine had brought. This was a body resembling a milk can in its"
"7824",36,"general form, above which oscillated a pear-shaped receptacle, and from"
"7825",36,"which a stream of white powder flowed into a circular basin below."
"7826",36,""
"7827",36,"The oscillatory motion was imparted to this by one tentacle of the"
"7828",36,"handling-machine. With two spatulate hands the handling-machine was"
"7829",36,"digging out and flinging masses of clay into the pear-shaped receptacle"
"7830",36,"above, while with another arm it periodically opened a door and removed"
"7831",36,"rusty and blackened clinkers from the middle part of the machine."
"7832",36,"Another steely tentacle directed the powder from the basin along a"
"7833",36,"ribbed channel towards some receiver that was hidden from me by the"
"7834",36,"mound of bluish dust. From this unseen receiver a little thread of"
"7835",36,"green smoke rose vertically into the quiet air. As I looked, the"
"7836",36,"handling-machine, with a faint and musical clinking, extended,"
"7837",36,"telescopic fashion, a tentacle that had been a moment before a mere"
"7838",36,"blunt projection, until its end was hidden behind the mound of clay. In"
"7839",36,"another second it had lifted a bar of white aluminium into sight,"
"7840",36,"untarnished as yet, and shining dazzlingly, and deposited it in a"
"7841",36,"growing stack of bars that stood at the side of the pit. Between sunset"
"7842",36,"and starlight this dexterous machine must have made more than a hundred"
"7843",36,"such bars out of the crude clay, and the mound of bluish dust rose"
"7844",36,"steadily until it topped the side of the pit."
"7845",36,""
"7846",36,"The contrast between the swift and complex movements of these"
"7847",36,"contrivances and the inert panting clumsiness of their masters was"
"7848",36,"acute, and for days I had to tell myself repeatedly that these latter"
"7849",36,"were indeed the living of the two things."
"7850",36,""
"7851",36,"The curate had possession of the slit when the first men were brought"
"7852",36,"to the pit. I was sitting below, huddled up, listening with all my"
"7853",36,"ears. He made a sudden movement backward, and I, fearful that we were"
"7854",36,"observed, crouched in a spasm of terror. He came sliding down the"
"7855",36,"rubbish and crept beside me in the darkness, inarticulate,"
"7856",36,"gesticulating, and for a moment I shared his panic. His gesture"
"7857",36,"suggested a resignation of the slit, and after a little while my"
"7858",36,"curiosity gave me courage, and I rose up, stepped across him, and"
"7859",36,"clambered up to it. At first I could see no reason for his frantic"
"7860",36,"behaviour. The twilight had now come, the stars were little and faint,"
"7861",36,"but the pit was illuminated by the flickering green fire that came from"
"7862",36,"the aluminium-making. The whole picture was a flickering scheme of"
"7863",36,"green gleams and shifting rusty black shadows, strangely trying to the"
"7864",36,"eyes. Over and through it all went the bats, heeding it not at all. The"
"7865",36,"sprawling Martians were no longer to be seen, the mound of blue-green"
"7866",36,"powder had risen to cover them from sight, and a fighting-machine, with"
"7867",36,"its legs contracted, crumpled, and abbreviated, stood across the corner"
"7868",36,"of the pit. And then, amid the clangour of the machinery, came a"
"7869",36,"drifting suspicion of human voices, that I entertained at first only to"
"7870",36,"dismiss."
"7871",36,""
"7872",36,"I crouched, watching this fighting-machine closely, satisfying myself"
"7873",36,"now for the first time that the hood did indeed contain a Martian. As"
"7874",36,"the green flames lifted I could see the oily gleam of his integument"
"7875",36,"and the brightness of his eyes. And suddenly I heard a yell, and saw a"
"7876",36,"long tentacle reaching over the shoulder of the machine to the little"
"7877",36,"cage that hunched upon its back. Then something—something struggling"
"7878",36,"violently—was lifted high against the sky, a black, vague enigma"
"7879",36,"against the starlight; and as this black object came down again, I saw"
"7880",36,"by the green brightness that it was a man. For an instant he was"
"7881",36,"clearly visible. He was a stout, ruddy, middle-aged man, well dressed;"
"7882",36,"three days before, he must have been walking the world, a man of"
"7883",36,"considerable consequence. I could see his staring eyes and gleams of"
"7884",36,"light on his studs and watch chain. He vanished behind the mound, and"
"7885",36,"for a moment there was silence. And then began a shrieking and a"
"7886",36,"sustained and cheerful hooting from the Martians."
"7887",36,""
"7888",36,"I slid down the rubbish, struggled to my feet, clapped my hands over my"
"7889",36,"ears, and bolted into the scullery. The curate, who had been crouching"
"7890",36,"silently with his arms over his head, looked up as I passed, cried out"
"7891",36,"quite loudly at my desertion of him, and came running after me."
"7892",36,""
"7893",36,"That night, as we lurked in the scullery, balanced between our horror"
"7894",36,"and the terrible fascination this peeping had, although I felt an"
"7895",36,"urgent need of action I tried in vain to conceive some plan of escape;"
"7896",36,"but afterwards, during the second day, I was able to consider our"
"7897",36,"position with great clearness. The curate, I found, was quite incapable"
"7898",36,"of discussion; this new and culminating atrocity had robbed him of all"
"7899",36,"vestiges of reason or forethought. Practically he had already sunk to"
"7900",36,"the level of an animal. But as the saying goes, I gripped myself with"
"7901",36,"both hands. It grew upon my mind, once I could face the facts, that"
"7902",36,"terrible as our position was, there was as yet no justification for"
"7903",36,"absolute despair. Our chief chance lay in the possibility of the"
"7904",36,"Martians making the pit nothing more than a temporary encampment. Or"
"7905",36,"even if they kept it permanently, they might not consider it necessary"
"7906",36,"to guard it, and a chance of escape might be afforded us. I also"
"7907",36,"weighed very carefully the possibility of our digging a way out in a"
"7908",36,"direction away from the pit, but the chances of our emerging within"
"7909",36,"sight of some sentinel fighting-machine seemed at first too great. And"
"7910",36,"I should have had to do all the digging myself. The curate would"
"7911",36,"certainly have failed me."
"7912",36,""
"7913",36,"It was on the third day, if my memory serves me right, that I saw the"
"7914",36,"lad killed. It was the only occasion on which I actually saw the"
"7915",36,"Martians feed. After that experience I avoided the hole in the wall for"
"7916",36,"the better part of a day. I went into the scullery, removed the door,"
"7917",36,"and spent some hours digging with my hatchet as silently as possible;"
"7918",36,"but when I had made a hole about a couple of feet deep the loose earth"
"7919",36,"collapsed noisily, and I did not dare continue. I lost heart, and lay"
"7920",36,"down on the scullery floor for a long time, having no spirit even to"
"7921",36,"move. And after that I abandoned altogether the idea of escaping by"
"7922",36,"excavation."
"7923",36,""
"7924",36,"It says much for the impression the Martians had made upon me that at"
"7925",36,"first I entertained little or no hope of our escape being brought about"
"7926",36,"by their overthrow through any human effort. But on the fourth or fifth"
"7927",36,"night I heard a sound like heavy guns."
"7928",36,""
"7929",36,"It was very late in the night, and the moon was shining brightly. The"
"7930",36,"Martians had taken away the excavating-machine, and, save for a"
"7931",36,"fighting-machine that stood in the remoter bank of the pit and a"
"7932",36,"handling-machine that was buried out of my sight in a corner of the pit"
"7933",36,"immediately beneath my peephole, the place was deserted by them. Except"
"7934",36,"for the pale glow from the handling-machine and the bars and patches of"
"7935",36,"white moonlight the pit was in darkness, and, except for the clinking"
"7936",36,"of the handling-machine, quite still. That night was a beautiful"
"7937",36,"serenity; save for one planet, the moon seemed to have the sky to"
"7938",36,"herself. I heard a dog howling, and that familiar sound it was that"
"7939",36,"made me listen. Then I heard quite distinctly a booming exactly like"
"7940",36,"the sound of great guns. Six distinct reports I counted, and after a"
"7941",36,"long interval six again. And that was all."
"7942",36,""
"7943",36,""
"7944",36,""
"7945",36,""
"7946",36,"IV."
"7947",36,"THE DEATH OF THE CURATE."
"7948",36,""
"7949",36,""
"7950",36,"It was on the sixth day of our imprisonment that I peeped for the last"
"7951",36,"time, and presently found myself alone. Instead of keeping close to me"
"7952",36,"and trying to oust me from the slit, the curate had gone back into the"
"7953",36,"scullery. I was struck by a sudden thought. I went back quickly and"
"7954",36,"quietly into the scullery. In the darkness I heard the curate drinking."
"7955",36,"I snatched in the darkness, and my fingers caught a bottle of burgundy."
"7956",36,""
"7957",36,"For a few minutes there was a tussle. The bottle struck the floor and"
"7958",36,"broke, and I desisted and rose. We stood panting and threatening each"
"7959",36,"other. In the end I planted myself between him and the food, and told"
"7960",36,"him of my determination to begin a discipline. I divided the food in"
"7961",36,"the pantry, into rations to last us ten days. I would not let him eat"
"7962",36,"any more that day. In the afternoon he made a feeble effort to get at"
"7963",36,"the food. I had been dozing, but in an instant I was awake. All day and"
"7964",36,"all night we sat face to face, I weary but resolute, and he weeping and"
"7965",36,"complaining of his immediate hunger. It was, I know, a night and a day,"
"7966",36,"but to me it seemed—it seems now—an interminable length of time."
"7967",36,""
"7968",36,"And so our widened incompatibility ended at last in open conflict. For"
"7969",36,"two vast days we struggled in undertones and wrestling contests. There"
"7970",36,"were times when I beat and kicked him madly, times when I cajoled and"
"7971",36,"persuaded him, and once I tried to bribe him with the last bottle of"
"7972",36,"burgundy, for there was a rain-water pump from which I could get water."
"7973",36,"But neither force nor kindness availed; he was indeed beyond reason. He"
"7974",36,"would neither desist from his attacks on the food nor from his noisy"
"7975",36,"babbling to himself. The rudimentary precautions to keep our"
"7976",36,"imprisonment endurable he would not observe. Slowly I began to realise"
"7977",36,"the complete overthrow of his intelligence, to perceive that my sole"
"7978",36,"companion in this close and sickly darkness was a man insane."
"7979",36,""
"7980",36,"From certain vague memories I am inclined to think my own mind wandered"
"7981",36,"at times. I had strange and hideous dreams whenever I slept. It sounds"
"7982",36,"paradoxical, but I am inclined to think that the weakness and insanity"
"7983",36,"of the curate warned me, braced me, and kept me a sane man."
"7984",36,""
"7985",36,"On the eighth day he began to talk aloud instead of whispering, and"
"7986",36,"nothing I could do would moderate his speech."
"7987",36,""
"7988",36,"“It is just, O God!” he would say, over and over again. “It is just. On"
"7989",36,"me and mine be the punishment laid. We have sinned, we have fallen"
"7990",36,"short. There was poverty, sorrow; the poor were trodden in the dust,"
"7991",36,"and I held my peace. I preached acceptable folly—my God, what"
"7992",36,"folly!—when I should have stood up, though I died for it, and called"
"7993",36,"upon them to repent—repent! . . . Oppressors of the poor and needy . ."
"7994",36,". ! The wine press of God!”"
"7995",36,""
"7996",36,"Then he would suddenly revert to the matter of the food I withheld from"
"7997",36,"him, praying, begging, weeping, at last threatening. He began to raise"
"7998",36,"his voice—I prayed him not to. He perceived a hold on me—he threatened"
"7999",36,"he would shout and bring the Martians upon us. For a time that scared"
"8000",36,"me; but any concession would have shortened our chance of escape beyond"
"8001",36,"estimating. I defied him, although I felt no assurance that he might"
"8002",36,"not do this thing. But that day, at any rate, he did not. He talked"
"8003",36,"with his voice rising slowly, through the greater part of the eighth"
"8004",36,"and ninth days—threats, entreaties, mingled with a torrent of half-sane"
"8005",36,"and always frothy repentance for his vacant sham of God’s service, such"
"8006",36,"as made me pity him. Then he slept awhile, and began again with renewed"
"8007",36,"strength, so loudly that I must needs make him desist."
"8008",36,""
"8009",36,"“Be still!” I implored."
"8010",36,""
"8011",36,"He rose to his knees, for he had been sitting in the darkness near the"
"8012",36,"copper."
"8013",36,""
"8014",36,"“I have been still too long,” he said, in a tone that must have reached"
"8015",36,"the pit, “and now I must bear my witness. Woe unto this unfaithful"
"8016",36,"city! Woe! Woe! Woe! Woe! Woe! To the inhabitants of the earth by"
"8017",36,"reason of the other voices of the trumpet——”"
"8018",36,""
"8019",36,"“Shut up!” I said, rising to my feet, and in a terror lest the Martians"
"8020",36,"should hear us. “For God’s sake——”"
"8021",36,""
"8022",36,"“Nay,” shouted the curate, at the top of his voice, standing likewise"
"8023",36,"and extending his arms. “Speak! The word of the Lord is upon me!”"
"8024",36,""
"8025",36,"In three strides he was at the door leading into the kitchen."
"8026",36,""
"8027",36,"“I must bear my witness! I go! It has already been too long delayed.”"
"8028",36,""
"8029",36,"I put out my hand and felt the meat chopper hanging to the wall. In a"
"8030",36,"flash I was after him. I was fierce with fear. Before he was halfway"
"8031",36,"across the kitchen I had overtaken him. With one last touch of humanity"
"8032",36,"I turned the blade back and struck him with the butt. He went headlong"
"8033",36,"forward and lay stretched on the ground. I stumbled over him and stood"
"8034",36,"panting. He lay still."
"8035",36,""
"8036",36,"Suddenly I heard a noise without, the run and smash of slipping"
"8037",36,"plaster, and the triangular aperture in the wall was darkened. I looked"
"8038",36,"up and saw the lower surface of a handling-machine coming slowly across"
"8039",36,"the hole. One of its gripping limbs curled amid the debris; another"
"8040",36,"limb appeared, feeling its way over the fallen beams. I stood"
"8041",36,"petrified, staring. Then I saw through a sort of glass plate near the"
"8042",36,"edge of the body the face, as we may call it, and the large dark eyes"
"8043",36,"of a Martian, peering, and then a long metallic snake of tentacle came"
"8044",36,"feeling slowly through the hole."
"8045",36,""
"8046",36,"I turned by an effort, stumbled over the curate, and stopped at the"
"8047",36,"scullery door. The tentacle was now some way, two yards or more, in the"
"8048",36,"room, and twisting and turning, with queer sudden movements, this way"
"8049",36,"and that. For a while I stood fascinated by that slow, fitful advance."
"8050",36,"Then, with a faint, hoarse cry, I forced myself across the scullery. I"
"8051",36,"trembled violently; I could scarcely stand upright. I opened the door"
"8052",36,"of the coal cellar, and stood there in the darkness staring at the"
"8053",36,"faintly lit doorway into the kitchen, and listening. Had the Martian"
"8054",36,"seen me? What was it doing now?"
"8055",36,""
"8056",36,"Something was moving to and fro there, very quietly; every now and then"
"8057",36,"it tapped against the wall, or started on its movements with a faint"
"8058",36,"metallic ringing, like the movements of keys on a split-ring. Then a"
"8059",36,"heavy body—I knew too well what—was dragged across the floor of the"
"8060",36,"kitchen towards the opening. Irresistibly attracted, I crept to the"
"8061",36,"door and peeped into the kitchen. In the triangle of bright outer"
"8062",36,"sunlight I saw the Martian, in its Briareus of a handling-machine,"
"8063",36,"scrutinizing the curate’s head. I thought at once that it would infer"
"8064",36,"my presence from the mark of the blow I had given him."
"8065",36,""
"8066",36,"I crept back to the coal cellar, shut the door, and began to cover"
"8067",36,"myself up as much as I could, and as noiselessly as possible in the"
"8068",36,"darkness, among the firewood and coal therein. Every now and then I"
"8069",36,"paused, rigid, to hear if the Martian had thrust its tentacles through"
"8070",36,"the opening again."
"8071",36,""
"8072",36,"Then the faint metallic jingle returned. I traced it slowly feeling"
"8073",36,"over the kitchen. Presently I heard it nearer—in the scullery, as I"
"8074",36,"judged. I thought that its length might be insufficient to reach me. I"
"8075",36,"prayed copiously. It passed, scraping faintly across the cellar door."
"8076",36,"An age of almost intolerable suspense intervened; then I heard it"
"8077",36,"fumbling at the latch! It had found the door! The Martians understood"
"8078",36,"doors!"
"8079",36,""
"8080",36,"It worried at the catch for a minute, perhaps, and then the door"
"8081",36,"opened."
"8082",36,""
"8083",36,"In the darkness I could just see the thing—like an elephant’s trunk"
"8084",36,"more than anything else—waving towards me and touching and examining"
"8085",36,"the wall, coals, wood and ceiling. It was like a black worm swaying its"
"8086",36,"blind head to and fro."
"8087",36,""
"8088",36,"Once, even, it touched the heel of my boot. I was on the verge of"
"8089",36,"screaming; I bit my hand. For a time the tentacle was silent. I could"
"8090",36,"have fancied it had been withdrawn. Presently, with an abrupt click, it"
"8091",36,"gripped something—I thought it had me!—and seemed to go out of the"
"8092",36,"cellar again. For a minute I was not sure. Apparently it had taken a"
"8093",36,"lump of coal to examine."
"8094",36,""
"8095",36,"I seized the opportunity of slightly shifting my position, which had"
"8096",36,"become cramped, and then listened. I whispered passionate prayers for"
"8097",36,"safety."
"8098",36,""
"8099",36,"Then I heard the slow, deliberate sound creeping towards me again."
"8100",36,"Slowly, slowly it drew near, scratching against the walls and tapping"
"8101",36,"the furniture."
"8102",36,""
"8103",36,"While I was still doubtful, it rapped smartly against the cellar door"
"8104",36,"and closed it. I heard it go into the pantry, and the biscuit-tins"
"8105",36,"rattled and a bottle smashed, and then came a heavy bump against the"
"8106",36,"cellar door. Then silence that passed into an infinity of suspense."
"8107",36,""
"8108",36,"Had it gone?"
"8109",36,""
"8110",36,"At last I decided that it had."
"8111",36,""
"8112",36,"It came into the scullery no more; but I lay all the tenth day in the"
"8113",36,"close darkness, buried among coals and firewood, not daring even to"
"8114",36,"crawl out for the drink for which I craved. It was the eleventh day"
"8115",36,"before I ventured so far from my security."
"8116",36,""
"8117",36,""
"8118",36,""
"8119",36,""
"8120",36,"V."
"8121",36,"THE STILLNESS."
"8122",36,""
"8123",36,""
"8124",36,"My first act before I went into the pantry was to fasten the door"
"8125",36,"between the kitchen and the scullery. But the pantry was empty; every"
"8126",36,"scrap of food had gone. Apparently, the Martian had taken it all on the"
"8127",36,"previous day. At that discovery I despaired for the first time. I took"
"8128",36,"no food, or no drink either, on the eleventh or the twelfth day."
"8129",36,""
"8130",36,"At first my mouth and throat were parched, and my strength ebbed"
"8131",36,"sensibly. I sat about in the darkness of the scullery, in a state of"
"8132",36,"despondent wretchedness. My mind ran on eating. I thought I had become"
"8133",36,"deaf, for the noises of movement I had been accustomed to hear from the"
"8134",36,"pit had ceased absolutely. I did not feel strong enough to crawl"
"8135",36,"noiselessly to the peephole, or I would have gone there."
"8136",36,""
"8137",36,"On the twelfth day my throat was so painful that, taking the chance of"
"8138",36,"alarming the Martians, I attacked the creaking rain-water pump that"
"8139",36,"stood by the sink, and got a couple of glassfuls of blackened and"
"8140",36,"tainted rain water. I was greatly refreshed by this, and emboldened by"
"8141",36,"the fact that no enquiring tentacle followed the noise of my pumping."
"8142",36,""
"8143",36,"During these days, in a rambling, inconclusive way, I thought much of"
"8144",36,"the curate and of the manner of his death."
"8145",36,""
"8146",36,"On the thirteenth day I drank some more water, and dozed and thought"
"8147",36,"disjointedly of eating and of vague impossible plans of escape."
"8148",36,"Whenever I dozed I dreamt of horrible phantasms, of the death of the"
"8149",36,"curate, or of sumptuous dinners; but, asleep or awake, I felt a keen"
"8150",36,"pain that urged me to drink again and again. The light that came into"
"8151",36,"the scullery was no longer grey, but red. To my disordered imagination"
"8152",36,"it seemed the colour of blood."
"8153",36,""
"8154",36,"On the fourteenth day I went into the kitchen, and I was surprised to"
"8155",36,"find that the fronds of the red weed had grown right across the hole in"
"8156",36,"the wall, turning the half-light of the place into a crimson-coloured"
"8157",36,"obscurity."
"8158",36,""
"8159",36,"It was early on the fifteenth day that I heard a curious, familiar"
"8160",36,"sequence of sounds in the kitchen, and, listening, identified it as the"
"8161",36,"snuffing and scratching of a dog. Going into the kitchen, I saw a dog’s"
"8162",36,"nose peering in through a break among the ruddy fronds. This greatly"
"8163",36,"surprised me. At the scent of me he barked shortly."
"8164",36,""
"8165",36,"I thought if I could induce him to come into the place quietly I should"
"8166",36,"be able, perhaps, to kill and eat him; and in any case, it would be"
"8167",36,"advisable to kill him, lest his actions attracted the attention of the"
"8168",36,"Martians."
"8169",36,""
"8170",36,"I crept forward, saying “Good dog!” very softly; but he suddenly"
"8171",36,"withdrew his head and disappeared."
"8172",36,""
"8173",36,"I listened—I was not deaf—but certainly the pit was still. I heard a"
"8174",36,"sound like the flutter of a bird’s wings, and a hoarse croaking, but"
"8175",36,"that was all."
"8176",36,""
"8177",36,"For a long while I lay close to the peephole, but not daring to move"
"8178",36,"aside the red plants that obscured it. Once or twice I heard a faint"
"8179",36,"pitter-patter like the feet of the dog going hither and thither on the"
"8180",36,"sand far below me, and there were more birdlike sounds, but that was"
"8181",36,"all. At length, encouraged by the silence, I looked out."
"8182",36,""
"8183",36,"Except in the corner, where a multitude of crows hopped and fought over"
"8184",36,"the skeletons of the dead the Martians had consumed, there was not a"
"8185",36,"living thing in the pit."
"8186",36,""
"8187",36,"I stared about me, scarcely believing my eyes. All the machinery had"
"8188",36,"gone. Save for the big mound of greyish-blue powder in one corner,"
"8189",36,"certain bars of aluminium in another, the black birds, and the"
"8190",36,"skeletons of the killed, the place was merely an empty circular pit in"
"8191",36,"the sand."
"8192",36,""
"8193",36,"Slowly I thrust myself out through the red weed, and stood upon the"
"8194",36,"mound of rubble. I could see in any direction save behind me, to the"
"8195",36,"north, and neither Martians nor sign of Martians were to be seen. The"
"8196",36,"pit dropped sheerly from my feet, but a little way along the rubbish"
"8197",36,"afforded a practicable slope to the summit of the ruins. My chance of"
"8198",36,"escape had come. I began to tremble."
"8199",36,""
"8200",36,"I hesitated for some time, and then, in a gust of desperate resolution,"
"8201",36,"and with a heart that throbbed violently, I scrambled to the top of the"
"8202",36,"mound in which I had been buried so long."
"8203",36,""
"8204",36,"I looked about again. To the northward, too, no Martian was visible."
"8205",36,""
"8206",36,"When I had last seen this part of Sheen in the daylight it had been a"
"8207",36,"straggling street of comfortable white and red houses, interspersed"
"8208",36,"with abundant shady trees. Now I stood on a mound of smashed brickwork,"
"8209",36,"clay, and gravel, over which spread a multitude of red cactus-shaped"
"8210",36,"plants, knee-high, without a solitary terrestrial growth to dispute"
"8211",36,"their footing. The trees near me were dead and brown, but further a"
"8212",36,"network of red thread scaled the still living stems."
"8213",36,""
"8214",36,"The neighbouring houses had all been wrecked, but none had been burned;"
"8215",36,"their walls stood, sometimes to the second story, with smashed windows"
"8216",36,"and shattered doors. The red weed grew tumultuously in their roofless"
"8217",36,"rooms. Below me was the great pit, with the crows struggling for its"
"8218",36,"refuse. A number of other birds hopped about among the ruins. Far away"
"8219",36,"I saw a gaunt cat slink crouchingly along a wall, but traces of men"
"8220",36,"there were none."
"8221",36,""
"8222",36,"The day seemed, by contrast with my recent confinement, dazzlingly"
"8223",36,"bright, the sky a glowing blue. A gentle breeze kept the red weed that"
"8224",36,"covered every scrap of unoccupied ground gently swaying. And oh! the"
"8225",36,"sweetness of the air!"
"8226",36,""
"8227",36,""
"8228",36,""
"8229",36,""
"8230",36,"VI."
"8231",36,"THE WORK OF FIFTEEN DAYS."
"8232",36,""
"8233",36,""
"8234",36,"For some time I stood tottering on the mound regardless of my safety."
"8235",36,"Within that noisome den from which I had emerged I had thought with a"
"8236",36,"narrow intensity only of our immediate security. I had not realised"
"8237",36,"what had been happening to the world, had not anticipated this"
"8238",36,"startling vision of unfamiliar things. I had expected to see Sheen in"
"8239",36,"ruins—I found about me the landscape, weird and lurid, of another"
"8240",36,"planet."
"8241",36,""
"8242",36,"For that moment I touched an emotion beyond the common range of men,"
"8243",36,"yet one that the poor brutes we dominate know only too well. I felt as"
"8244",36,"a rabbit might feel returning to his burrow and suddenly confronted by"
"8245",36,"the work of a dozen busy navvies digging the foundations of a house. I"
"8246",36,"felt the first inkling of a thing that presently grew quite clear in my"
"8247",36,"mind, that oppressed me for many days, a sense of dethronement, a"
"8248",36,"persuasion that I was no longer a master, but an animal among the"
"8249",36,"animals, under the Martian heel. With us it would be as with them, to"
"8250",36,"lurk and watch, to run and hide; the fear and empire of man had passed"
"8251",36,"away."
"8252",36,""
"8253",36,"But so soon as this strangeness had been realised it passed, and my"
"8254",36,"dominant motive became the hunger of my long and dismal fast. In the"
"8255",36,"direction away from the pit I saw, beyond a red-covered wall, a patch"
"8256",36,"of garden ground unburied. This gave me a hint, and I went knee-deep,"
"8257",36,"and sometimes neck-deep, in the red weed. The density of the weed gave"
"8258",36,"me a reassuring sense of hiding. The wall was some six feet high, and"
"8259",36,"when I attempted to clamber it I found I could not lift my feet to the"
"8260",36,"crest. So I went along by the side of it, and came to a corner and a"
"8261",36,"rockwork that enabled me to get to the top, and tumble into the garden"
"8262",36,"I coveted. Here I found some young onions, a couple of gladiolus bulbs,"
"8263",36,"and a quantity of immature carrots, all of which I secured, and,"
